Year	month	day	h	m	s	DOWNSIZER_PRECIP1	DOWNSIZER_PRECIP2	DOWNSIZER_PRECIP3	RAWS_PRECIP4	DOWNSIZER_PRECIP5	CIMIS_PRECIP6	RAWS_PRECIP7	DOWNSIZER_PRECIP8	RAWS_PRECIP9	DOWNSIZER_PRECIP10	DOWNSIZER_PRECIP11	CIMIS_PRECIP12	DOWNSIZER_PRECIP13	DOWNSIZER_PRECIP14	DOWNSIZER_PRECIP15	DOWNSIZER_TMAX1	DOWNSIZER_TMAX2	CIMIS_TMAX3	CIMIS_TMAX4	RAWS_TMAX5	DOWNSIZER_TMAX6	RAWS_TMAX7	RAWS_TMAX8	DOWNSIZER_TMIN1	DOWNSIZER_TMIN2	CIMIS_TMIN3	CIMIS_TMIN4	RAWS_TMIN5	DOWNSIZER_TMIN6	RAWS_TMIN7	RAWS_TMIN8	Runoff1	Runoff2	Runoff3	Runoff4	Runoff5	Runoff6	Runoff7	Runoff8	Runoff9	Runoff10	Runoff11	Runoff12	Runoff13	Runoff14	Runoff15	Runoff16	Runoff17	Runoff18	Runoff19	Runoff20	Runoff21	Runoff22
2023	4	1	0	0	0	0.93	0.254	0.3	1.07	1.05	0.05	0.38	1.27	0.05	0	0	0	0	0.254	0	15	11.5	13.3	15.6	9.4	10.555555	6.1	14.4	2.7777777	3.1	1.1	0.6	4.4	4.4444447	1.1	4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	2	0	0	0	5.82	1.016	2.43	1.78	6.04	1.53	0.51	0	0.25	0	0	0	0	0.254	2.3	15	12.8	13.9	15	10	12.222222	5.6	13.3	6.111111	3.8	1.7	5	1.7	3.3333333	-2.2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	3	0	0	0	1.61	0.508	1.2	0.25	1.81	0.5	0.25	0	0	0	0	0	0	0	0	13.888889	11.9	12	14.4	8.9	12.222222	3.9	12.8	3.8888888	1.9	1.7	2.8	0.6	5.684342e-14	-3.9	3.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	4	0	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	16.11111	11.1	11.5	15	11.1	12.777778	6.1	14.4	3.3333333	0.5	-0.8	-1.1	1.1	-2.2222223	-3.3	2.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.777779	12.4	17.8	16.1	12.8	14.444445	11.7	15	2.7777777	-0.3	0.6	0	3.3	5.684342e-14	1.7	4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	6	0	0	0	0	0	0	3.56	0	0	3.3	0	2.03	0.254	0	1.269	0	0	0	16.11111	16.3	15.6	16.1	11.1	16.11111	9.4	14.4	3.8888888	1.4	2.2	1.1	5.6	3.8888888	2.8	4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	7	0	0	0	18.5	18.034	12.33	6.35	16.91	12.03	12.19	16.51	11.18	16.256	6.858	9.391	15.748	17.272	16.94	17.777779	14.5	17.2	16.7	12.2	15.555555	10	14.4	9.444445	4.7	6.7	8.3	5.6	7.2222223	3.3	7.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	8	0	0	0	3.51	0	2.04	0	3.57	3.11	1.52	3.302	0	0	1.778	0	0	0	7.18	21.11111	15.2	21.1	18.3	15.6	17.777779	15	18.9	7.7777777	6.1	5	4.4	4.4	5	3.3	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	9	0	0	0	0	0	0	0	0	0	0	0.254	0	0	0	0	0	0	0	25.555555	19.3	26.7	22.2	20.6	23.88889	19.4	22.2	5	5.5	3.3	2.8	10.6	3.8888888	8.9	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	10	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	25.555555	24.7	25.6	21.1	20	25.555555	20	21.1	7.2222223	5.2	5	4.4	10	6.6666665	7.8	9.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	11	0	0	0	2.3	0	0.3	1.27	1.83	0.18	0.51	0	0	0	0	0	0	0	0.37	20.555555	25.2	17.8	20	16.1	25.555555	9.4	20	8.333333	7.7	6.1	6.7	5.6	11.111111	0.6	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	12	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	2.032	0	0	17.222221	16.6	16.1	18.3	12.2	16	7.8	16.7	7.2222223	5.1	0.6	4.4	3.9	3.3333333	-0.6	6.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.666666	13.8	20	20	16.7	18.88889	11.7	19.4	6.6666665	2.1	0.6	0	5.6	0.5555556	3.3	5.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	18.1	21.7	17.2	15.6	20.555555	16.1	16.1	2.2222223	2	1.1	0	5.6	0.5555556	3.9	5.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	21.7	16.1	15	21.666666	17.8	15.6	5	2.3	0.6	2.8	6.1	2.2222223	8.3	5.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.666666	21.9	20	17.8	16.7	21.666666	12.2	17.2	3.8888888	2.7	1.7	0.6	2.2	2.7777777	1.1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	17	0	0	0	0.01	0	0	5.59	0	0	7.11	0	3.81	1.778	0	1.269	0.508	1.27	0	17.222221	18.2	16.1	15.6	12.8	18.88889	8.3	14.4	6.6666665	4.5	3.3	3.9	3.3	5.5555553	-0.6	6.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	18	0	0	0	7.98	6.096	5.66	1.02	7.41	5.24	1.52	3.81	0	0.254	2.794	0	5.08	1.27	4.55	15.555555	14.1	14.4	14.4	10.6	13.888889	6.7	13.9	3.3333333	3.5	1.1	0.6	2.2	2.2222223	-1.7	4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	19	0	0	0	0.62	0	0.07	0.25	0.64	0.01	0	0	0	0	0	0	1.27	0	0	18.333334	12.5	17.2	17.8	13.9	16.11111	9.4	17.8	2.2222223	2.2	1.1	-0.6	2.2	1.1111112	-0.6	4.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.88889	15.3	21.7	21.1	18.3	20.555555	13.9	20.6	6.6666665	2.2	0.6	0	7.8	1.6666666	3.3	6.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.444445	20.3	26.7	25.6	23.3	26.11111	20	25.6	12.222222	2.7	6.1	5	12.2	4.4444447	8.9	11.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.88889	25.3	26.1	26.1	23.3	26.11111	19.4	25.6	12.777778	6.5	6.7	6.1	14.4	7.7777777	8.3	13.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.777779	25.7	24.4	24.4	22.8	26.11111	16.7	24.4	13.888889	8.9	7.2	6.7	12.8	7.2222223	7.8	11.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.666666	23.6	23.9	21.7	21.7	23.88889	15.6	22.2	11.111111	6.5	3.3	2.2	10.6	4.4444447	8.9	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	23	22.1	25.6	25.6	28.88889	25	26.7	7.2222223	6.4	5.1	2.2	16.1	5	15	8.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.11111	30.3	30.2	27.2	26.1	32.22222	25.6	27.8	7.2222223	6.6	5.3	3.9	20	6.6666665	18.3	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.22222	31.8	31.6	28.9	27.8	33.333332	28.3	30	8.888889	9.1	7.2	3.9	19.4	8.333333	19.4	11.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762	0	0	28.333334	33.5	31.1	23.9	25	32.77778	27.2	25	8.888889	10.1	6.7	6.1	17.8	8.333333	18.3	8.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508	0	0	24.444445	32	30.6	19.4	23.3	30.555555	25	20.6	8.888889	10.1	5.6	5	12.2	8.333333	11.7	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	4	30	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	19.444445	30.2	18.3	21.7	15.6	30.555555	11.7	20.6	8.333333	8.3	5.6	7.2	6.1	5	2.8	6.7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	1	0	0	0	0	0	0	12.95	0	0	0.76	12.7	7.87	0	0	1.269	0	0	0	14.444445	17.4	16.7	14.4	9.4	17.777779	5	13.3	9.444445	8	7.2	7.2	5	8.333333	1.1	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	2	0	0	0	10.56	11.938	9.29	6.86	9.63	7.15	10.41	38.1	12.7	5.08	7.112	1.777	0.32	1.32	0.5	15	12.6	15.6	16.7	11.1	14.444445	9.4	16.7	8.333333	7.3	7.2	6.1	5	6.6666665	1.7	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	3	0	0	0	4.04	1.016	6.99	0.25	7.04	7.51	3.81	50.8	4.57	4.572	7.39	7.01	11.03	8.87	12.57	16.666666	13.9	14.4	16.7	11.7	17.777779	11.7	16.1	8.888889	7.1	6.9	7.2	5.6	7.7777777	2.8	7.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	4	0	0	0	1.82	2.286	0.85	0	1.66	0.87	0.51	2.54	0	1.016	0.7	0	4.84	5.65	6.89	17.222221	17	16.7	17.2	13.3	17.777779	8.3	16.8	8.333333	7.3	6.7	6.1	6.1	8.333333	3.9	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	5	0	0	0	1.62	1.778	0.49	4.57	1.16	1.15	2.54	1.27	11.18	4.318	1.3	6.091	0	0.44	0.02	16.11111	14.2	15.6	17.8	11.1	12.222222	7.2	15	8.888889	7.2	5	4.4	5.6	7.7777777	3.3	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	6	0	0	0	15.17	15.24	9.54	9.65	11.41	10.45	7.11	60.96	9.14	5.588	8.56	6.599	11.7	8.59	11.97	17.777779	12.6	18.3	17.2	12.8	17.222221	10.6	16.1	7.2222223	7.3	5	4.4	5	6.111111	2.8	7.8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	7	0	0	0	0.02	0	1.01	0	1.01	2	0.25	7.62	0.25	0.254	3.12	0	1.06	1.9	1.89	17.777779	16.8	18.3	17.2	13.3	17.222221	11.7	16.7	5	5.7	3.3	2.8	5	5	2.8	6.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	8	0	0	0	8.28	7.366	4.12	5.33	6.41	3.71	4.83	5.08	4.06	5.08	1.92	2.031	5.68	4.97	5.86	19.444445	16.6	17.8	17.8	14.4	17.222221	8.9	17.2	7.7777777	5.9	6.7	6.1	6.1	7.7777777	3.3	8.9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	9	0	0	0	5.68	0	0.81	0	2.58	1.07	0	0	0	0	1.29	0	0.79	0.31	0.22	22.777779	15.3	22.8	20.6	17.2	20	14.4	19.4	6.6666665	6.5	3.9	3.9	7.2	5	4.4	8.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.11111	20.3	21.7	18.3	16.7	20.555555	13.9	18.3	6.111111	6	2.8	2.2	6.1	3.8888888	8.3	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.333334	20.2	25.6	18.2	18.9	22.777779	17.2	20.6	6.6666665	6	6.1	3.9	7.2	7.2222223	10	7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2023	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.222221	23.5	31.7	22.2	24.4	29.444445	24.4	23.9	8.333333	7.8	5	3.9	15.6	6.6666665	14.4	8.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
