"APPLICATION_NUMBER","WATER_RIGHT_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"S015335",38171,2017,2,0.01843,"DIRECT"
"S015335",38171,2017,2,0,"STORAGE"
"S015335",38171,2017,2,0.01843,"USE"
"S015335",38171,2017,3,0.02455,"USE"
"S015335",38171,2017,3,0.02455,"DIRECT"
"S015335",38171,2017,3,0,"STORAGE"
"S015335",38171,2017,4,0,"STORAGE"
"S015335",38171,2017,4,0.0276,"DIRECT"
"S015335",38171,2017,4,0.0276,"USE"
"S015335",38171,2017,5,0.0276,"USE"
"S015335",38171,2017,5,0,"STORAGE"
"S015335",38171,2017,5,0.0276,"DIRECT"
"S015335",38171,2017,6,0,"STORAGE"
"S015335",38171,2017,6,0.0276,"DIRECT"
"S015335",38171,2017,6,0.0276,"USE"
"S015335",38171,2017,7,0.0276,"USE"
"S015335",38171,2017,7,0.0276,"DIRECT"
"S015335",38171,2017,7,0,"STORAGE"
"S015335",38171,2017,8,0.0276,"DIRECT"
"S015335",38171,2017,8,0,"STORAGE"
"S015335",38171,2017,8,0.0276,"USE"
"S015335",38171,2017,9,0.0276,"USE"
"S015335",38171,2017,9,0.0276,"DIRECT"
"S015335",38171,2017,9,0,"STORAGE"
"S015335",38171,2017,10,0.024551,"DIRECT"
"S015335",38171,2017,10,0,"STORAGE"
"S015335",38171,2017,10,0.024551,"USE"
"S015335",38171,2017,11,0.0184,"USE"
"S015335",38171,2017,11,0.0184,"DIRECT"
"S015335",38171,2017,11,0,"STORAGE"
"S015335",38171,2017,12,0,"STORAGE"
"S015335",38171,2017,12,0.0184,"DIRECT"
"S015335",38171,2017,12,0.0184,"USE"
"S015335",38171,2018,1,0.0184,"USE"
"S015335",38171,2018,1,0,"STORAGE"
"S015335",38171,2018,1,0.0184,"DIRECT"
"S015335",38171,2018,2,0.01843,"DIRECT"
"S015335",38171,2018,2,0,"STORAGE"
"S015335",38171,2018,2,0.01843,"USE"
"S015335",38171,2018,3,0.02455,"USE"
"S015335",38171,2018,3,0.02455,"DIRECT"
"S015335",38171,2018,3,0,"STORAGE"
"S015335",38171,2018,4,0,"STORAGE"
"S015335",38171,2018,4,0.0276,"DIRECT"
"S015335",38171,2018,4,0.0276,"USE"
"S015335",38171,2018,5,0.0276,"USE"
"S015335",38171,2018,5,0,"STORAGE"
"S015335",38171,2018,5,0.0276,"DIRECT"
"S015335",38171,2018,6,0,"STORAGE"
"S015335",38171,2018,6,0.0276,"DIRECT"
"S015335",38171,2018,6,0.0276,"USE"
"S015335",38171,2018,7,0.0276,"USE"
"S015335",38171,2018,7,0.0276,"DIRECT"
"S015335",38171,2018,7,0,"STORAGE"
"S015335",38171,2018,8,0.0276,"DIRECT"
"S015335",38171,2018,8,0,"STORAGE"
"S015335",38171,2018,8,0.0276,"USE"
"S015335",38171,2018,9,0.0276,"USE"
"S015335",38171,2018,9,0.0276,"DIRECT"
"S015335",38171,2018,9,0,"STORAGE"
"S015335",38171,2018,10,0.024551,"DIRECT"
"S015335",38171,2018,10,0,"STORAGE"
"S015335",38171,2018,10,0.024551,"USE"
"S015335",38171,2018,11,0.0184,"USE"
"S015335",38171,2018,11,0.0184,"DIRECT"
"S015335",38171,2018,11,0,"STORAGE"
"S015335",38171,2018,12,0,"STORAGE"
"S015335",38171,2018,12,0.0184,"DIRECT"
"S015335",38171,2018,12,0.0184,"USE"
"S015335",38171,2019,1,0.015,"USE"
"S015335",38171,2019,1,0,"STORAGE"
"S015335",38171,2019,1,0.015,"DIRECT"
"S015335",38171,2019,2,0,"STORAGE"
"S015335",38171,2019,2,0.12,"DIRECT"
"S015335",38171,2019,2,0.12,"USE"
"S015335",38171,2019,3,0.03,"USE"
"S015335",38171,2019,3,0,"STORAGE"
"S015335",38171,2019,3,0.03,"DIRECT"
"S015335",38171,2019,4,0.0276,"DIRECT"
"S015335",38171,2019,4,0,"STORAGE"
"S015335",38171,2019,4,0.0276,"USE"
"S015335",38171,2019,5,0.0315,"USE"
"S015335",38171,2019,5,0,"STORAGE"
"S015335",38171,2019,5,0.0315,"DIRECT"
"S015335",38171,2019,6,0,"STORAGE"
"S015335",38171,2019,6,0.0276,"DIRECT"
"S015335",38171,2019,6,0.0276,"USE"
"S015335",38171,2019,7,0.0276,"USE"
"S015335",38171,2019,7,0,"STORAGE"
"S015335",38171,2019,7,0.0276,"DIRECT"
"S015335",38171,2019,8,0,"STORAGE"
"S015335",38171,2019,8,0.0276,"DIRECT"
"S015335",38171,2019,8,0.0276,"USE"
"S015335",38171,2019,9,0.0276,"USE"
"S015335",38171,2019,9,0.0276,"DIRECT"
"S015335",38171,2019,9,0,"STORAGE"
"S015335",38171,2019,10,0,"STORAGE"
"S015335",38171,2019,10,0.0212,"DIRECT"
"S015335",38171,2019,10,0.0212,"USE"
"S015335",38171,2019,11,0,"USE"
"S015335",38171,2019,11,0,"DIRECT"
"S015335",38171,2019,11,0,"STORAGE"
"S015335",38171,2019,12,0,"DIRECT"
"S015335",38171,2019,12,0,"STORAGE"
"S015335",38171,2019,12,0,"USE"
"S015335",38171,2020,1,0.015,"USE"
"S015335",38171,2020,1,0.015,"DIRECT"
"S015335",38171,2020,1,0,"STORAGE"
"S015335",38171,2020,2,0.12,"DIRECT"
"S015335",38171,2020,2,0,"STORAGE"
"S015335",38171,2020,2,0.12,"USE"
"S015335",38171,2020,3,0.03,"USE"
"S015335",38171,2020,3,0,"STORAGE"
"S015335",38171,2020,3,0.03,"DIRECT"
"S015335",38171,2020,4,0.0276,"DIRECT"
"S015335",38171,2020,4,0,"STORAGE"
"S015335",38171,2020,4,0.0276,"USE"
"S015335",38171,2020,5,0.0315,"USE"
"S015335",38171,2020,5,0.0315,"DIRECT"
"S015335",38171,2020,5,0,"STORAGE"
"S015335",38171,2020,6,0,"STORAGE"
"S015335",38171,2020,6,0.0276,"DIRECT"
"S015335",38171,2020,6,0.0276,"USE"
"S015335",38171,2020,7,0.0276,"USE"
"S015335",38171,2020,7,0.0276,"DIRECT"
"S015335",38171,2020,7,0,"STORAGE"
"S015335",38171,2020,8,0.0276,"DIRECT"
"S015335",38171,2020,8,0,"STORAGE"
"S015335",38171,2020,8,0.0276,"USE"
"S015335",38171,2020,9,0.0276,"USE"
"S015335",38171,2020,9,0.0276,"DIRECT"
"S015335",38171,2020,9,0,"STORAGE"
"S015335",38171,2020,10,0.0212,"DIRECT"
"S015335",38171,2020,10,0,"STORAGE"
"S015335",38171,2020,10,0.0212,"USE"
"S015335",38171,2020,11,0.08,"USE"
"S015335",38171,2020,11,0.08,"DIRECT"
"S015335",38171,2020,11,0,"STORAGE"
"S015335",38171,2020,12,0,"STORAGE"
"S015335",38171,2020,12,0.08,"DIRECT"
"S015335",38171,2020,12,0.08,"USE"
"S015335",38171,2021,1,0.015,"USE"
"S015335",38171,2021,1,0,"STORAGE"
"S015335",38171,2021,1,0.015,"DIRECT"
"S015335",38171,2021,2,0.12,"DIRECT"
"S015335",38171,2021,2,0,"STORAGE"
"S015335",38171,2021,2,0.12,"USE"
"S015335",38171,2021,3,0.03,"USE"
"S015335",38171,2021,3,0.03,"DIRECT"
"S015335",38171,2021,3,0,"STORAGE"
"S015335",38171,2021,4,0,"STORAGE"
"S015335",38171,2021,4,0.0276,"DIRECT"
"S015335",38171,2021,4,0.0276,"USE"
"S015335",38171,2021,5,0.0315,"USE"
"S015335",38171,2021,5,0,"STORAGE"
"S015335",38171,2021,5,0.0315,"DIRECT"
"S015335",38171,2021,6,0,"STORAGE"
"S015335",38171,2021,6,0.0276,"DIRECT"
"S015335",38171,2021,6,0.0276,"USE"
"S015335",38171,2021,7,0.0276,"USE"
"S015335",38171,2021,7,0.0276,"DIRECT"
"S015335",38171,2021,7,0,"STORAGE"
"S015335",38171,2021,8,0.0276,"DIRECT"
"S015335",38171,2021,8,0,"STORAGE"
"S015335",38171,2021,8,0.0276,"USE"
"S015335",38171,2021,9,0.0276,"USE"
"S015335",38171,2021,9,0.0276,"DIRECT"
"S015335",38171,2021,9,0,"STORAGE"
"S015335",38171,2021,10,0,"DIRECT"
"S015335",38171,2021,10,0,"STORAGE"
"S015335",38171,2021,10,0,"USE"
"S015335",38171,2021,11,0,"USE"
"S015335",38171,2021,11,0,"DIRECT"
"S015335",38171,2021,11,0,"STORAGE"
"S015335",38171,2021,12,0,"STORAGE"
"S015335",38171,2021,12,0,"DIRECT"
"S015335",38171,2021,12,0,"USE"
"S015335",38171,2022,1,0,"USE"
"S015335",38171,2022,1,0,"DIRECT"
"S015335",38171,2022,1,0,"STORAGE"
"S015335",38171,2022,2,0,"STORAGE"
"S015335",38171,2022,2,0,"DIRECT"
"S015335",38171,2022,2,0,"USE"
"S015335",38171,2022,3,0,"USE"
"S015335",38171,2022,3,0,"STORAGE"
"S015335",38171,2022,3,0,"DIRECT"
"S015335",38171,2022,4,0,"DIRECT"
"S015335",38171,2022,4,0,"STORAGE"
"S015335",38171,2022,4,0,"USE"
"S015335",38171,2022,5,0,"USE"
"S015335",38171,2022,5,0,"DIRECT"
"S015335",38171,2022,5,0,"STORAGE"
"S015335",38171,2022,6,0,"DIRECT"
"S015335",38171,2022,6,0,"STORAGE"
"S015335",38171,2022,6,0,"USE"
"S015335",38171,2022,7,0,"USE"
"S015335",38171,2022,7,0,"STORAGE"
"S015335",38171,2022,7,0,"DIRECT"
"S015335",38171,2022,8,0,"STORAGE"
"S015335",38171,2022,8,0,"DIRECT"
"S015335",38171,2022,8,0,"USE"
"S015335",38171,2022,9,0,"USE"
"S015335",38171,2022,9,0,"STORAGE"
"S015335",38171,2022,9,0,"DIRECT"
"S015335",38171,2022,10,0,"STORAGE"
"S015335",38171,2022,10,0,"DIRECT"
"S015335",38171,2022,10,0,"USE"
"S015335",38171,2022,11,0,"USE"
"S015335",38171,2022,11,0,"STORAGE"
"S015335",38171,2022,11,0,"DIRECT"
"S015335",38171,2022,12,0,"DIRECT"
"S015335",38171,2022,12,0,"STORAGE"
"S015335",38171,2022,12,0,"USE"
"S015461",38296,2017,1,0,"USE"
"S015461",38296,2017,1,0,"STORAGE"
"S015461",38296,2017,1,0,"DIRECT"
"S015461",38296,2017,2,0,"STORAGE"
"S015461",38296,2017,2,0,"DIRECT"
"S015461",38296,2017,2,0,"USE"
"S015461",38296,2017,3,0,"USE"
"S015461",38296,2017,3,0,"STORAGE"
"S015461",38296,2017,3,0,"DIRECT"
"S015461",38296,2017,4,0,"DIRECT"
"S015461",38296,2017,4,0,"STORAGE"
"S015461",38296,2017,4,0,"USE"
"S015461",38296,2017,5,0,"USE"
"S015461",38296,2017,5,0,"DIRECT"
"S015461",38296,2017,5,0,"STORAGE"
"S015461",38296,2017,6,0,"DIRECT"
"S015461",38296,2017,6,0,"STORAGE"
"S015461",38296,2017,6,0,"USE"
"S015461",38296,2017,7,0.137,"USE"
"S015461",38296,2017,7,0.137,"DIRECT"
"S015461",38296,2017,7,0,"STORAGE"
"S015461",38296,2017,8,0.275,"DIRECT"
"S015461",38296,2017,8,0,"STORAGE"
"S015461",38296,2017,8,0.275,"USE"
"S015461",38296,2017,9,0.275,"USE"
"S015461",38296,2017,9,0,"STORAGE"
"S015461",38296,2017,9,0.275,"DIRECT"
"S015461",38296,2017,10,0,"DIRECT"
"S015461",38296,2017,10,0,"STORAGE"
"S015461",38296,2017,10,0,"USE"
"S015461",38296,2017,11,0,"USE"
"S015461",38296,2017,11,0,"STORAGE"
"S015461",38296,2017,11,0,"DIRECT"
"S015461",38296,2017,12,0,"STORAGE"
"S015461",38296,2017,12,0,"DIRECT"
"S015461",38296,2017,12,0,"USE"
"S015461",38296,2018,1,0,"USE"
"S015461",38296,2018,1,0,"STORAGE"
"S015461",38296,2018,1,0,"DIRECT"
"S015461",38296,2018,2,0,"STORAGE"
"S015461",38296,2018,2,0,"DIRECT"
"S015461",38296,2018,2,0,"USE"
"S015461",38296,2018,3,0,"USE"
"S015461",38296,2018,3,0,"STORAGE"
"S015461",38296,2018,3,0,"DIRECT"
"S015461",38296,2018,4,0,"DIRECT"
"S015461",38296,2018,4,0,"STORAGE"
"S015461",38296,2018,4,0,"USE"
"S015461",38296,2018,5,1.3,"USE"
"S015461",38296,2018,5,1.3,"DIRECT"
"S015461",38296,2018,5,0,"STORAGE"
"S015461",38296,2018,6,0,"STORAGE"
"S015461",38296,2018,6,2.9,"DIRECT"
"S015461",38296,2018,6,2.9,"USE"
"S015461",38296,2018,7,2,"USE"
"S015461",38296,2018,7,0,"STORAGE"
"S015461",38296,2018,7,2,"DIRECT"
"S015461",38296,2018,8,1.1,"DIRECT"
"S015461",38296,2018,8,0,"STORAGE"
"S015461",38296,2018,8,1.1,"USE"
"S015461",38296,2018,9,0,"USE"
"S015461",38296,2018,9,0,"STORAGE"
"S015461",38296,2018,9,0,"DIRECT"
"S015461",38296,2018,10,0,"DIRECT"
"S015461",38296,2018,10,0,"STORAGE"
"S015461",38296,2018,10,0,"USE"
"S015461",38296,2018,11,0,"USE"
"S015461",38296,2018,11,0,"DIRECT"
"S015461",38296,2018,11,0,"STORAGE"
"S015461",38296,2018,12,0,"DIRECT"
"S015461",38296,2018,12,0,"STORAGE"
"S015461",38296,2018,12,0,"USE"
"S015461",38296,2019,1,0,"USE"
"S015461",38296,2019,1,0,"STORAGE"
"S015461",38296,2019,1,0,"DIRECT"
"S015461",38296,2019,2,0,"STORAGE"
"S015461",38296,2019,2,0,"DIRECT"
"S015461",38296,2019,2,0,"USE"
"S015461",38296,2019,3,0,"USE"
"S015461",38296,2019,3,0,"DIRECT"
"S015461",38296,2019,3,0,"STORAGE"
"S015461",38296,2019,4,0,"DIRECT"
"S015461",38296,2019,4,0,"STORAGE"
"S015461",38296,2019,4,0,"USE"
"S015461",38296,2019,5,0,"USE"
"S015461",38296,2019,5,0,"STORAGE"
"S015461",38296,2019,5,0,"DIRECT"
"S015461",38296,2019,6,0,"STORAGE"
"S015461",38296,2019,6,0,"DIRECT"
"S015461",38296,2019,6,0,"USE"
"S015461",38296,2019,7,0.8,"USE"
"S015461",38296,2019,7,0.8,"DIRECT"
"S015461",38296,2019,7,0,"STORAGE"
"S015461",38296,2019,8,1.3,"DIRECT"
"S015461",38296,2019,8,0,"STORAGE"
"S015461",38296,2019,8,1.3,"USE"
"S015461",38296,2019,9,0.1,"USE"
"S015461",38296,2019,9,0.1,"DIRECT"
"S015461",38296,2019,9,0,"STORAGE"
"S015461",38296,2019,10,0,"DIRECT"
"S015461",38296,2019,10,0,"STORAGE"
"S015461",38296,2019,10,0,"USE"
"S015461",38296,2019,11,0,"USE"
"S015461",38296,2019,11,0,"STORAGE"
"S015461",38296,2019,11,0,"DIRECT"
"S015461",38296,2019,12,0,"DIRECT"
"S015461",38296,2019,12,0,"STORAGE"
"S015461",38296,2019,12,0,"USE"
"S015461",38296,2020,1,0,"USE"
"S015461",38296,2020,1,0,"STORAGE"
"S015461",38296,2020,1,0,"DIRECT"
"S015461",38296,2020,2,0,"STORAGE"
"S015461",38296,2020,2,0,"DIRECT"
"S015461",38296,2020,2,0,"USE"
"S015461",38296,2020,3,0,"USE"
"S015461",38296,2020,3,0,"STORAGE"
"S015461",38296,2020,3,0,"DIRECT"
"S015461",38296,2020,4,0,"DIRECT"
"S015461",38296,2020,4,0,"STORAGE"
"S015461",38296,2020,4,0,"USE"
"S015461",38296,2020,5,0.06,"USE"
"S015461",38296,2020,5,0,"STORAGE"
"S015461",38296,2020,5,0.06,"DIRECT"
"S015461",38296,2020,6,0,"STORAGE"
"S015461",38296,2020,6,0.05,"DIRECT"
"S015461",38296,2020,6,0.05,"USE"
"S015461",38296,2020,7,0.41,"USE"
"S015461",38296,2020,7,0,"STORAGE"
"S015461",38296,2020,7,0.41,"DIRECT"
"S015461",38296,2020,8,0,"STORAGE"
"S015461",38296,2020,8,0.31,"DIRECT"
"S015461",38296,2020,8,0.31,"USE"
"S015461",38296,2020,9,0.02,"USE"
"S015461",38296,2020,9,0.02,"DIRECT"
"S015461",38296,2020,9,0,"STORAGE"
"S015461",38296,2020,10,0,"STORAGE"
"S015461",38296,2020,10,0.02,"DIRECT"
"S015461",38296,2020,10,0.02,"USE"
"S015461",38296,2020,11,0,"USE"
"S015461",38296,2020,11,0,"DIRECT"
"S015461",38296,2020,11,0,"STORAGE"
"S015461",38296,2020,12,0,"DIRECT"
"S015461",38296,2020,12,0,"STORAGE"
"S015461",38296,2020,12,0,"USE"
"S015461",38296,2021,1,0,"USE"
"S015461",38296,2021,1,0,"STORAGE"
"S015461",38296,2021,1,0,"DIRECT"
"S015461",38296,2021,2,0,"DIRECT"
"S015461",38296,2021,2,0,"STORAGE"
"S015461",38296,2021,2,0,"USE"
"S015461",38296,2021,3,0,"USE"
"S015461",38296,2021,3,0,"DIRECT"
"S015461",38296,2021,3,0,"STORAGE"
"S015461",38296,2021,4,0,"STORAGE"
"S015461",38296,2021,4,0,"DIRECT"
"S015461",38296,2021,4,0,"USE"
"S015461",38296,2021,5,5.25,"USE"
"S015461",38296,2021,5,0,"STORAGE"
"S015461",38296,2021,5,5.25,"DIRECT"
"S015461",38296,2021,6,0,"STORAGE"
"S015461",38296,2021,6,2.77,"DIRECT"
"S015461",38296,2021,6,2.77,"USE"
"S015461",38296,2021,7,1.91,"USE"
"S015461",38296,2021,7,1.91,"DIRECT"
"S015461",38296,2021,7,0,"STORAGE"
"S015461",38296,2021,8,1.8,"DIRECT"
"S015461",38296,2021,8,0,"STORAGE"
"S015461",38296,2021,8,1.8,"USE"
"S015461",38296,2021,9,0.05,"USE"
"S015461",38296,2021,9,0.05,"DIRECT"
"S015461",38296,2021,9,0,"STORAGE"
"S015461",38296,2021,10,0,"DIRECT"
"S015461",38296,2021,10,0,"STORAGE"
"S015461",38296,2021,10,0,"USE"
"S015461",38296,2021,11,0,"USE"
"S015461",38296,2021,11,0,"DIRECT"
"S015461",38296,2021,11,0,"STORAGE"
"S015461",38296,2021,12,0,"STORAGE"
"S015461",38296,2021,12,0,"DIRECT"
"S015461",38296,2021,12,0,"USE"
"S015461",38296,2022,1,0,"USE"
"S015461",38296,2022,1,0,"STORAGE"
"S015461",38296,2022,1,0,"DIRECT"
"S015461",38296,2022,2,0,"DIRECT"
"S015461",38296,2022,2,0,"STORAGE"
"S015461",38296,2022,2,0,"USE"
"S015461",38296,2022,3,1.76,"USE"
"S015461",38296,2022,3,1.76,"DIRECT"
"S015461",38296,2022,3,0,"STORAGE"
"S015461",38296,2022,4,0.56,"DIRECT"
"S015461",38296,2022,4,0,"STORAGE"
"S015461",38296,2022,4,0.56,"USE"
"S015461",38296,2022,5,2.29,"USE"
"S015461",38296,2022,5,0,"STORAGE"
"S015461",38296,2022,5,2.29,"DIRECT"
"S015461",38296,2022,6,0.35,"DIRECT"
"S015461",38296,2022,6,0,"STORAGE"
"S015461",38296,2022,6,0.35,"USE"
"S015461",38296,2022,7,0.58,"USE"
"S015461",38296,2022,7,0,"STORAGE"
"S015461",38296,2022,7,0.58,"DIRECT"
"S015461",38296,2022,8,0,"STORAGE"
"S015461",38296,2022,8,0.19,"DIRECT"
"S015461",38296,2022,8,0.19,"USE"
"S015461",38296,2022,9,0,"USE"
"S015461",38296,2022,9,0,"DIRECT"
"S015461",38296,2022,9,0,"STORAGE"
"S015461",38296,2022,10,0,"DIRECT"
"S015461",38296,2022,10,0,"STORAGE"
"S015461",38296,2022,10,0,"USE"
"S015461",38296,2022,11,0,"USE"
"S015461",38296,2022,11,0,"DIRECT"
"S015461",38296,2022,11,0,"STORAGE"
"S015461",38296,2022,12,0,"DIRECT"
"S015461",38296,2022,12,0,"STORAGE"
"S015461",38296,2022,12,0,"USE"
"S015522",38357,2017,1,0,"USE"
"S015522",38357,2017,1,0,"STORAGE"
"S015522",38357,2017,1,0,"DIRECT"
"S015522",38357,2017,2,0,"DIRECT"
"S015522",38357,2017,2,0,"STORAGE"
"S015522",38357,2017,2,0,"USE"
"S015522",38357,2017,3,0,"USE"
"S015522",38357,2017,3,0,"DIRECT"
"S015522",38357,2017,3,0,"STORAGE"
"S015522",38357,2017,4,0,"STORAGE"
"S015522",38357,2017,4,0,"DIRECT"
"S015522",38357,2017,4,0,"USE"
"S015522",38357,2017,5,0,"USE"
"S015522",38357,2017,5,0,"STORAGE"
"S015522",38357,2017,5,0,"DIRECT"
"S015522",38357,2017,6,0,"STORAGE"
"S015522",38357,2017,6,0,"DIRECT"
"S015522",38357,2017,6,0,"USE"
"S015522",38357,2017,7,0,"USE"
"S015522",38357,2017,7,0,"DIRECT"
"S015522",38357,2017,7,0,"STORAGE"
"S015522",38357,2017,8,0,"DIRECT"
"S015522",38357,2017,8,0,"STORAGE"
"S015522",38357,2017,8,0,"USE"
"S015522",38357,2017,9,0,"USE"
"S015522",38357,2017,9,0,"DIRECT"
"S015522",38357,2017,9,0,"STORAGE"
"S015522",38357,2017,10,0,"DIRECT"
"S015522",38357,2017,10,0,"STORAGE"
"S015522",38357,2017,10,0,"USE"
"S015522",38357,2017,11,0,"USE"
"S015522",38357,2017,11,0,"DIRECT"
"S015522",38357,2017,11,0,"STORAGE"
"S015522",38357,2017,12,0,"STORAGE"
"S015522",38357,2017,12,0,"DIRECT"
"S015522",38357,2017,12,0,"USE"
"S015522",38357,2018,1,0,"USE"
"S015522",38357,2018,1,0,"STORAGE"
"S015522",38357,2018,1,0,"DIRECT"
"S015522",38357,2018,2,0,"STORAGE"
"S015522",38357,2018,2,0,"DIRECT"
"S015522",38357,2018,2,0,"USE"
"S015522",38357,2018,3,0,"USE"
"S015522",38357,2018,3,0,"STORAGE"
"S015522",38357,2018,3,0,"DIRECT"
"S015522",38357,2018,4,0,"DIRECT"
"S015522",38357,2018,4,0,"STORAGE"
"S015522",38357,2018,4,0,"USE"
"S015522",38357,2018,5,0,"USE"
"S015522",38357,2018,5,0,"DIRECT"
"S015522",38357,2018,5,0,"STORAGE"
"S015522",38357,2018,6,0,"DIRECT"
"S015522",38357,2018,6,0,"STORAGE"
"S015522",38357,2018,6,0,"USE"
"S015522",38357,2018,7,0,"USE"
"S015522",38357,2018,7,0,"DIRECT"
"S015522",38357,2018,7,0,"STORAGE"
"S015522",38357,2018,8,0,"DIRECT"
"S015522",38357,2018,8,0,"STORAGE"
"S015522",38357,2018,8,0,"USE"
"S015522",38357,2018,9,0,"USE"
"S015522",38357,2018,9,0,"STORAGE"
"S015522",38357,2018,9,0,"DIRECT"
"S015522",38357,2018,10,0,"DIRECT"
"S015522",38357,2018,10,0,"STORAGE"
"S015522",38357,2018,10,0,"USE"
"S015522",38357,2018,11,0,"USE"
"S015522",38357,2018,11,0,"STORAGE"
"S015522",38357,2018,11,0,"DIRECT"
"S015522",38357,2018,12,0,"STORAGE"
"S015522",38357,2018,12,0,"DIRECT"
"S015522",38357,2018,12,0,"USE"
"S015522",38357,2019,1,0,"USE"
"S015522",38357,2019,1,0,"STORAGE"
"S015522",38357,2019,1,0,"DIRECT"
"S015522",38357,2019,2,0,"STORAGE"
"S015522",38357,2019,2,0,"DIRECT"
"S015522",38357,2019,2,0,"USE"
"S015522",38357,2019,3,0,"USE"
"S015522",38357,2019,3,0,"DIRECT"
"S015522",38357,2019,3,0,"STORAGE"
"S015522",38357,2019,4,0,"STORAGE"
"S015522",38357,2019,4,0,"DIRECT"
"S015522",38357,2019,4,0,"USE"
"S015522",38357,2019,5,0,"USE"
"S015522",38357,2019,5,0,"STORAGE"
"S015522",38357,2019,5,0,"DIRECT"
"S015522",38357,2019,6,0,"DIRECT"
"S015522",38357,2019,6,0,"STORAGE"
"S015522",38357,2019,6,0,"USE"
"S015522",38357,2019,7,0,"USE"
"S015522",38357,2019,7,0,"STORAGE"
"S015522",38357,2019,7,0,"DIRECT"
"S015522",38357,2019,8,0,"STORAGE"
"S015522",38357,2019,8,0,"DIRECT"
"S015522",38357,2019,8,0,"USE"
"S015522",38357,2019,9,0,"USE"
"S015522",38357,2019,9,0,"STORAGE"
"S015522",38357,2019,9,0,"DIRECT"
"S015522",38357,2019,10,0,"STORAGE"
"S015522",38357,2019,10,0,"DIRECT"
"S015522",38357,2019,10,0,"USE"
"S015522",38357,2019,11,0,"USE"
"S015522",38357,2019,11,0,"STORAGE"
"S015522",38357,2019,11,0,"DIRECT"
"S015522",38357,2019,12,0,"DIRECT"
"S015522",38357,2019,12,0,"STORAGE"
"S015522",38357,2019,12,0,"USE"
"S015522",38357,2020,1,0,"USE"
"S015522",38357,2020,1,0,"DIRECT"
"S015522",38357,2020,1,0,"STORAGE"
"S015522",38357,2020,2,0,"STORAGE"
"S015522",38357,2020,2,0,"DIRECT"
"S015522",38357,2020,2,0.2,"USE"
"S015522",38357,2020,3,0.35,"USE"
"S015522",38357,2020,3,0,"DIRECT"
"S015522",38357,2020,3,0,"STORAGE"
"S015522",38357,2020,4,0,"STORAGE"
"S015522",38357,2020,4,0,"DIRECT"
"S015522",38357,2020,4,1.2,"USE"
"S015522",38357,2020,5,1.6,"USE"
"S015522",38357,2020,5,0,"DIRECT"
"S015522",38357,2020,5,0,"STORAGE"
"S015522",38357,2020,6,0,"DIRECT"
"S015522",38357,2020,6,0,"STORAGE"
"S015522",38357,2020,6,3.1,"USE"
"S015522",38357,2020,7,3.8,"USE"
"S015522",38357,2020,7,0,"DIRECT"
"S015522",38357,2020,7,0,"STORAGE"
"S015522",38357,2020,8,0,"STORAGE"
"S015522",38357,2020,8,0,"DIRECT"
"S015522",38357,2020,8,5.1,"USE"
"S015522",38357,2020,9,2.6,"USE"
"S015522",38357,2020,9,0,"STORAGE"
"S015522",38357,2020,9,0,"DIRECT"
"S015522",38357,2020,10,0,"DIRECT"
"S015522",38357,2020,10,0,"STORAGE"
"S015522",38357,2020,10,0,"USE"
"S015522",38357,2020,11,0,"USE"
"S015522",38357,2020,11,0,"STORAGE"
"S015522",38357,2020,11,0,"DIRECT"
"S015522",38357,2020,12,0,"DIRECT"
"S015522",38357,2020,12,0,"STORAGE"
"S015522",38357,2020,12,0,"USE"
"S015522",38357,2021,1,1.2,"USE"
"S015522",38357,2021,1,0,"STORAGE"
"S015522",38357,2021,1,0,"DIRECT"
"S015522",38357,2021,2,0,"STORAGE"
"S015522",38357,2021,2,0,"DIRECT"
"S015522",38357,2021,2,2.4,"USE"
"S015522",38357,2021,3,1.5,"USE"
"S015522",38357,2021,3,0,"STORAGE"
"S015522",38357,2021,3,0,"DIRECT"
"S015522",38357,2021,4,0,"DIRECT"
"S015522",38357,2021,4,0,"STORAGE"
"S015522",38357,2021,4,2,"USE"
"S015522",38357,2021,5,2.7,"USE"
"S015522",38357,2021,5,0,"DIRECT"
"S015522",38357,2021,5,0,"STORAGE"
"S015522",38357,2021,6,0,"STORAGE"
"S015522",38357,2021,6,0,"DIRECT"
"S015522",38357,2021,6,4,"USE"
"S015522",38357,2021,7,2.6,"USE"
"S015522",38357,2021,7,0,"STORAGE"
"S015522",38357,2021,7,0,"DIRECT"
"S015522",38357,2021,8,0,"DIRECT"
"S015522",38357,2021,8,0,"STORAGE"
"S015522",38357,2021,8,0,"USE"
"S015522",38357,2021,9,0,"USE"
"S015522",38357,2021,9,0,"STORAGE"
"S015522",38357,2021,9,0,"DIRECT"
"S015522",38357,2021,10,0,"DIRECT"
"S015522",38357,2021,10,0,"STORAGE"
"S015522",38357,2021,10,0,"USE"
"S015522",38357,2021,11,0,"USE"
"S015522",38357,2021,11,0,"DIRECT"
"S015522",38357,2021,11,0,"STORAGE"
"S015522",38357,2021,12,0,"DIRECT"
"S015522",38357,2021,12,0,"STORAGE"
"S015522",38357,2021,12,0,"USE"
"S015522",38357,2022,1,1.2,"USE"
"S015522",38357,2022,1,0,"STORAGE"
"S015522",38357,2022,1,0,"DIRECT"
"S015522",38357,2022,2,0,"STORAGE"
