APPLICATION_NUMBER,YEAR,MONTH,AMOUNT,DIVERSION_TYPE
A016557,2019,8,0,STORAGE
A016557,2019,8,52,DIRECT
A016557,2019,9,52,DIRECT
A016557,2019,9,0,STORAGE
A016557,2019,10,0,DIRECT
A016557,2019,10,0,STORAGE
A016557,2019,11,0,STORAGE
A016557,2019,11,0,DIRECT
A016557,2019,12,0,STORAGE
A016557,2019,12,0,DIRECT
A016557,2020,1,0,DIRECT
A016557,2020,1,0,STORAGE
A016557,2020,2,0,DIRECT
A016557,2020,2,0,STORAGE
A016557,2020,3,0,DIRECT
A016557,2020,3,0,STORAGE
A016557,2020,4,52,DIRECT
A016557,2020,4,0,STORAGE
A016557,2020,5,0,STORAGE
A016557,2020,5,52,DIRECT
A016557,2020,6,0,STORAGE
A016557,2020,6,52,DIRECT
A016557,2020,7,52,DIRECT
A016557,2020,7,0,STORAGE
A016557,2020,8,0,STORAGE
A016557,2020,8,52,DIRECT
A016557,2020,9,52,DIRECT
A016557,2020,9,0,STORAGE
A016557,2020,10,0,DIRECT
A016557,2020,10,0,STORAGE
A016557,2020,11,0,STORAGE
A016557,2020,11,0,DIRECT
A016557,2020,12,0,STORAGE
A016557,2020,12,0,DIRECT
A016557,2021,1,0,STORAGE
A016557,2021,1,0,DIRECT
A016557,2021,2,0,STORAGE
A016557,2021,2,0,DIRECT
A016557,2021,3,0,STORAGE
A016557,2021,3,0,DIRECT
A016557,2021,4,0,DIRECT
A016557,2021,4,0,STORAGE
A016557,2021,5,18.23,DIRECT
A016557,2021,5,0,STORAGE
A016557,2021,6,23.57,DIRECT
A016557,2021,6,0,STORAGE
A016557,2021,7,28.76,DIRECT
A016557,2021,7,0,STORAGE
A016557,2021,8,0,STORAGE
A016557,2021,8,0,DIRECT
A016557,2021,9,0,DIRECT
A016557,2021,9,0,STORAGE
A016557,2021,10,0,DIRECT
A016557,2021,10,0,STORAGE
A016557,2021,11,0,DIRECT
A016557,2021,11,0,STORAGE
A016557,2021,12,0,DIRECT
A016557,2021,12,0,STORAGE
A016557,2022,1,0,STORAGE
A016557,2022,1,0,DIRECT
A016557,2022,2,0,STORAGE
A016557,2022,2,0,DIRECT
A016557,2022,3,0,DIRECT
A016557,2022,3,0,STORAGE
A016557,2022,4,0,DIRECT
A016557,2022,4,0,STORAGE
A016557,2022,5,0,DIRECT
A016557,2022,5,0,STORAGE
A016557,2022,6,0,STORAGE
A016557,2022,6,0,DIRECT
A016557,2022,7,0,STORAGE
A016557,2022,7,0,DIRECT
A016557,2022,8,0,DIRECT
A016557,2022,8,0,STORAGE
A016557,2022,9,0,STORAGE
A016557,2022,9,0,DIRECT
A016557,2022,10,0,STORAGE
A016557,2022,10,0,DIRECT
A016557,2022,11,0,DIRECT
A016557,2022,11,0,STORAGE
A016557,2022,12,0,DIRECT
A016557,2022,12,0,STORAGE
A016671,2017,1,0,DIRECT
A016671,2017,1,0,STORAGE
A016671,2017,2,0,DIRECT
A016671,2017,2,0,STORAGE
A016671,2017,3,0,DIRECT
A016671,2017,3,0,STORAGE
A016671,2017,4,0,DIRECT
A016671,2017,4,0,STORAGE
A016671,2017,5,0,DIRECT
A016671,2017,5,0,STORAGE
A016671,2017,6,2.946132,DIRECT
A016671,2017,6,0,STORAGE
A016671,2017,7,8.249169,DIRECT
A016671,2017,7,0,STORAGE
A016671,2017,8,3.535358,DIRECT
A016671,2017,8,0,STORAGE
A016671,2017,9,0,DIRECT
A016671,2017,9,0,STORAGE
A016671,2017,10,4.268822,DIRECT
A016671,2017,10,0,STORAGE
A016671,2017,11,0,DIRECT
A016671,2017,11,0,STORAGE
A016671,2017,12,0,DIRECT
A016671,2017,12,0,STORAGE
A016671,2018,1,0,STORAGE
A016671,2018,1,0,DIRECT
A016671,2018,2,0,DIRECT
A016671,2018,2,0,STORAGE
A016671,2018,3,0,DIRECT
A016671,2018,3,0,STORAGE
A016671,2018,4,0,STORAGE
A016671,2018,4,0,DIRECT
A016671,2018,5,0.2762,DIRECT
A016671,2018,5,0,STORAGE
A016671,2018,6,0.88384,DIRECT
A016671,2018,6,0,STORAGE
A016671,2018,7,0,STORAGE
A016671,2018,7,1.601959,DIRECT
A016671,2018,8,0,STORAGE
A016671,2018,8,0.88384,DIRECT
A016671,2018,9,0,DIRECT
A016671,2018,9,0,STORAGE
A016671,2018,10,0,STORAGE
A016671,2018,10,0,DIRECT
A016671,2018,11,0,DIRECT
A016671,2018,11,0,STORAGE
A016671,2018,12,0,STORAGE
A016671,2018,12,0,DIRECT
A016671,2019,1,0,STORAGE
A016671,2019,1,0,DIRECT
A016671,2019,2,0,STORAGE
A016671,2019,2,0,DIRECT
A016671,2019,3,0,DIRECT
A016671,2019,3,0,STORAGE
A016671,2019,4,0,STORAGE
A016671,2019,4,0,DIRECT
A016671,2019,5,0,STORAGE
A016671,2019,5,0,DIRECT
A016671,2019,6,0,DIRECT
A016671,2019,6,0,STORAGE
A016671,2019,7,0,STORAGE
A016671,2019,7,3.866798,DIRECT
A016671,2019,8,0,STORAGE
A016671,2019,8,4.308718,DIRECT
A016671,2019,9,0,DIRECT
A016671,2019,9,0,STORAGE
A016671,2019,10,0,STORAGE
A016671,2019,10,0,DIRECT
A016671,2019,11,0,STORAGE
A016671,2019,11,0,DIRECT
A016671,2019,12,0,STORAGE
A016671,2019,12,0,DIRECT
A016671,2020,1,0,STORAGE
A016671,2020,1,0,DIRECT
A016671,2020,2,0,DIRECT
A016671,2020,2,0,STORAGE
A016671,2020,3,0,STORAGE
A016671,2020,3,0,DIRECT
A016671,2020,4,0,STORAGE
A016671,2020,4,0,DIRECT
A016671,2020,5,0.66288,DIRECT
A016671,2020,5,0,STORAGE
A016671,2020,6,2.375319,DIRECT
A016671,2020,6,0,STORAGE
A016671,2020,7,0,STORAGE
A016671,2020,7,4.446818,DIRECT
A016671,2020,8,0,STORAGE
A016671,2020,8,1.160039,DIRECT
A016671,2020,9,0,DIRECT
A016671,2020,9,0,STORAGE
A016671,2020,10,0,STORAGE
A016671,2020,10,0,DIRECT
A016671,2020,11,0,DIRECT
A016671,2020,11,0,STORAGE
A016671,2020,12,0,DIRECT
A016671,2020,12,0,STORAGE
A018093A,2017,1,0,STORAGE
A018093A,2017,1,0,DIRECT
A018093A,2017,2,0,DIRECT
A018093A,2017,2,0,STORAGE
A018093A,2017,3,0,DIRECT
A018093A,2017,3,0,STORAGE
A018093A,2017,4,0,STORAGE
A018093A,2017,4,0,DIRECT
A018093A,2017,5,0,STORAGE
A018093A,2017,5,0,DIRECT
A018093A,2017,6,0,STORAGE
A018093A,2017,6,0,DIRECT
A018093A,2017,7,0.5,DIRECT
A018093A,2017,7,0,STORAGE
A018093A,2017,8,0,DIRECT
A018093A,2017,8,0,STORAGE
A018093A,2017,9,0,DIRECT
A018093A,2017,9,0,STORAGE
A018093A,2017,10,0,DIRECT
A018093A,2017,10,0,STORAGE
A018093A,2017,11,0,DIRECT
A018093A,2017,11,0,STORAGE
A018093A,2017,12,0,STORAGE
A018093A,2017,12,0,DIRECT
A018093A,2018,1,0,STORAGE
A018093A,2018,1,0,DIRECT
A018093A,2018,2,0,STORAGE
A018093A,2018,2,0,DIRECT
A018093A,2018,3,0,STORAGE
A018093A,2018,3,0,DIRECT
A018093A,2018,4,0,DIRECT
A018093A,2018,4,0,STORAGE
A018093A,2018,5,0,DIRECT
A018093A,2018,5,0,STORAGE
A018093A,2018,6,0,DIRECT
A018093A,2018,6,0,STORAGE
A018093A,2018,7,0.71,DIRECT
A018093A,2018,7,0,STORAGE
A018093A,2018,8,0,DIRECT
A018093A,2018,8,0,STORAGE
A018093A,2018,9,0,DIRECT
A018093A,2018,9,0,STORAGE
A018093A,2018,10,0,DIRECT
A018093A,2018,10,0,STORAGE
A018093A,2018,11,0,DIRECT
A018093A,2018,11,0,STORAGE
A018093A,2018,12,0,STORAGE
A018093A,2018,12,0,DIRECT
A018093A,2019,1,0,STORAGE
A018093A,2019,1,0,DIRECT
A018093A,2019,2,0,STORAGE
A018093A,2019,2,0,DIRECT
A018093A,2019,3,0,DIRECT
A018093A,2019,3,0,STORAGE
A018093A,2019,4,0,STORAGE
A018093A,2019,4,0,DIRECT
A018093A,2019,5,0,DIRECT
A018093A,2019,5,0,STORAGE
A018093A,2019,6,0,STORAGE
A018093A,2019,6,0,DIRECT
A018093A,2019,7,0.89,DIRECT
A018093A,2019,7,0,STORAGE
A018093A,2019,8,0,STORAGE
A018093A,2019,8,0.99,DIRECT
A018093A,2019,9,0.9,DIRECT
A018093A,2019,9,0,STORAGE
A018093A,2019,10,0,STORAGE
A018093A,2019,10,0,DIRECT
A018093A,2019,11,0,STORAGE
A018093A,2019,11,0,DIRECT
A018093A,2019,12,0,STORAGE
A018093A,2019,12,0,DIRECT
A018093A,2020,1,0,STORAGE
A018093A,2020,1,0,DIRECT
A018093A,2020,2,0,DIRECT
A018093A,2020,2,0,STORAGE
A018093A,2020,3,0,DIRECT
A018093A,2020,3,0,STORAGE
A018093A,2020,4,0,DIRECT
A018093A,2020,4,0,STORAGE
A018093A,2020,5,0,STORAGE
A018093A,2020,5,0,DIRECT
A018093A,2020,6,0,STORAGE
A018093A,2020,6,0.96,DIRECT
A018093A,2020,7,0,DIRECT
A018093A,2020,7,0,STORAGE
A018093A,2020,8,0,STORAGE
A018093A,2020,8,0,DIRECT
A018093A,2020,9,1.66,DIRECT
A018093A,2020,9,0,STORAGE
A018093A,2020,10,0,DIRECT
A018093A,2020,10,0,STORAGE
A018093A,2020,11,0,STORAGE
A018093A,2020,11,0,DIRECT
A018093A,2020,12,0,DIRECT
A018093A,2020,12,0,STORAGE
A018093A,2021,1,0,STORAGE
A018093A,2021,1,0,DIRECT
A018093A,2021,2,0,STORAGE
A018093A,2021,2,0,DIRECT
A018093A,2021,3,0,STORAGE
A018093A,2021,3,0,DIRECT
A018093A,2021,4,0,DIRECT
A018093A,2021,4,0,STORAGE
A018093A,2021,5,2.4,DIRECT
A018093A,2021,5,0,STORAGE
A018093A,2021,6,0,STORAGE
A018093A,2021,6,0,DIRECT
A018093A,2021,7,0,DIRECT
A018093A,2021,7,0,STORAGE
A018093A,2021,8,0,STORAGE
A018093A,2021,8,0,DIRECT
A018093A,2021,9,0,STORAGE
A018093A,2021,9,0,DIRECT
A018093A,2021,10,0,DIRECT
A018093A,2021,10,0,STORAGE
A018093A,2021,11,0,STORAGE
A018093A,2021,11,0,DIRECT
A018093A,2021,12,0,STORAGE
A018093A,2021,12,0,DIRECT
A018093A,2022,1,0,DIRECT
A018093A,2022,1,0,STORAGE
A018093A,2022,2,0,DIRECT
A018093A,2022,2,0,STORAGE
A018093A,2022,3,0,DIRECT
A018093A,2022,3,0,STORAGE
A018093A,2022,4,0,STORAGE
A018093A,2022,4,0,DIRECT
A018093A,2022,5,2.07,DIRECT
A018093A,2022,5,0,STORAGE
A018093A,2022,6,0,STORAGE
A018093A,2022,6,4.47,DIRECT
A018093A,2022,7,0,STORAGE
A018093A,2022,7,0,DIRECT
A018093A,2022,8,0,DIRECT
A018093A,2022,8,0,STORAGE
A018093A,2022,9,0,STORAGE
A018093A,2022,9,0,DIRECT
A018093A,2022,10,0,STORAGE
A018093A,2022,10,0,DIRECT
A018093A,2022,11,0,STORAGE
A018093A,2022,11,0,DIRECT
A018093A,2022,12,0,STORAGE
A018093A,2022,12,0,DIRECT
A018138,2017,1,0,STORAGE
A018138,2017,1,0,DIRECT
A018138,2017,2,0,DIRECT
A018138,2017,2,0,STORAGE
A018138,2017,3,0,DIRECT
A018138,2017,3,0,STORAGE
A018138,2017,4,0,DIRECT
A018138,2017,4,0,STORAGE
A018138,2017,5,0,STORAGE
A018138,2017,5,0,DIRECT
A018138,2017,6,0,STORAGE
A018138,2017,6,0,DIRECT
A018138,2017,7,0,DIRECT
A018138,2017,7,0,STORAGE
A018138,2017,8,0,STORAGE
A018138,2017,8,0,DIRECT
A018138,2017,9,0,DIRECT
A018138,2017,9,0,STORAGE
A018138,2017,10,0,STORAGE
A018138,2017,10,0,DIRECT
A018138,2017,11,0,DIRECT
A018138,2017,11,10.8,STORAGE
A018138,2017,12,0,STORAGE
A018138,2017,12,0,DIRECT
A018138,2018,1,23.6,STORAGE
A018138,2018,1,0,DIRECT
A018138,2018,2,0.6,STORAGE
A018138,2018,2,0,DIRECT
A018138,2018,3,32.8,STORAGE
A018138,2018,3,0,DIRECT
A018138,2018,4,0,DIRECT
A018138,2018,4,10.4,STORAGE
A018138,2018,5,0,STORAGE
A018138,2018,5,0,DIRECT
A018138,2018,6,0,STORAGE
A018138,2018,6,0,DIRECT
A018138,2018,7,0,STORAGE
A018138,2018,7,0,DIRECT
A018138,2018,8,0,STORAGE
A018138,2018,8,0,DIRECT
A018138,2018,9,0,DIRECT
A018138,2018,9,0,STORAGE
A018138,2018,10,0,STORAGE
A018138,2018,10,0,DIRECT
A018138,2018,11,0,DIRECT
A018138,2018,11,3.9,STORAGE
A018138,2018,12,0,DIRECT
A018138,2018,12,11,STORAGE
A018138,2019,1,20,STORAGE
A018138,2019,1,0,DIRECT
A018138,2019,2,28.4,STORAGE
A018138,2019,2,0,DIRECT
A018138,2019,3,0,STORAGE
A018138,2019,3,0,DIRECT
A018138,2019,4,0,DIRECT
A018138,2019,4,7.8,STORAGE
A018138,2019,5,0,STORAGE
A018138,2019,5,0,DIRECT
A018138,2019,6,0,STORAGE
A018138,2019,6,0,DIRECT
A018138,2019,7,0,STORAGE
A018138,2019,7,0,DIRECT
A018138,2019,8,0,STORAGE
A018138,2019,8,0,DIRECT
A018138,2019,9,0,DIRECT
A018138,2019,9,0,STORAGE
A018138,2019,10,0,STORAGE
A018138,2019,10,0,DIRECT
A018138,2019,11,0,DIRECT
A018138,2019,11,0,STORAGE
A018138,2019,12,0,DIRECT
A018138,2019,12,23.3,STORAGE
A018138,2020,1,0,DIRECT
A018138,2020,1,8.7,STORAGE
A018138,2020,2,0,STORAGE
A018138,2020,2,0,DIRECT
A018138,2020,3,0,STORAGE
A018138,2020,3,0,DIRECT
A018138,2020,4,0,STORAGE
A018138,2020,4,0,DIRECT
A018138,2020,5,0,DIRECT
A018138,2020,5,0,STORAGE
A018138,2020,6,0,DIRECT
A018138,2020,6,0,STORAGE
A018138,2020,7,0,STORAGE
A018138,2020,7,0,DIRECT
A018138,2020,8,0,DIRECT
A018138,2020,8,0,STORAGE
A018138,2020,9,0,DIRECT
A018138,2020,9,0,STORAGE
A018138,2020,10,0,DIRECT
A018138,2020,10,0,STORAGE
A018138,2020,11,0,STORAGE
A018138,2020,11,0,DIRECT
A018138,2020,12,0,DIRECT
A018138,2020,12,1.7,STORAGE
A018138,2021,1,5.9,STORAGE
A018138,2021,1,0,DIRECT
A018138,2021,2,0,DIRECT
A018138,2021,2,7.3,STORAGE
A018138,2021,3,0,DIRECT
A018138,2021,3,1.4,STORAGE
A018138,2021,4,0,STORAGE
A018138,2021,4,0,DIRECT
A018138,2021,5,0,DIRECT
A018138,2021,5,0,STORAGE
A018138,2021,6,0,STORAGE
A018138,2021,6,0,DIRECT
A018138,2021,7,0,DIRECT
A018138,2021,7,0,STORAGE
A018138,2021,8,0,DIRECT
A018138,2021,8,0,STORAGE
A018138,2021,9,0,DIRECT
A018138,2021,9,0,STORAGE
A018138,2021,10,0,STORAGE
A018138,2021,10,0,DIRECT
A018138,2021,11,0,STORAGE
A018138,2021,11,0,DIRECT
A018138,2021,12,0,STORAGE
A018138,2021,12,0,DIRECT
A018138,2022,1,0.7,STORAGE
A018138,2022,1,0,DIRECT
A018138,2022,2,0.1,STORAGE
A018138,2022,2,0,DIRECT
A018138,2022,3,1.5,STORAGE
A018138,2022,3,0,DIRECT
A018138,2022,4,0,DIRECT
A018138,2022,4,3,STORAGE
A018138,2022,5,0,DIRECT
A018138,2022,5,0,STORAGE
A018138,2022,6,0,STORAGE
A018138,2022,6,0,DIRECT
A018138,2022,7,0,STORAGE
A018138,2022,7,0,DIRECT
A018138,2022,8,0,DIRECT
A018138,2022,8,0,STORAGE
A018138,2022,9,0,DIRECT
A018138,2022,9,0,STORAGE
A018138,2022,10,0,DIRECT
A018138,2022,10,38.9,STORAGE
A018138,2022,11,5.8,STORAGE
A018138,2022,11,0,DIRECT
A018138,2022,12,0,DIRECT
A018138,2022,12,12.1,STORAGE
A019013,2017,1,5,STORAGE
A019013,2017,1,0,DIRECT
A019013,2017,2,0,DIRECT
A019013,2017,2,5,STORAGE
A019013,2017,3,0,DIRECT
A019013,2017,3,4,STORAGE
A019013,2017,4,2,STORAGE
A019013,2017,4,0,DIRECT
A019013,2017,5,0,DIRECT
A019013,2017,5,0,STORAGE
A019013,2017,6,0,DIRECT
A019013,2017,6,0,STORAGE
A019013,2017,7,0,DIRECT
A019013,2017,7,0,STORAGE
A019013,2017,8,0,DIRECT
A019013,2017,8,0,STORAGE
A019013,2017,9,0,DIRECT
A019013,2017,9,0,STORAGE
A019013,2017,10,0,DIRECT
A019013,2017,10,0,STORAGE
A019013,2017,11,0,DIRECT
A019013,2017,11,0,STORAGE
A019013,2017,12,1,STORAGE
A019013,2017,12,0,DIRECT
A019013,2018,1,0,DIRECT
A019013,2018,1,5,STORAGE
A019013,2018,2,0,DIRECT
A019013,2018,2,5,STORAGE
A019013,2018,3,4,STORAGE
A019013,2018,3,0,DIRECT
A019013,2018,4,0,DIRECT
A019013,2018,4,1,STORAGE
A019013,2018,5,0,STORAGE
A019013,2018,5,0,DIRECT
A019013,2018,6,0,DIRECT
A019013,2018,6,0,STORAGE
A019013,2018,7,0,DIRECT
A019013,2018,7,0,STORAGE
A019013,2018,8,0,DIRECT
A019013,2018,8,0,STORAGE
A019013,2018,9,0,STORAGE
A019013,2018,9,0,DIRECT
A019013,2018,10,0,STORAGE
A019013,2018,10,0,DIRECT
A019013,2018,11,0,DIRECT
A019013,2018,11,0,STORAGE
A019013,2018,12,2,STORAGE
A019013,2018,12,0,DIRECT
A019013,2019,1,5,STORAGE
A019013,2019,1,0,DIRECT
A019013,2019,2,0,DIRECT
A019013,2019,2,5,STORAGE
A019013,2019,3,0,DIRECT
A019013,2019,3,4,STORAGE
A019013,2019,4,1,STORAGE
A019013,2019,4,0,DIRECT
A019013,2019,5,0,STORAGE
A019013,2019,5,0,DIRECT
A019013,2019,6,0,STORAGE
A019013,2019,6,0,DIRECT
A019013,2019,7,0,DIRECT
A019013,2019,7,0,STORAGE
A019013,2019,8,0,DIRECT
A019013,2019,8,0,STORAGE
A019013,2019,9,0,DIRECT
A019013,2019,9,0,STORAGE
A019013,2019,10,0,DIRECT
A019013,2019,10,0,STORAGE
A019013,2019,11,0,DIRECT
A019013,2019,11,0,STORAGE
A019013,2019,12,2,STORAGE
A019013,2019,12,0,DIRECT
A019013,2020,1,0,DIRECT
A019013,2020,1,5,STORAGE
A019013,2020,2,3,STORAGE
A019013,2020,2,0,DIRECT
A019013,2020,3,5,STORAGE
A019013,2020,3,0,DIRECT
A019013,2020,4,2,STORAGE
A019013,2020,4,0,DIRECT
A019013,2020,5,0,DIRECT
A019013,2020,5,0,STORAGE
A019013,2020,6,0,STORAGE
A019013,2020,6,0,DIRECT
A019013,2020,7,0,DIRECT
A019013,2020,7,0,STORAGE
A019013,2020,8,0,DIRECT
A019013,2020,8,0,STORAGE
A019013,2020,9,0,STORAGE
A019013,2020,9,0,DIRECT
A019013,2020,10,0,STORAGE
A019013,2020,10,0,DIRECT
A019013,2020,11,1,STORAGE
A019013,2020,11,0,DIRECT
A019013,2020,12,1,STORAGE
A019013,2020,12,0,DIRECT
A019013,2021,1,0,DIRECT
A019013,2021,1,0.3,STORAGE
A019013,2021,2,0,DIRECT
A019013,2021,2,0.1,STORAGE
A019013,2021,3,0,DIRECT
A019013,2021,3,0.2,STORAGE
A019013,2021,4,0,STORAGE
A019013,2021,4,0,DIRECT
A019013,2021,5,0,STORAGE
A019013,2021,5,0,DIRECT
A019013,2021,6,0,DIRECT
A019013,2021,6,0,STORAGE
A019013,2021,7,0,DIRECT
A019013,2021,7,0,STORAGE
A019013,2021,8,0,STORAGE
A019013,2021,8,0,DIRECT
A019013,2021,9,0,DIRECT
A019013,2021,9,0,STORAGE
A019013,2021,10,0,STORAGE
A019013,2021,10,0,DIRECT
A019013,2021,11,0,STORAGE
A019013,2021,11,0,DIRECT
A019013,2021,12,0,STORAGE
A019013,2021,12,0,DIRECT
A019013,2022,1,0,STORAGE
A019013,2022,1,0,DIRECT
A019013,2022,2,0,DIRECT
A019013,2022,2,0,STORAGE
A019013,2022,3,0,DIRECT
A019013,2022,3,2,STORAGE
A019013,2022,4,3,STORAGE
A019013,2022,4,0,DIRECT
A019013,2022,5,0,STORAGE
A019013,2022,5,0,DIRECT
A019013,2022,6,1,STORAGE
A019013,2022,6,0,DIRECT
A019013,2022,7,0,DIRECT
A019013,2022,7,1,STORAGE
A019013,2022,8,0,DIRECT
A019013,2022,8,0,STORAGE
A019013,2022,9,0,DIRECT
A019013,2022,9,1,STORAGE
A019013,2022,10,0,DIRECT
A019013,2022,10,4,STORAGE
A019013,2022,11,0,DIRECT
A019013,2022,11,2,STORAGE
A019013,2022,12,3,STORAGE
A019013,2022,12,0,DIRECT
A019135,2017,1,0,STORAGE
A019135,2017,1,0,DIRECT
A019135,2017,2,0,STORAGE
A019135,2017,2,0,DIRECT
A019135,2017,3,0,STORAGE
A019135,2017,3,0,DIRECT
A019135,2017,4,0,DIRECT
A019135,2017,4,0,STORAGE
A019135,2017,5,0,STORAGE
A019135,2017,5,0,DIRECT
A019135,2017,6,0,STORAGE
A019135,2017,6,0,DIRECT
A019135,2017,7,0,STORAGE
A019135,2017,7,0,DIRECT
A019135,2017,8,0,STORAGE
A019135,2017,8,0,DIRECT
A019135,2017,9,0,DIRECT
A019135,2017,9,0,STORAGE
A019135,2017,10,0,STORAGE
A019135,2017,10,0,DIRECT
A019135,2017,11,0,DIRECT
A019135,2017,11,0,STORAGE
A019135,2017,12,0,DIRECT
A019135,2017,12,0,STORAGE
A019135,2018,1,0,DIRECT
A019135,2018,1,0,STORAGE
A019135,2018,2,0,STORAGE
A019135,2018,2,0,DIRECT
A019135,2018,3,0,STORAGE
A019135,2018,3,0,DIRECT
A019135,2018,4,0,STORAGE
A019135,2018,4,0,DIRECT
A019135,2018,5,0,DIRECT
A019135,2018,5,0,STORAGE
A019135,2018,6,0,STORAGE
A019135,2018,6,0,DIRECT
A019135,2018,7,0,STORAGE
A019135,2018,7,0,DIRECT
A019135,2018,8,0,DIRECT
A019135,2018,8,0,STORAGE
A019135,2018,9,0,STORAGE
A019135,2018,9,9.20E-05,DIRECT
A019135,2018,10,0.00019,DIRECT
A019135,2018,10,0,STORAGE
A019135,2018,11,0.000276,DIRECT
A019135,2018,11,0,STORAGE
A019135,2018,12,0,STORAGE
A019135,2018,12,0.000476,DIRECT
A019135,2019,1,0.000856,DIRECT
A019135,2019,1,0,STORAGE
A019135,2019,2,0,STORAGE
A019135,2019,2,0.000516,DIRECT
A019135,2019,3,0,STORAGE
A019135,2019,3,0.001046,DIRECT
A019135,2019,4,0,STORAGE
A019135,2019,4,0.001749,DIRECT
A019135,2019,5,0,STORAGE
A019135,2019,5,0.001712,DIRECT
A019135,2019,6,0,STORAGE
A019135,2019,6,0.002394,DIRECT
A019135,2019,7,0,STORAGE
A019135,2019,7,0.005898,DIRECT
A019135,2019,8,0.005042,DIRECT
A019135,2019,8,0,STORAGE
A019135,2019,9,0.003867,DIRECT
A019135,2019,9,0,STORAGE
A019135,2019,10,0,STORAGE
A019135,2019,10,0.00371,DIRECT
A019135,2019,11,0.001289,DIRECT
A019135,2019,11,0,STORAGE
A019135,2019,12,0.001903,DIRECT
A019135,2019,12,0,STORAGE
A019135,2020,1,0.000816,DIRECT
A019135,2020,2,0.001301,DIRECT
A019135,2020,3,0.004867,DIRECT
A019135,2020,4,0.004981,DIRECT
A019135,2020,5,0.005358,DIRECT
A019135,2020,6,0.003726,DIRECT
A019135,2020,7,0,DIRECT
A019135,2020,8,0,DIRECT
A019135,2020,9,0,DIRECT
A019135,2020,10,0,DIRECT
A019135,2020,11,0,DIRECT
A019135,2020,12,0,DIRECT
A019135,2021,1,0,DIRECT
A019135,2021,2,0,DIRECT
A019135,2021,3,0,DIRECT
A019135,2021,4,0,DIRECT
A019135,2021,5,0,DIRECT
A019135,2021,6,0,DIRECT
A019135,2021,7,0,DIRECT
A019135,2021,8,0,DIRECT
A019135,2021,9,0,DIRECT
A019135,2022,1,0,DIRECT
A019135,2022,2,0,DIRECT
A019135,2022,3,0,DIRECT
A019135,2022,4,0,DIRECT
A019135,2022,5,0,DIRECT
A019135,2022,6,0,DIRECT
A019135,2022,7,0,DIRECT
A019135,2022,8,0,DIRECT
A019135,2022,9,0,DIRECT
A019135,2022,10,0,DIRECT
A019135,2022,11,0,DIRECT
A019135,2022,12,0,DIRECT
A019140,2017,1,0,STORAGE
A019140,2017,1,0,DIRECT
A019140,2017,2,0,STORAGE
A019140,2017,2,0,DIRECT
A019140,2017,3,0,STORAGE
A019140,2017,3,0,DIRECT
A019140,2017,4,0,DIRECT
A019140,2017,4,0,STORAGE
A019140,2017,5,0,DIRECT
A019140,2017,5,0,STORAGE
A019140,2017,6,0,STORAGE
A019140,2017,6,0,DIRECT
A019140,2017,7,0,STORAGE
A019140,2017,7,0,DIRECT
A019140,2017,8,0,DIRECT
A019140,2017,8,0,STORAGE
A019140,2017,9,0,STORAGE
A019140,2017,9,0,DIRECT
A019140,2017,10,0,DIRECT
A019140,2017,10,0,STORAGE
A019140,2017,11,0,DIRECT
A019140,2017,11,0,STORAGE
A019140,2017,12,0,DIRECT
A019140,2017,12,0,STORAGE
A019140,2018,1,0,STORAGE
A019140,2018,1,0,DIRECT
A019140,2018,2,0,DIRECT
A019140,2018,2,0,STORAGE
A019140,2018,3,0,DIRECT
A019140,2018,3,0,STORAGE
A019140,2018,4,0,STORAGE
A019140,2018,4,0,DIRECT
A019140,2018,5,0,STORAGE
A019140,2018,5,0,DIRECT
A019140,2018,6,0,STORAGE
A019140,2018,6,0,DIRECT
A019140,2018,7,0,DIRECT
A019140,2018,7,0,STORAGE
A019140,2018,8,0,DIRECT
A019140,2018,8,0,STORAGE
A019140,2018,9,0,DIRECT
A019140,2018,9,0,STORAGE
A019140,2018,10,0,DIRECT
A019140,2018,10,0,STORAGE
A019140,2018,11,0,DIRECT
A019140,2018,11,0,STORAGE
A019140,2018,12,0,DIRECT
A019140,2018,12,0,STORAGE
A019140,2019,1,0,DIRECT
A019140,2019,1,0,STORAGE
A019140,2019,2,0,DIRECT
A019140,2019,2,0,STORAGE
A019140,2019,3,0,DIRECT
A019140,2019,3,0,STORAGE
A019140,2019,4,0,STORAGE
A019140,2019,4,0,DIRECT
A019140,2019,5,0,DIRECT
A019140,2019,5,0,STORAGE
A019140,2019,6,0,DIRECT
A019140,2019,6,0,STORAGE
A019140,2019,7,0,DIRECT
A019140,2019,7,0,STORAGE
A019140,2019,8,0,DIRECT
A019140,2019,8,0,STORAGE
A019140,2019,9,0,DIRECT
A019140,2019,9,0,STORAGE
A019140,2019,10,0,DIRECT
A019140,2019,10,0,STORAGE
A019140,2019,11,0,STORAGE
A019140,2019,11,0,DIRECT
A019140,2019,12,0,STORAGE
A019140,2019,12,0,DIRECT
A019140,2020,1,0,DIRECT
A019140,2020,2,0,DIRECT
A019140,2020,3,0,DIRECT
A019140,2020,4,0,DIRECT
A019140,2020,5,0,DIRECT
A019140,2020,6,0,DIRECT
A019140,2020,7,0,DIRECT
A019140,2020,8,0,DIRECT
A019140,2020,9,0,DIRECT
A019140,2020,10,0,DIRECT
A019140,2020,11,0,DIRECT
A019140,2020,12,0,DIRECT
A019140,2021,1,0,DIRECT
A019140,2021,2,0,DIRECT
