APPLICATION_NUMBER,YEAR,MONTH,AMOUNT,DIVERSION_TYPE
A003601,2017,1,0,STORAGE
A003601,2017,1,0,DIRECT
A003601,2017,2,0,DIRECT
A003601,2017,2,0,STORAGE
A003601,2017,3,0,DIRECT
A003601,2017,3,0,STORAGE
A003601,2017,4,0,STORAGE
A003601,2017,4,0,DIRECT
A003601,2017,5,0,STORAGE
A003601,2017,5,0,DIRECT
A003601,2017,6,0,STORAGE
A003601,2017,6,4.18,DIRECT
A003601,2017,7,4.73,DIRECT
A003601,2017,7,0,STORAGE
A003601,2017,8,2.25,DIRECT
A003601,2017,8,0,STORAGE
A003601,2017,9,0,DIRECT
A003601,2017,9,0,STORAGE
A003601,2017,10,0,DIRECT
A003601,2017,10,0,STORAGE
A003601,2017,11,0,DIRECT
A003601,2017,11,0,STORAGE
A003601,2017,12,0,STORAGE
A003601,2017,12,0,DIRECT
A003601,2018,1,0,DIRECT
A003601,2018,1,0,STORAGE
A003601,2018,2,0,DIRECT
A003601,2018,2,0,STORAGE
A003601,2018,3,0,STORAGE
A003601,2018,3,0,DIRECT
A003601,2018,4,0,STORAGE
A003601,2018,4,0,DIRECT
A003601,2018,5,0,STORAGE
A003601,2018,5,0,DIRECT
A003601,2018,6,4.4,DIRECT
A003601,2018,6,0,STORAGE
A003601,2018,7,0,STORAGE
A003601,2018,7,4.93,DIRECT
A003601,2018,8,2.27,DIRECT
A003601,2018,8,0,STORAGE
A003601,2018,9,0,STORAGE
A003601,2018,9,0,DIRECT
A003601,2018,10,0,STORAGE
A003601,2018,10,0,DIRECT
A003601,2018,11,0,STORAGE
A003601,2018,11,0,DIRECT
A003601,2018,12,0,DIRECT
A003601,2018,12,0,STORAGE
A003601,2019,1,0,STORAGE
A003601,2019,1,0,DIRECT
A003601,2019,2,0,STORAGE
A003601,2019,2,0,DIRECT
A003601,2019,3,0,STORAGE
A003601,2019,3,0,DIRECT
A003601,2019,4,0,DIRECT
A003601,2019,4,0,STORAGE
A003601,2019,5,0,STORAGE
A003601,2019,5,0,DIRECT
A003601,2019,6,0,STORAGE
A003601,2019,6,4.4,DIRECT
A003601,2019,7,0,STORAGE
A003601,2019,7,4.93,DIRECT
A003601,2019,8,0,STORAGE
A003601,2019,8,2.27,DIRECT
A003601,2019,9,0,DIRECT
A003601,2019,9,0,STORAGE
A003601,2019,10,0,STORAGE
A003601,2019,10,0,DIRECT
A003601,2019,11,0,DIRECT
A003601,2019,11,0,STORAGE
A003601,2019,12,0,DIRECT
A003601,2019,12,0,STORAGE
A003601,2020,1,0,STORAGE
A003601,2020,1,0,DIRECT
A003601,2020,2,0,DIRECT
A003601,2020,2,0,STORAGE
A003601,2020,3,0,DIRECT
A003601,2020,3,0,STORAGE
A003601,2020,4,0,DIRECT
A003601,2020,4,0,STORAGE
A003601,2020,5,0,DIRECT
A003601,2020,5,0,STORAGE
A003601,2020,6,0,STORAGE
A003601,2020,6,10.7,DIRECT
A003601,2020,7,0,STORAGE
A003601,2020,7,11.1,DIRECT
A003601,2020,8,0,STORAGE
A003601,2020,8,5.3,DIRECT
A003601,2020,9,0,DIRECT
A003601,2020,9,0,STORAGE
A003601,2020,10,0,STORAGE
A003601,2020,10,0,DIRECT
A003601,2020,11,0,DIRECT
A003601,2020,11,0,STORAGE
A003601,2020,12,0,DIRECT
A003601,2020,12,0,STORAGE
A003601,2021,1,0,STORAGE
A003601,2021,1,0,DIRECT
A003601,2021,2,0,STORAGE
A003601,2021,2,0,DIRECT
A003601,2021,3,0,STORAGE
A003601,2021,3,0,DIRECT
A003601,2021,4,0,DIRECT
A003601,2021,4,0,STORAGE
A003601,2021,5,0,DIRECT
A003601,2021,5,0,STORAGE
A003601,2021,6,10.71,DIRECT
A003601,2021,6,0,STORAGE
A003601,2021,7,0,STORAGE
A003601,2021,7,11.07,DIRECT
A003601,2021,8,0.71,DIRECT
A003601,2021,8,0,STORAGE
A003601,2021,9,0,DIRECT
A003601,2021,9,0,STORAGE
A003601,2021,10,0,DIRECT
A003601,2021,10,0,STORAGE
A003601,2021,11,0,DIRECT
A003601,2021,11,0,STORAGE
A003601,2021,12,0,STORAGE
A003601,2021,12,0,DIRECT
A003601,2022,1,0,STORAGE
A003601,2022,1,0,DIRECT
A003601,2022,2,0,DIRECT
A003601,2022,2,0,STORAGE
A003601,2022,3,0,DIRECT
A003601,2022,3,0,STORAGE
A003601,2022,4,0,DIRECT
A003601,2022,4,0,STORAGE
A003601,2022,5,0,STORAGE
A003601,2022,5,0,DIRECT
A003601,2022,6,0,STORAGE
A003601,2022,6,10.7,DIRECT
A003601,2022,7,0,STORAGE
A003601,2022,7,11,DIRECT
A003601,2022,8,5.4,DIRECT
A003601,2022,8,0,STORAGE
A003601,2022,9,0,STORAGE
A003601,2022,9,0,DIRECT
A003601,2022,10,0,STORAGE
A003601,2022,10,0,DIRECT
A003601,2022,11,0,STORAGE
A003601,2022,11,0,DIRECT
A003601,2022,12,0,STORAGE
A003601,2022,12,0,DIRECT
A011846,2017,1,0,STORAGE
A011846,2017,1,0,DIRECT
A011846,2017,2,0,DIRECT
A011846,2017,2,0,STORAGE
A011846,2017,3,2,DIRECT
A011846,2017,3,0,STORAGE
A011846,2017,4,7.5,DIRECT
A011846,2017,4,0,STORAGE
A011846,2017,5,0,STORAGE
A011846,2017,5,9,DIRECT
A011846,2017,6,0,STORAGE
A011846,2017,6,10,DIRECT
A011846,2017,7,11,DIRECT
A011846,2017,7,0,STORAGE
A011846,2017,8,0,STORAGE
A011846,2017,8,13,DIRECT
A011846,2017,9,8,DIRECT
A011846,2017,9,0,STORAGE
A011846,2017,10,0,STORAGE
A011846,2017,10,10,DIRECT
A011846,2017,11,7,DIRECT
A011846,2017,11,0,STORAGE
A011846,2017,12,0,STORAGE
A011846,2017,12,0,DIRECT
A011846,2018,1,0,STORAGE
A011846,2018,1,0,DIRECT
A011846,2018,2,0,DIRECT
A011846,2018,2,0,STORAGE
A011846,2018,3,0,STORAGE
A011846,2018,3,0,DIRECT
A011846,2018,4,0,STORAGE
A011846,2018,4,0,DIRECT
A011846,2018,5,0,DIRECT
A011846,2018,5,0,STORAGE
A011846,2018,6,0,STORAGE
A011846,2018,6,0,DIRECT
A011846,2018,7,0,DIRECT
A011846,2018,7,0,STORAGE
A011846,2018,8,0,DIRECT
A011846,2018,8,0,STORAGE
A011846,2018,9,0,DIRECT
A011846,2018,9,0,STORAGE
A011846,2018,10,0,STORAGE
A011846,2018,10,0,DIRECT
A011846,2018,11,0,DIRECT
A011846,2018,11,0,STORAGE
A011846,2018,12,0,DIRECT
A011846,2018,12,0,STORAGE
A011846,2019,1,0,DIRECT
A011846,2019,1,0,STORAGE
A011846,2019,2,0,STORAGE
A011846,2019,2,0,DIRECT
A011846,2019,3,0,STORAGE
A011846,2019,3,0,DIRECT
A011846,2019,4,0,STORAGE
A011846,2019,4,0,DIRECT
A011846,2019,5,0,DIRECT
A011846,2019,5,0,STORAGE
A011846,2019,6,0,STORAGE
A011846,2019,6,0,DIRECT
A011846,2019,7,0,STORAGE
A011846,2019,7,0,DIRECT
A011846,2019,8,0,STORAGE
A011846,2019,8,0,DIRECT
A011846,2019,9,0,STORAGE
A011846,2019,9,0,DIRECT
A011846,2019,10,0,STORAGE
A011846,2019,10,0,DIRECT
A011846,2019,11,0,DIRECT
A011846,2019,11,0,STORAGE
A011846,2019,12,0,DIRECT
A011846,2019,12,0,STORAGE
A011846,2020,1,0,DIRECT
A011846,2020,1,0,STORAGE
A011846,2020,2,0,STORAGE
A011846,2020,2,0,DIRECT
A011846,2020,3,0,DIRECT
A011846,2020,3,0,STORAGE
A011846,2020,4,0,STORAGE
A011846,2020,4,0,DIRECT
A011846,2020,5,0,STORAGE
A011846,2020,5,0,DIRECT
A011846,2020,6,0,DIRECT
A011846,2020,6,0,STORAGE
A011846,2020,7,0,STORAGE
A011846,2020,7,0,DIRECT
A011846,2020,8,0,DIRECT
A011846,2020,8,0,STORAGE
A011846,2020,9,0,STORAGE
A011846,2020,9,0,DIRECT
A011846,2020,10,0,STORAGE
A011846,2020,10,0,DIRECT
A011846,2020,11,0,STORAGE
A011846,2020,11,0,DIRECT
A011846,2020,12,0,DIRECT
A011846,2020,12,0,STORAGE
A011846,2021,1,0,DIRECT
A011846,2021,1,0,STORAGE
A011846,2021,2,0,STORAGE
A011846,2021,2,0,DIRECT
A011846,2021,3,0,DIRECT
A011846,2021,3,0,STORAGE
A011846,2021,4,0,STORAGE
A011846,2021,4,0,DIRECT
A011846,2021,5,0,DIRECT
A011846,2021,5,0,STORAGE
A011846,2021,6,0,DIRECT
A011846,2021,6,0,STORAGE
A011846,2021,7,0,DIRECT
A011846,2021,7,0,STORAGE
A011846,2021,8,0,STORAGE
A011846,2021,8,0,DIRECT
A011846,2021,9,0,STORAGE
A011846,2021,9,0,DIRECT
A011846,2021,10,0,DIRECT
A011846,2021,10,0,STORAGE
A011846,2021,11,0,STORAGE
A011846,2021,11,0,DIRECT
A011846,2021,12,0,DIRECT
A011846,2021,12,0,STORAGE
A011846,2022,1,0,DIRECT
A011846,2022,1,0,STORAGE
A011846,2022,2,0,STORAGE
A011846,2022,2,0,DIRECT
A011846,2022,3,0,DIRECT
A011846,2022,3,0,STORAGE
A011846,2022,4,0,STORAGE
A011846,2022,4,0,DIRECT
A011846,2022,5,0,DIRECT
A011846,2022,5,0,STORAGE
A011846,2022,6,0,DIRECT
A011846,2022,6,0,STORAGE
A011846,2022,7,0,DIRECT
A011846,2022,7,0,STORAGE
A011846,2022,8,0,STORAGE
A011846,2022,8,0,DIRECT
A011846,2022,9,0,STORAGE
A011846,2022,9,0,DIRECT
A011846,2022,10,0,DIRECT
A011846,2022,10,0,STORAGE
A011846,2022,11,0,STORAGE
A011846,2022,11,0,DIRECT
A011846,2022,12,0,DIRECT
A011846,2022,12,0,STORAGE
A012510,2017,1,0,DIRECT
A012510,2017,1,0,STORAGE
A012510,2017,2,0,STORAGE
A012510,2017,2,0,DIRECT
A012510,2017,3,0,STORAGE
A012510,2017,3,0,DIRECT
A012510,2017,4,0,STORAGE
A012510,2017,4,0,DIRECT
A012510,2017,5,0,DIRECT
A012510,2017,5,0,STORAGE
A012510,2017,6,0,DIRECT
A012510,2017,6,0,STORAGE
A012510,2017,7,0,STORAGE
A012510,2017,7,0,DIRECT
A012510,2017,8,0,STORAGE
A012510,2017,8,0,DIRECT
A012510,2017,9,0,DIRECT
A012510,2017,9,0,STORAGE
A012510,2017,10,0,STORAGE
A012510,2017,10,0,DIRECT
A012510,2017,11,0,STORAGE
A012510,2017,11,0,DIRECT
A012510,2017,12,0,DIRECT
A012510,2017,12,0,STORAGE
A012510,2018,1,0,STORAGE
A012510,2018,1,0,DIRECT
A012510,2018,2,0,DIRECT
A012510,2018,2,0,STORAGE
A012510,2018,3,0,DIRECT
A012510,2018,3,0,STORAGE
A012510,2018,4,0,DIRECT
A012510,2018,4,0,STORAGE
A012510,2018,5,0,DIRECT
A012510,2018,5,0,STORAGE
A012510,2018,6,0,DIRECT
A012510,2018,6,0,STORAGE
A012510,2018,7,0,DIRECT
A012510,2018,7,0,STORAGE
A012510,2018,8,0,DIRECT
A012510,2018,8,0,STORAGE
A012510,2018,9,0,STORAGE
A012510,2018,9,0,DIRECT
A012510,2018,10,0,DIRECT
A012510,2018,10,0,STORAGE
A012510,2018,11,0,DIRECT
A012510,2018,11,0,STORAGE
A012510,2018,12,0,STORAGE
A012510,2018,12,0,DIRECT
A012510,2019,1,0,DIRECT
A012510,2019,1,0,STORAGE
A012510,2019,2,0,DIRECT
A012510,2019,2,0,STORAGE
A012510,2019,3,0,STORAGE
A012510,2019,3,0,DIRECT
A012510,2019,4,0,STORAGE
A012510,2019,4,0,DIRECT
A012510,2019,5,0,STORAGE
A012510,2019,5,0,DIRECT
A012510,2019,6,0,STORAGE
A012510,2019,6,0,DIRECT
A012510,2019,7,0,STORAGE
A012510,2019,7,0,DIRECT
A012510,2019,8,0,DIRECT
A012510,2019,8,0,STORAGE
A012510,2019,9,0,STORAGE
A012510,2019,9,0,DIRECT
A012510,2019,10,0,STORAGE
A012510,2019,10,0,DIRECT
A012510,2019,11,0,STORAGE
A012510,2019,11,0,DIRECT
A012510,2019,12,0,STORAGE
A012510,2019,12,0,DIRECT
A012510,2020,1,0,STORAGE
A012510,2020,1,0,DIRECT
A012510,2020,2,0,STORAGE
A012510,2020,2,0,DIRECT
A012510,2020,3,0,DIRECT
A012510,2020,3,0,STORAGE
A012510,2020,4,0,DIRECT
A012510,2020,4,0,STORAGE
A012510,2020,5,0,DIRECT
A012510,2020,5,0,STORAGE
A012510,2020,6,0,DIRECT
A012510,2020,6,0,STORAGE
A012510,2020,7,0,DIRECT
A012510,2020,7,0,STORAGE
A012510,2020,8,0,DIRECT
A012510,2020,8,0,STORAGE
A012510,2020,9,0,DIRECT
A012510,2020,9,0,STORAGE
A012510,2020,10,0,STORAGE
A012510,2020,10,0,DIRECT
A012510,2020,11,0,STORAGE
A012510,2020,11,0,DIRECT
A012510,2020,12,0,STORAGE
A012510,2020,12,0,DIRECT
A012510,2021,1,0,STORAGE
A012510,2021,1,0,DIRECT
A012510,2021,2,0,STORAGE
A012510,2021,2,0,DIRECT
A012510,2021,3,0,DIRECT
A012510,2021,3,0,STORAGE
A012510,2021,4,0,DIRECT
A012510,2021,4,0,STORAGE
A012510,2021,5,0,DIRECT
A012510,2021,5,0,STORAGE
A012510,2021,6,0,DIRECT
A012510,2021,6,0,STORAGE
A012510,2021,7,0,DIRECT
A012510,2021,7,0,STORAGE
A012510,2021,8,0,STORAGE
A012510,2021,8,0,DIRECT
A012510,2021,9,0,DIRECT
A012510,2021,9,0,STORAGE
A012510,2021,10,0,DIRECT
A012510,2021,10,0,STORAGE
A012510,2021,11,0,DIRECT
A012510,2021,11,0,STORAGE
A012510,2021,12,0,DIRECT
A012510,2021,12,0,STORAGE
A012510,2022,1,0,DIRECT
A012510,2022,1,0,STORAGE
A012510,2022,2,0,DIRECT
A012510,2022,2,0,STORAGE
A012510,2022,3,0,DIRECT
A012510,2022,3,0,STORAGE
A012510,2022,4,0,DIRECT
A012510,2022,4,0,STORAGE
A012510,2022,5,0,DIRECT
A012510,2022,5,0,STORAGE
A012510,2022,6,0,DIRECT
A012510,2022,6,0,STORAGE
A012510,2022,7,0,DIRECT
A012510,2022,7,0,STORAGE
A012510,2022,8,0,DIRECT
A012510,2022,8,0,STORAGE
A012510,2022,9,0,DIRECT
A012510,2022,9,0,STORAGE
A012510,2022,10,0,DIRECT
A012510,2022,10,0,STORAGE
A012510,2022,11,0,DIRECT
A012510,2022,11,0,STORAGE
A012510,2022,12,0,DIRECT
A012510,2022,12,0,STORAGE
A013182B,2017,1,0,STORAGE
A013182B,2017,1,0,DIRECT
A013182B,2017,2,0,STORAGE
A013182B,2017,2,0,DIRECT
A013182B,2017,3,0,STORAGE
A013182B,2017,3,0,DIRECT
A013182B,2017,4,0,STORAGE
A013182B,2017,4,0,DIRECT
A013182B,2017,5,1.4,DIRECT
A013182B,2017,5,0,STORAGE
A013182B,2017,6,2.9,DIRECT
A013182B,2017,6,0,STORAGE
A013182B,2017,7,6,DIRECT
A013182B,2017,7,0,STORAGE
A013182B,2017,8,0,STORAGE
A013182B,2017,8,5.9,DIRECT
A013182B,2017,9,0,STORAGE
A013182B,2017,9,4.3,DIRECT
A013182B,2017,10,2.7,DIRECT
A013182B,2017,10,0,STORAGE
A013182B,2017,11,0,STORAGE
A013182B,2017,11,0,DIRECT
A013182B,2017,12,0,STORAGE
A013182B,2017,12,0,DIRECT
A013182B,2018,1,0,DIRECT
A013182B,2018,1,0,STORAGE
A013182B,2018,2,0,STORAGE
A013182B,2018,2,0,DIRECT
A013182B,2018,3,0,STORAGE
A013182B,2018,3,0,DIRECT
A013182B,2018,4,0,STORAGE
A013182B,2018,4,0,DIRECT
A013182B,2018,5,1.6,DIRECT
A013182B,2018,5,0,STORAGE
A013182B,2018,6,3.4,DIRECT
A013182B,2018,6,0,STORAGE
A013182B,2018,7,0,STORAGE
A013182B,2018,7,4.7,DIRECT
A013182B,2018,8,0,STORAGE
A013182B,2018,8,6.1,DIRECT
A013182B,2018,9,4.2,DIRECT
A013182B,2018,9,0,STORAGE
A013182B,2018,10,0,STORAGE
A013182B,2018,10,1.8,DIRECT
A013182B,2018,11,0,STORAGE
A013182B,2018,11,0,DIRECT
A013182B,2018,12,0,DIRECT
A013182B,2018,12,0,STORAGE
A013182B,2019,1,0,DIRECT
A013182B,2019,1,0,STORAGE
A013182B,2019,2,0,DIRECT
A013182B,2019,2,0,STORAGE
A013182B,2019,3,0,DIRECT
A013182B,2019,3,0,STORAGE
A013182B,2019,4,0,STORAGE
A013182B,2019,4,0,DIRECT
A013182B,2019,5,0,STORAGE
A013182B,2019,5,0.6,DIRECT
A013182B,2019,6,0,STORAGE
A013182B,2019,6,2,DIRECT
A013182B,2019,7,0,STORAGE
A013182B,2019,7,4.5,DIRECT
A013182B,2019,8,0,STORAGE
A013182B,2019,8,6,DIRECT
A013182B,2019,9,5.4,DIRECT
A013182B,2019,9,0,STORAGE
A013182B,2019,10,0,STORAGE
A013182B,2019,10,2.9,DIRECT
A013182B,2019,11,0,DIRECT
A013182B,2019,11,0,STORAGE
A013182B,2019,12,0,DIRECT
A013182B,2019,12,0,STORAGE
A013182B,2020,1,0,STORAGE
A013182B,2020,1,0,DIRECT
A013182B,2020,2,0,STORAGE
A013182B,2020,2,0,DIRECT
A013182B,2020,3,0,STORAGE
A013182B,2020,3,0,DIRECT
A013182B,2020,4,0,STORAGE
A013182B,2020,4,0,DIRECT
A013182B,2020,5,0,STORAGE
A013182B,2020,5,1.52,DIRECT
A013182B,2020,6,0,STORAGE
A013182B,2020,6,5.91,DIRECT
A013182B,2020,7,0,STORAGE
A013182B,2020,7,5.61,DIRECT
A013182B,2020,8,0,STORAGE
A013182B,2020,8,6.24,DIRECT
A013182B,2020,9,0,STORAGE
A013182B,2020,9,5.48,DIRECT
A013182B,2020,10,3.64,DIRECT
A013182B,2020,10,0,STORAGE
A013182B,2020,11,0,STORAGE
A013182B,2020,11,0,DIRECT
A013182B,2020,12,0,DIRECT
A013182B,2020,12,0,STORAGE
A013182B,2021,1,0,STORAGE
A013182B,2021,1,0,DIRECT
A013182B,2021,2,0,STORAGE
A013182B,2021,2,0,DIRECT
A013182B,2021,3,0,STORAGE
A013182B,2021,3,0,DIRECT
A013182B,2021,4,0,STORAGE
A013182B,2021,4,0,DIRECT
A013182B,2021,5,0,STORAGE
A013182B,2021,5,2.6,DIRECT
A013182B,2021,6,0,STORAGE
A013182B,2021,6,3.9,DIRECT
A013182B,2021,7,3.6,DIRECT
A013182B,2021,7,0,STORAGE
A013182B,2021,8,1.1,DIRECT
A013182B,2021,8,0,STORAGE
A013182B,2021,9,0,STORAGE
A013182B,2021,9,0,DIRECT
A013182B,2021,10,0,DIRECT
A013182B,2021,10,0,STORAGE
A013182B,2021,11,0,DIRECT
A013182B,2021,11,0,STORAGE
A013182B,2021,12,0,DIRECT
A013182B,2021,12,0,STORAGE
A013182B,2022,1,0,STORAGE
A013182B,2022,1,0,DIRECT
A013182B,2022,2,0,STORAGE
A013182B,2022,2,0,DIRECT
A013182B,2022,3,0,DIRECT
A013182B,2022,3,0,STORAGE
A013182B,2022,4,0.26,DIRECT
A013182B,2022,4,0,STORAGE
A013182B,2022,5,0.17,DIRECT
A013182B,2022,5,0,STORAGE
A013182B,2022,6,0,STORAGE
A013182B,2022,6,0.13,DIRECT
A013182B,2022,7,0.14,DIRECT
A013182B,2022,7,0,STORAGE
A013182B,2022,8,0,STORAGE
A013182B,2022,8,0.15,DIRECT
A013182B,2022,9,0,STORAGE
A013182B,2022,9,0.12,DIRECT
A013182B,2022,10,0,DIRECT
A013182B,2022,10,0,STORAGE
A013182B,2022,11,0,DIRECT
A013182B,2022,11,0,STORAGE
A013182B,2022,12,0,DIRECT
A013182B,2022,12,0,STORAGE
A013261,2017,1,0,STORAGE
A013261,2017,1,0,DIRECT
A013261,2017,2,0,STORAGE
A013261,2017,2,0,DIRECT
A013261,2017,3,0,DIRECT
A013261,2017,3,0,STORAGE
A013261,2017,4,0.4,DIRECT
A013261,2017,4,0,STORAGE
A013261,2017,5,0.25,DIRECT
A013261,2017,5,0,STORAGE
A013261,2017,6,0,STORAGE
A013261,2017,6,0.25,DIRECT
A013261,2017,7,0,STORAGE
A013261,2017,7,0.3,DIRECT
A013261,2017,8,0.5,DIRECT
A013261,2017,8,0,STORAGE
A013261,2017,9,0,STORAGE
A013261,2017,9,0.25,DIRECT
A013261,2017,10,0.1,DIRECT
A013261,2017,10,0,STORAGE
A013261,2017,11,0,DIRECT
A013261,2017,11,0,STORAGE
A013261,2017,12,0,DIRECT
A013261,2017,12,0,STORAGE
A013261,2018,1,0,DIRECT
A013261,2018,1,0,STORAGE
A013261,2018,2,0,STORAGE
A013261,2018,2,0,DIRECT
A013261,2018,3,0,STORAGE
A013261,2018,3,0,DIRECT
A013261,2018,4,0,STORAGE
A013261,2018,4,0,DIRECT
A013261,2018,5,0.2,DIRECT
A013261,2018,5,0,STORAGE
A013261,2018,6,0,STORAGE
A013261,2018,6,0.35,DIRECT
A013261,2018,7,0.1,DIRECT
A013261,2018,7,0,STORAGE
A013261,2018,8,0.09,DIRECT
A013261,2018,8,0,STORAGE
A013261,2018,9,0,STORAGE
A013261,2018,9,0,DIRECT
A013261,2018,10,0,STORAGE
A013261,2018,10,0.19,DIRECT
A013261,2018,11,0,STORAGE
A013261,2018,11,0.4,DIRECT
A013261,2018,12,0,STORAGE
A013261,2018,12,0,DIRECT
A013261,2019,1,0,STORAGE
A013261,2019,1,0,DIRECT
A013261,2019,2,0,STORAGE
A013261,2019,2,0,DIRECT
A013261,2019,3,0,STORAGE
A013261,2019,3,0,DIRECT
A013261,2019,4,0,STORAGE
A013261,2019,4,0,DIRECT
A013261,2019,5,0,DIRECT
A013261,2019,5,0,STORAGE
A013261,2019,6,0,STORAGE
A013261,2019,6,0.3,DIRECT
A013261,2019,7,0.2,DIRECT
A013261,2019,7,0,STORAGE
A013261,2019,8,0.35,DIRECT
A013261,2019,8,0,STORAGE
A013261,2019,9,0,STORAGE
A013261,2019,9,0.4,DIRECT
A013261,2019,10,0,STORAGE
A013261,2019,10,0.6,DIRECT
A013261,2019,11,0,DIRECT
A013261,2019,11,0,STORAGE
A013261,2019,12,0,STORAGE
A013261,2019,12,0,DIRECT
A013261,2020,1,0,DIRECT
A013261,2020,1,0,STORAGE
A013261,2020,2,0,DIRECT
A013261,2020,2,0,STORAGE
A013261,2020,3,0,DIRECT
A013261,2020,3,0,STORAGE
A013261,2020,4,0,STORAGE
A013261,2020,4,0,DIRECT
A013261,2020,5,0,STORAGE
A013261,2020,5,0,DIRECT
A013261,2020,6,0.1,DIRECT
A013261,2020,6,0,STORAGE
A013261,2020,7,0.3,DIRECT
A013261,2020,7,0,STORAGE
A013261,2020,8,0,STORAGE
A013261,2020,8,0.2,DIRECT
A013261,2020,9,0.2,DIRECT
A013261,2020,9,0,STORAGE
A013261,2020,10,0,STORAGE
A013261,2020,10,0,DIRECT
A013261,2020,11,0,STORAGE
A013261,2020,11,0,DIRECT
A013261,2020,12,0,DIRECT
A013261,2020,12,0,STORAGE
A013261,2021,1,0,DIRECT
A013261,2021,1,0,STORAGE
A013261,2021,2,0,STORAGE
A013261,2021,2,0,DIRECT
A013261,2021,3,0,STORAGE
A013261,2021,3,0,DIRECT
A013261,2021,4,0,DIRECT
A013261,2021,4,0,STORAGE
A013261,2021,5,0.15,DIRECT
A013261,2021,5,0,STORAGE
A013261,2021,6,0.25,DIRECT
A013261,2021,6,0,STORAGE
A013261,2021,7,0,STORAGE
A013261,2021,7,0.27,DIRECT
A013261,2021,8,0.3,DIRECT
A013261,2021,8,0,STORAGE
A013261,2021,9,0,STORAGE
A013261,2021,9,0.12,DIRECT
A013261,2021,10,0,STORAGE
A013261,2021,10,0,DIRECT
A013261,2021,11,0,STORAGE
A013261,2021,11,0,DIRECT
A013261,2021,12,0,STORAGE
A013261,2021,12,0,DIRECT
A013261,2022,1,0,STORAGE
A013261,2022,1,0,DIRECT
A013261,2022,2,0,DIRECT
A013261,2022,2,0,STORAGE
A013261,2022,3,0.5,DIRECT
A013261,2022,3,0,STORAGE
A013261,2022,4,0,STORAGE
A013261,2022,4,0.75,DIRECT
A013261,2022,5,1,DIRECT
A013261,2022,5,0,STORAGE
A013261,2022,6,0,STORAGE
A013261,2022,6,1.5,DIRECT
A013261,2022,7,0,STORAGE
A013261,2022,7,0.33,DIRECT
A013261,2022,8,1.3,DIRECT
A013261,2022,8,0,STORAGE
A013261,2022,9,0,STORAGE
A013261,2022,9,0.25,DIRECT
A013261,2022,10,0,STORAGE
A013261,2022,10,1.5,DIRECT
A013261,2022,11,0,STORAGE
A013261,2022,11,0,DIRECT
A013261,2022,12,0,STORAGE
A013261,2022,12,0,DIRECT
A013269,2017,1,0,STORAGE
A013269,2017,1,0,DIRECT
A013269,2017,2,0,DIRECT
A013269,2017,2,0,STORAGE
A013269,2017,3,0,DIRECT
A013269,2017,3,0,STORAGE
A013269,2017,4,0,STORAGE
A013269,2017,4,0,DIRECT
A013269,2017,5,0,STORAGE
A013269,2017,5,0,DIRECT
A013269,2017,6,0,STORAGE
A013269,2017,6,0,DIRECT
A013269,2017,7,0,DIRECT
A013269,2017,7,0,STORAGE
A013269,2017,8,0,DIRECT
A013269,2017,8,0,STORAGE
A013269,2017,9,0,DIRECT
A013269,2017,9,0,STORAGE
A013269,2017,10,0,DIRECT
A013269,2017,10,0,STORAGE
A013269,2017,11,0,DIRECT
A013269,2017,11,0,STORAGE
A013269,2017,12,0,STORAGE
A013269,2017,12,0,DIRECT
A013269,2018,1,0,STORAGE
A013269,2018,1,0,DIRECT
A013269,2018,2,0,DIRECT
A013269,2018,2,0,STORAGE
A013269,2018,3,0,DIRECT
A013269,2018,3,0,STORAGE
A013269,2018,4,0,STORAGE
A013269,2018,4,0,DIRECT
A013269,2018,5,0,STORAGE
A013269,2018,5,0,DIRECT
A013269,2018,6,0,STORAGE
A013269,2018,6,0,DIRECT
A013269,2018,7,0,DIRECT
A013269,2018,7,0,STORAGE
A013269,2018,8,0,DIRECT
A013269,2018,8,0,STORAGE
A013269,2018,9,0,DIRECT
A013269,2018,9,0,STORAGE
A013269,2018,10,0,DIRECT
A013269,2018,10,0,STORAGE
A013269,2018,11,0,DIRECT
A013269,2018,11,0,STORAGE
A013269,2018,12,0,STORAGE
A013269,2018,12,0,DIRECT
A013269,2019,1,0,STORAGE
A013269,2019,1,0,DIRECT
A013269,2019,2,0,DIRECT
A013269,2019,2,0,STORAGE
A013269,2019,3,0,DIRECT
A013269,2019,3,0,STORAGE
A013269,2019,4,0,STORAGE
A013269,2019,4,0,DIRECT
A013269,2019,5,0,STORAGE
A013269,2019,5,0,DIRECT
A013269,2019,6,0,STORAGE
A013269,2019,6,0,DIRECT
A013269,2019,7,0,DIRECT
A013269,2019,7,0,STORAGE
A013269,2019,8,0,DIRECT
A013269,2019,8,0,STORAGE
A013269,2019,9,0,DIRECT
A013269,2019,9,0,STORAGE
A013269,2019,10,0,DIRECT
A013269,2019,10,0,STORAGE
A013269,2019,11,0,DIRECT
A013269,2019,11,0,STORAGE
A013269,2019,12,0,STORAGE
A013269,2019,12,0,DIRECT
A013269,2020,1,0,DIRECT
A013269,2020,1,0,STORAGE
A013269,2020,2,0,STORAGE
A013269,2020,2,0,DIRECT
A013269,2020,3,0,STORAGE
A013269,2020,3,0,DIRECT
A013269,2020,4,0,DIRECT
A013269,2020,4,0,STORAGE
A013269,2020,5,0,STORAGE
A013269,2020,5,0,DIRECT
