"Month","sub23","sub24","sub25","sub26","sub27","sub28"
2023-01-01,13568.8056386053,33301.283572253,16777.8395449091,10710.8842893042,42274.7305079641,40376.7132805606
2023-02-01,2942.25798291756,6633.60463259842,3088.45751249578,2515.17026158309,6289.97035978834,6247.77648165273
2023-03-01,12348.6851622126,30686.2341709522,12283.9739919781,7963.08333888559,27114.8826349846,25117.2610836733
2023-04-01,1038.73702364069,3676.77205403045,602.039365415934,686.399991066051,3066.11997207226,1738.08008267993
2023-05-01,143.018084629765,462.597552863424,160.958101252109,208.171953367841,795.529630828869,341.162425866278
