"month","1","2","3","4","5","6","7","8","9","10","11","12","13"
"04/01/2023",4962.98181818182,6674.63801652893,811.079008264463,3678.92231404959,5920.3041322314,11824.9785123967,1567.93388429752,6276.15867768595,6412.30413223141,3088.91900826446,5390.43966942149,4343.82148760331,121.489388429752
