38.6294,-122.8665,USC00043875
39.1467,-123.2103,USC00049122
38.983,-123.092,106
38.401,-122.796,83
38.7817,-122.9169,hawkeye
39.3619,-123.1286,USC00047109
39.1258,-123.0736,LYONSVALLEY
38.4786,-122.8119,USR0000CSRS
