year,month,day,hour,min,sec,precip01,precip02,tmax01,tmax02,tmin01,tmin02,date
1947,10,1,0,0,0,0,0,78.27,77.64,46.6,43.71,10/1/1947
1947,10,2,0,0,0,0,0,85.87,86.19,50.01,49.04,10/2/1947
1947,10,3,0,0,0,0,0,95.1,94.41,52.37,49.41,10/3/1947
1947,10,4,0,0,0,0,0,91.62,92.46,49.18,49.69,10/4/1947
1947,10,5,0,0,0,0,0,74.17,71.26,51.24,50.28,10/5/1947
1947,10,6,0,0,0,0,0,69.44,71.39,49.66,49.6,10/6/1947
1947,10,7,0,0,0,0.68,0.504,60.81,60.36,48.53,48.08,10/7/1947
1947,10,8,0,0,0,0,0,69.3,70.14,48.09,48.55,10/8/1947
1947,10,9,0,0,0,0.912,0.848,62.4,63.26,48.49,48.49,10/9/1947
1947,10,10,0,0,0,1.267,1.408,59.49,60.39,52.04,51.08,10/10/1947
1947,10,11,0,0,0,0,0.01,71.89,73.67,46.17,42.78,10/11/1947
1947,10,12,0,0,0,0,0,85.88,85.2,50.33,52.75,10/12/1947
1947,10,13,0,0,0,0,0,80.53,78.98,49.25,49.83,10/13/1947
1947,10,14,0,0,0,0,0,68.61,70.62,52.11,51.64,10/14/1947
1947,10,15,0,0,0,0.022,0,65.59,68.93,54.98,54,10/15/1947
1947,10,16,0,0,0,1.348,1.043,70.35,71.19,51.94,51.9,10/16/1947
1947,10,17,0,0,0,0,0,73.32,74.15,43.72,43.72,10/17/1947
1947,10,18,0,0,0,0,0,74.95,76.72,43.78,43.77,10/18/1947
1947,10,19,0,0,0,0,0,77.68,78.99,45.54,45.09,10/19/1947
1947,10,20,0,0,0,0.046,0.103,67.59,71.73,51.5,52.85,10/20/1947
1947,10,21,0,0,0,0.012,0.021,69.54,69.8,47.4,46.92,10/21/1947
1947,10,22,0,0,0,0,0,64.95,66.73,40.69,40.74,10/22/1947
1947,10,23,0,0,0,0,0,71.68,72,40.17,39.25,10/23/1947
1947,10,24,0,0,0,0,0,76.47,77.73,44.64,41.73,10/24/1947
1947,10,25,0,0,0,0,0,76.65,77.96,46.27,45.77,10/25/1947
1947,10,26,0,0,0,0,0,73.69,74.99,40.88,40.93,10/26/1947
1947,10,27,0,0,0,0,0,64.37,64.32,45.87,46.29,10/27/1947
1947,10,28,0,0,0,0.512,0.381,56.37,55.78,43.24,42.76,10/28/1947
1947,10,29,0,0,0,0.9,0.671,64.93,66.7,51.62,51.59,10/29/1947
1947,10,30,0,0,0,0,0,66.9,67.23,44.96,46.93,10/30/1947
1947,10,31,0,0,0,0,0,68.99,70.79,40.09,39.16,10/31/1947
1947,11,1,0,0,0,0.55,0.726,63.64,63.25,50.62,49.87,11/1/1947
1947,11,2,0,0,0,0,0,65.08,65.21,40.14,37.09,11/2/1947
1947,11,3,0,0,0,0,0,69.43,68.96,44.8,41.25,11/3/1947
1947,11,4,0,0,0,0,0,62.47,63.09,44.38,44.19,11/4/1947
1947,11,5,0,0,0,0,0,61.88,63.02,37.57,36.88,11/5/1947
1947,11,6,0,0,0,0,0,67.38,66.95,38.6,34.64,11/6/1947
1947,11,7,0,0,0,0,0,69.98,68.62,35.58,35.47,11/7/1947
1947,11,8,0,0,0,0,0,68.46,69.05,34.54,33,11/8/1947
1947,11,9,0,0,0,0,0,67.16,67.71,42.9,43.26,11/9/1947
1947,11,10,0,0,0,0,0,70.44,71.03,40.09,38.68,11/10/1947
1947,11,11,0,0,0,0,0,68.25,67.39,37.82,36.81,11/11/1947
1947,11,12,0,0,0,0,0,65.53,65.16,39.86,40.75,11/12/1947
1947,11,13,0,0,0,0,0,63.19,62.29,31.82,32.2,11/13/1947
1947,11,14,0,0,0,0,0,64.2,63.32,34.89,39.14,11/14/1947
1947,11,15,0,0,0,0.374,0.126,55.1,53.78,46.74,47.06,11/15/1947
1947,11,16,0,0,0,0.232,0.537,64.29,63.36,41.08,40.51,11/16/1947
1947,11,17,0,0,0,0,0,58.44,57.63,36.36,35.85,11/17/1947
1947,11,18,0,0,0,0,0,64.06,64.16,35.37,34.8,11/18/1947
1947,11,19,0,0,0,0,0,63.77,63.82,36.04,34.98,11/19/1947
1947,11,20,0,0,0,0,0,64.26,63.4,30.32,30.18,11/20/1947
1947,11,21,0,0,0,0,0,59.02,59.12,30.32,30.18,11/21/1947
1947,11,22,0,0,0,0,0,58.01,58.12,28.27,30.16,11/22/1947
1947,11,23,0,0,0,0,0,60.42,59.55,28.19,29.44,11/23/1947
1947,11,24,0,0,0,0,0,59.37,59.54,29.15,28.6,11/24/1947
1947,11,25,0,0,0,0,0,63.43,64.04,33.14,32.54,11/25/1947
1947,11,26,0,0,0,0,0,64.51,64.72,34.07,33.47,11/26/1947
1947,11,27,0,0,0,0,0,67.25,66.97,37.58,37.48,11/27/1947
1947,11,28,0,0,0,0,0,63,64.17,39.47,40.39,11/28/1947
1947,11,29,0,0,0,0,0,59.6,58.81,41.61,42.94,11/29/1947
1947,11,30,0,0,0,0.016,0,56.08,55.77,49.47,49.74,11/30/1947
1947,12,1,0,0,0,0,0,63.84,64.55,43.69,38.57,12/1/1947
1947,12,2,0,0,0,0,0,70.98,72.55,38.31,38.72,12/2/1947
1947,12,3,0,0,0,0,0,61.98,61.73,33.03,33.33,12/3/1947
1947,12,4,0,0,0,0,0.011,53.95,55.12,33.46,35.69,12/4/1947
1947,12,5,0,0,0,0,0,60.79,60.46,28.47,27.83,12/5/1947
1947,12,6,0,0,0,0,0,56.29,56.49,29.72,30.98,12/6/1947
1947,12,7,0,0,0,0,0,54.38,53.18,29.06,29.35,12/7/1947
1947,12,8,0,0,0,0,0,58.51,59.17,29.92,30.18,12/8/1947
1947,12,9,0,0,0,0,0,56.14,56.29,26.39,27.18,12/9/1947
1947,12,10,0,0,0,0,0,56.99,56.73,29.82,28.26,12/10/1947
1947,12,11,0,0,0,0.049,0.037,52.41,53.66,35.16,34.44,12/11/1947
1947,12,12,0,0,0,0,0,53.68,54.38,36.63,36.81,12/12/1947
1947,12,13,0,0,0,0,0,57.88,57.18,28.88,27.71,12/13/1947
1947,12,14,0,0,0,0,0,62.78,60.99,30.61,30.39,12/14/1947
1947,12,15,0,0,0,0,0,58.34,57.51,37.83,36.66,12/15/1947
1947,12,16,0,0,0,0,0,56.59,55.41,37.73,36.1,12/16/1947
1947,12,17,0,0,0,0.554,0.534,56.4,56.63,41.8,43.04,12/17/1947
1947,12,18,0,0,0,0,0,52.84,52.54,31.74,33,12/18/1947
1947,12,19,0,0,0,0,0,56.5,56.15,40.24,39.95,12/19/1947
1947,12,20,0,0,0,1.029,0.686,53.02,54.62,45.65,45.85,12/20/1947
1947,12,21,0,0,0,0.053,0.06,53.11,54.31,39.69,40.51,12/21/1947
1947,12,22,0,0,0,0.014,0.034,59.85,59.53,42.89,45.57,12/22/1947
1947,12,23,0,0,0,0,0,56.29,56.07,39.97,39.22,12/23/1947
1947,12,24,0,0,0,0,0,54.66,55.51,34.54,37.2,12/24/1947
1947,12,25,0,0,0,0,0,51.98,52.3,35.77,36.4,12/25/1947
1947,12,26,0,0,0,0,0,48.42,49.69,34.38,35.53,12/26/1947
1947,12,27,0,0,0,0,0,46.6,47.3,34.21,33.49,12/27/1947
1947,12,28,0,0,0,0,0,58.46,59.11,35.81,37.07,12/28/1947
1947,12,29,0,0,0,0,0,55.85,55.55,34.94,30.28,12/29/1947
1947,12,30,0,0,0,0,0,56.72,55.99,26.82,26.65,12/30/1947
1947,12,31,0,0,0,0,0,50.32,50.56,29.61,29.39,12/31/1947
1948,1,1,0,0,0,0.471,0.481,47.95,49.25,41.72,42.47,1/1/1948
1948,1,2,0,0,0,0.534,0.893,59.86,59.6,43.8,41.69,1/2/1948
1948,1,3,0,0,0,0,0.019,57.2,57.07,43.49,42.37,1/3/1948
1948,1,4,0,0,0,0.721,0.622,57.85,58.68,52.05,51.84,1/4/1948
1948,1,5,0,0,0,0.454,0.645,61.44,63.61,52.78,52.09,1/5/1948
1948,1,6,0,0,0,0.201,0.099,59.41,59.71,52.13,50.89,1/6/1948
1948,1,7,0,0,0,1.451,1.833,57.03,56.84,53.71,54.44,1/7/1948
1948,1,8,0,0,0,0,0,60.14,58.96,36.77,37.1,1/8/1948
1948,1,9,0,0,0,0,0,59.87,58.2,34.03,32.4,1/9/1948
1948,1,10,0,0,0,0,0,61.09,61.3,36.12,37.78,1/10/1948
1948,1,11,0,0,0,0,0,66.02,65.83,31.63,29.5,1/11/1948
1948,1,12,0,0,0,0,0,67.57,66.44,40.02,41.8,1/12/1948
1948,1,13,0,0,0,0,0,64.48,64.38,29.98,30.99,1/13/1948
1948,1,14,0,0,0,0,0,67.47,64.88,31.14,29.55,1/14/1948
1948,1,15,0,0,0,0,0,64.26,64.53,29.77,29.12,1/15/1948
1948,1,16,0,0,0,0,0,65.68,63.15,30.75,30.09,1/16/1948
1948,1,17,0,0,0,0,0,65.35,64.21,29.19,29.03,1/17/1948
1948,1,18,0,0,0,0,0,71.55,67.95,30.86,30.22,1/18/1948
1948,1,19,0,0,0,0,0,62.79,63.6,29.37,30.27,1/19/1948
1948,1,20,0,0,0,0,0,62.64,61.97,29.77,27.69,1/20/1948
1948,1,21,0,0,0,0,0,62.63,61.95,29.78,29.13,1/21/1948
1948,1,22,0,0,0,0,0,66.07,64.98,31.67,32.43,1/22/1948
1948,1,23,0,0,0,0,0,72.28,71.66,34.67,34.56,1/23/1948
1948,1,24,0,0,0,0,0,69.31,69.59,32.64,31.97,1/24/1948
1948,1,25,0,0,0,0,0,64.36,64.02,30.53,30.87,1/25/1948
1948,1,26,0,0,0,0,0,61.85,60.59,34.62,43.1,1/26/1948
1948,1,27,0,0,0,0,0,59.42,59.7,26.93,26.9,1/27/1948
1948,1,28,0,0,0,0,0,55.2,55.05,23.69,23.04,1/28/1948
1948,1,29,0,0,0,0,0,51.5,51.82,30.39,29.67,1/29/1948
1948,1,30,0,0,0,0,0,59.35,59.66,28.7,28.03,1/30/1948
1948,1,31,0,0,0,0,0,56.35,55.2,32.04,33.28,1/31/1948
1948,2,1,0,0,0,0,0,54.02,55.44,31.64,29.57,2/1/1948
1948,2,2,0,0,0,0.123,0.146,48.67,48.22,24.14,24.07,2/2/1948
1948,2,3,0,0,0,0,0,58.87,59.22,29.29,32.06,2/3/1948
1948,2,4,0,0,0,0.4,0.437,51.93,51.32,26.63,27.06,2/4/1948
1948,2,5,0,0,0,0.138,0.14,43.84,47.66,30.56,30.52,2/5/1948
1948,2,6,0,0,0,0.049,0.1,51.23,52.07,32.35,33.71,2/6/1948
1948,2,7,0,0,0,0,0,54.15,54.55,24.17,23.67,2/7/1948
1948,2,8,0,0,0,0,0,51.08,51.09,27.92,27.37,2/8/1948
1948,2,9,0,0,0,0.415,0.379,55.47,56.35,44.54,44.92,2/9/1948
1948,2,10,0,0,0,0,0,54.6,54.49,33.62,31.15,2/10/1948
1948,2,11,0,0,0,0,0,58.16,57.55,28.08,31.52,2/11/1948
1948,2,12,0,0,0,0,0,59.86,59.8,25.05,25.97,2/12/1948
1948,2,13,0,0,0,0,0,55.85,55.81,32.29,33.07,2/13/1948
1948,2,14,0,0,0,0,0,61.43,62.26,33.98,33.82,2/14/1948
1948,2,15,0,0,0,0.246,0.31,57.26,56.3,36.15,36.09,2/15/1948
1948,2,16,0,0,0,0,0,71.01,69.96,40.66,37.74,2/16/1948
1948,2,17,0,0,0,0,0,68.33,68.43,41.47,40.43,2/17/1948
1948,2,18,0,0,0,0.133,0.131,64.29,64.18,45.36,45.7,2/18/1948
1948,2,19,0,0,0,0,0,57.38,57.45,42.32,43.27,2/19/1948
1948,2,20,0,0,0,0,0,67.04,67.79,38.19,35.27,2/20/1948
1948,2,21,0,0,0,0,0,63.19,63.56,37.77,36.73,2/21/1948
1948,2,22,0,0,0,0,0,60.61,58.66,45.16,41.7,2/22/1948
1948,2,23,0,0,0,0,0,60.74,62.09,36.94,36.47,2/23/1948
1948,2,24,0,0,0,0,0,72.6,72.83,35.83,35.29,2/24/1948
1948,2,25,0,0,0,0,0,70.63,70.08,32.97,32,2/25/1948
1948,2,26,0,0,0,0,0,66.25,66.67,40.85,41.12,2/26/1948
1948,2,27,0,0,0,0,0,60.07,60.49,35.49,33.04,2/27/1948
1948,2,28,0,0,0,0.107,0.262,57.72,57.61,34.4,33.92,2/28/1948
1948,2,29,0,0,0,0,0,65.3,66.15,31.87,29.88,2/29/1948
1948,3,1,0,0,0,0,0,65.46,64.81,36.83,35.31,3/1/1948
1948,3,2,0,0,0,0,0,61.49,62.28,38.14,39.51,3/2/1948
1948,3,3,0,0,0,0,0,65.43,65.22,34.93,32.02,3/3/1948
1948,3,4,0,0,0,0,0,68.01,68.32,31.28,29.43,3/4/1948
1948,3,5,0,0,0,0,0.011,60.89,58.28,28.38,28.82,3/5/1948
1948,3,6,0,0,0,0,0,65.36,66.14,32.57,30.58,3/6/1948
1948,3,7,0,0,0,0,0,67.82,67.65,32.13,31.08,3/7/1948
1948,3,8,0,0,0,0.225,0.307,60.73,56.69,41.22,36.29,3/8/1948
1948,3,9,0,0,0,0,0.015,63.81,64.07,33.01,32.57,3/9/1948
1948,3,10,0,0,0,0,0,64.43,65.23,33.32,31.87,3/10/1948
1948,3,11,0,0,0,0,0,63.52,64.35,30.96,29.46,3/11/1948
1948,3,12,0,0,0,0.337,0.313,58.96,59.27,40.68,40.14,3/12/1948
1948,3,13,0,0,0,0.294,0.402,50.83,50.71,38.03,37.15,3/13/1948
1948,3,14,0,0,0,0.403,0.257,53.36,55.61,36.58,36.05,3/14/1948
1948,3,15,0,0,0,0.014,0.023,56.42,57.22,29.11,29.06,3/15/1948
1948,3,16,0,0,0,0.614,0.551,56.97,57.31,41.34,41.73,3/16/1948
1948,3,17,0,0,0,0.023,0.064,59.57,59.37,39.89,38.77,3/17/1948
1948,3,18,0,0,0,0,0,59.64,60.88,35.71,32.27,3/18/1948
1948,3,19,0,0,0,0.172,0.316,57.69,58.64,33.87,31.93,3/19/1948
1948,3,20,0,0,0,0,0,60.9,61.18,35.04,32.53,3/20/1948
1948,3,21,0,0,0,0,0,61.17,61.5,35.12,34.06,3/21/1948
1948,3,22,0,0,0,0.106,0.08,56.04,57.39,45.93,45.84,3/22/1948
1948,3,23,0,0,0,2.704,3.599,53.21,53.6,45.1,46.48,3/23/1948
1948,3,24,0,0,0,0.925,1.31,52.68,53.94,42.67,42.11,3/24/1948
1948,3,25,0,0,0,0.012,0.029,57.02,58.77,28.84,28.33,3/25/1948
1948,3,26,0,0,0,0,0,63.85,65.15,32.1,30.63,3/26/1948
1948,3,27,0,0,0,0,0,72.23,72.99,36.38,35.39,3/27/1948
1948,3,28,0,0,0,0.531,0.538,68.89,69.17,38.16,38.13,3/28/1948
1948,3,29,0,0,0,0.099,0.116,64.59,64.42,48.03,46.93,3/29/1948
1948,3,30,0,0,0,0,0,67.76,68,41.45,43.75,3/30/1948
1948,3,31,0,0,0,0,0,67.15,68.89,36.48,35.47,3/31/1948
1948,4,1,0,0,0,0,0,62.48,62.15,44.99,43.8,4/1/1948
1948,4,2,0,0,0,1.132,0.782,51.9,53.51,44.98,44.78,4/2/1948
1948,4,3,0,0,0,0.247,0.178,51.65,55.67,33.09,32.94,4/3/1948
1948,4,4,0,0,0,0.48,0.374,55.74,58.77,43.01,42.82,4/4/1948
1948,4,5,0,0,0,0.275,0.226,54.64,58.64,36.86,37.67,4/5/1948
1948,4,6,0,0,0,0.275,0.255,54.52,57.08,35.05,36.32,4/6/1948
1948,4,7,0,0,0,0.01,0.011,53.07,56.17,32.79,32.58,4/7/1948
1948,4,8,0,0,0,1.385,0.577,52.9,55.55,38.38,38.69,4/8/1948
1948,4,9,0,0,0,0.14,0.17,52.8,55.43,44.09,46.37,4/9/1948
1948,4,10,0,0,0,0.462,0.419,56.64,60.66,39.05,38.89,4/10/1948
1948,4,11,0,0,0,0.178,0.048,61.61,64.19,37.66,36.99,4/11/1948
1948,4,12,0,0,0,0,0,61.62,64.17,34.3,33.19,4/12/1948
1948,4,13,0,0,0,0.025,0.02,58.61,59.77,34.82,33.19,4/13/1948
1948,4,14,0,0,0,1.622,1.014,53.56,58.67,45.96,47.21,4/14/1948
1948,4,15,0,0,0,0.899,0.787,62.34,66.9,49.57,48.89,4/15/1948
1948,4,16,0,0,0,0.017,0,62.85,64.01,47.71,48.48,4/16/1948
1948,4,17,0,0,0,0.174,0.206,64.71,67.72,45.56,44.89,4/17/1948
1948,4,18,0,0,0,0,0,73.65,76.21,38.45,37.35,4/18/1948
1948,4,19,0,0,0,0,0,70.35,70.98,40.82,40.62,4/19/1948
1948,4,20,0,0,0,0,0,64.03,65.18,47.37,46.64,4/20/1948
1948,4,21,0,0,0,0.663,0.567,58.6,59.74,46.62,45.93,4/21/1948
1948,4,22,0,0,0,0.115,0.117,58.2,60.28,44.07,43.92,4/22/1948
1948,4,23,0,0,0,0,0,65.88,68.92,39.88,38.23,4/23/1948
1948,4,24,0,0,0,0,0,72.84,77.26,43.45,39.87,4/24/1948
1948,4,25,0,0,0,0,0,72.54,76.51,48.21,44.17,4/25/1948
1948,4,26,0,0,0,0,0,69.21,71.64,41.71,39.6,4/26/1948
1948,4,27,0,0,0,0,0,58.15,58.79,44.7,44.06,4/27/1948
1948,4,28,0,0,0,0.205,0.245,50.13,51.79,41.1,40.93,4/28/1948
1948,4,29,0,0,0,1.077,1.093,52.62,57.07,33.86,33.67,4/29/1948
1948,4,30,0,0,0,0.661,0.658,60.13,63.65,44.29,44.58,4/30/1948
1948,5,1,0,0,0,0,0,64.32,65.29,34.43,34.03,5/1/1948
1948,5,2,0,0,0,0,0,69.54,69.54,36.06,34.8,5/2/1948
1948,5,3,0,0,0,0,0,69.54,69.52,44.35,43.94,5/3/1948
1948,5,4,0,0,0,0,0,78.22,77.72,46.79,45.84,5/4/1948
1948,5,5,0,0,0,0,0,81.12,79.16,48.49,45.62,5/5/1948
1948,5,6,0,0,0,0,0,80.68,79.64,44.27,42.4,5/6/1948
1948,5,7,0,0,0,0,0,71.59,72.98,45.01,43.08,5/7/1948
1948,5,8,0,0,0,0,0,64.11,63.21,39.34,36.45,5/8/1948
1948,5,9,0,0,0,0,0,67.03,66.09,35.34,34.92,5/9/1948
1948,5,10,0,0,0,0,0,72.84,73.28,37.23,36.8,5/10/1948
1948,5,11,0,0,0,0,0,71.84,71.86,38.77,37.42,5/11/1948
1948,5,12,0,0,0,0,0,70.35,71.32,40.58,40.62,5/12/1948
1948,5,13,0,0,0,0,0,70.38,71.33,43.37,42.6,5/13/1948
1948,5,14,0,0,0,0,0,76.71,75.28,42.23,37.88,5/14/1948
1948,5,15,0,0,0,0,0,79.84,78.45,40.68,37.86,5/15/1948
1948,5,16,0,0,0,0,0,74.29,70.99,42.43,42.43,5/16/1948
1948,5,17,0,0,0,0,0.022,67.97,69.87,45.41,44.59,5/17/1948
1948,5,18,0,0,0,0,0,63.96,64.45,44.28,42.75,5/18/1948
1948,5,19,0,0,0,0.016,0.027,63.06,63.99,46.65,45.68,5/19/1948
1948,5,20,0,0,0,0.17,0.181,61.08,61.01,46.74,46.78,5/20/1948
1948,5,21,0,0,0,0,0.019,69.42,70.85,45.96,43.59,5/21/1948
1948,5,22,0,0,0,0,0,80.05,79.1,43.63,42.21,5/22/1948
1948,5,23,0,0,0,0,0,78.3,73.45,45.44,45.45,5/23/1948
1948,5,24,0,0,0,0,0,67.17,65.78,48.43,48,5/24/1948
1948,5,25,0,0,0,0,0,74.48,70.68,46.01,44.67,5/25/1948
1948,5,26,0,0,0,0,0,72.39,70.03,45.82,44.89,5/26/1948
1948,5,27,0,0,0,0.068,0.091,68.73,67.74,45.26,44.84,5/27/1948
1948,5,28,0,0,0,0,0,65.86,66.35,38.4,37.99,5/28/1948
1948,5,29,0,0,0,0.212,0.209,61.98,63.92,48.82,48.89,5/29/1948
1948,5,30,0,0,0,0.533,0.432,60.74,62.21,50.73,50.78,5/30/1948
1948,5,31,0,0,0,0.097,0.06,70.13,69.64,48.78,47.83,5/31/1948
1948,6,1,0,0,0,0,0,73.09,74.05,47.04,45.15,6/1/1948
1948,6,2,0,0,0,0,0,63.93,66.48,50.18,49.76,6/2/1948
1948,6,3,0,0,0,0,0,68.95,68.44,52.4,51,6/3/1948
1948,6,4,0,0,0,0,0,71.8,72.71,45.51,41.64,6/4/1948
1948,6,5,0,0,0,0.012,0,73.08,74.04,51.47,51.53,6/5/1948
1948,6,6,0,0,0,0.273,0.032,68.15,68.71,53.66,52.72,6/6/1948
1948,6,7,0,0,0,0,0,77.05,75.69,46.42,45.01,6/7/1948
1948,6,8,0,0,0,0,0,70.04,70.15,50.92,50.03,6/8/1948
1948,6,9,0,0,0,0,0,70.33,69.89,50.42,50.05,6/9/1948
1948,6,10,0,0,0,0.024,0,67.82,68.34,54.27,54.29,6/10/1948
1948,6,11,0,0,0,0,0,72.06,72.61,52.35,53.86,6/11/1948
1948,6,12,0,0,0,0,0,74.32,72.85,52.01,51.57,6/12/1948
1948,6,13,0,0,0,0,0,75.67,74.68,42.52,41.14,6/13/1948
1948,6,14,0,0,0,0,0,75.79,74.82,49.34,45.01,6/14/1948
1948,6,15,0,0,0,0,0,76.6,76.61,44.39,43,6/15/1948
1948,6,16,0,0,0,0,0,79.5,78.05,44.38,42.98,6/16/1948
1948,6,17,0,0,0,0,0,82.74,83.21,40.37,41.45,6/17/1948
1948,6,18,0,0,0,0,0,80.04,79.54,48.35,43.61,6/18/1948
1948,6,19,0,0,0,0,0,85.34,83.87,48.54,47.53,6/19/1948
1948,6,20,0,0,0,0,0,84.77,83.79,55.47,54.08,6/20/1948
1948,6,21,0,0,0,0,0,92.16,93.16,58.11,55.59,6/21/1948
1948,6,22,0,0,0,0,0,95.12,95.08,57.48,54.27,6/22/1948
1948,6,23,0,0,0,0,0,91.92,92.88,54.71,52.34,6/23/1948
1948,6,24,0,0,0,0,0,73.26,73.41,51.32,51.35,6/24/1948
1948,6,25,0,0,0,0,0,72.84,72.45,50.9,50.01,6/25/1948
1948,6,26,0,0,0,0,0,70.11,70.21,52.04,51.61,6/26/1948
1948,6,27,0,0,0,0,0,73.72,73.35,53.09,52.65,6/27/1948
1948,6,28,0,0,0,0,0,78.63,77.78,53.13,52.71,6/28/1948
1948,6,29,0,0,0,0,0,81.99,80.17,52.67,51.75,6/29/1948
1948,6,30,0,0,0,0,0,75.69,76.3,51.82,50.92,6/30/1948
1948,7,1,0,0,0,0,0,68.93,67.7,52.38,52.36,7/1/1948
1948,7,2,0,0,0,0,0,73.72,74.1,50.69,50.29,7/2/1948
1948,7,3,0,0,0,0,0,73.64,73.85,43.42,42.95,7/3/1948
1948,7,4,0,0,0,0,0,67.01,65.49,46.35,44.81,7/4/1948
1948,7,5,0,0,0,0,0,65.59,66.05,49.44,48.7,7/5/1948
1948,7,6,0,0,0,0,0,75.74,74.32,46.73,47.08,7/6/1948
1948,7,7,0,0,0,0,0,77.39,77.31,44.86,43.98,7/7/1948
1948,7,8,0,0,0,0,0,79.72,78.71,41.69,41.03,7/8/1948
1948,7,9,0,0,0,0,0,90.82,89.81,45.58,45.25,7/9/1948
1948,7,10,0,0,0,0,0,90.43,91.66,55.45,53.9,7/10/1948
1948,7,11,0,0,0,0,0,87.02,87.41,45.2,45.64,7/11/1948
1948,7,12,0,0,0,0,0,88,87.81,49.06,48.65,7/12/1948
1948,7,13,0,0,0,0,0,93.79,92.24,50.22,49.82,7/13/1948
1948,7,14,0,0,0,0,0,99.81,99.3,53.59,53.65,7/14/1948
1948,7,15,0,0,0,0,0,94.73,93.95,53.72,53.6,7/15/1948
1948,7,16,0,0,0,0,0,87.01,84.02,50.99,50.21,7/16/1948
1948,7,17,0,0,0,0,0,80.46,80.27,50.19,49.56,7/17/1948
1948,7,18,0,0,0,0,0,85.12,84.32,48.67,48.21,7/18/1948
1948,7,19,0,0,0,0,0,82.9,82.72,47.23,46.43,7/19/1948
1948,7,20,0,0,0,0,0,78.7,75.49,48.46,48.04,7/20/1948
1948,7,21,0,0,0,0,0,78.47,77.41,50.89,51.07,7/21/1948
1948,7,22,0,0,0,0,0,75,72.93,50,50.37,7/22/1948
1948,7,23,0,0,0,0,0,71.15,69.82,51.83,52.25,7/23/1948
1948,7,24,0,0,0,0,0,80.86,81.05,50.87,49.91,7/24/1948
1948,7,25,0,0,0,0,0,84.07,83.88,47.73,46.93,7/25/1948
1948,7,26,0,0,0,0,0,88.68,87.62,45,44.32,7/26/1948
1948,7,27,0,0,0,0,0,91.65,90.99,51.47,50.11,7/27/1948
1948,7,28,0,0,0,0,0,90.78,90.45,56.46,54.32,7/28/1948
1948,7,29,0,0,0,0,0,77.12,74.19,50.42,50.45,7/29/1948
1948,7,30,0,0,0,0,0,78.69,77.32,47.56,47.04,7/30/1948
1948,7,31,0,0,0,0,0,78.32,77.01,50.25,49.68,7/31/1948
1948,8,1,0,0,0,0,0,81.69,80.78,49.83,49.34,8/1/1948
1948,8,2,0,0,0,0,0,78.54,77.21,51,50.6,8/2/1948
1948,8,3,0,0,0,0,0,75.74,74.91,50.92,50.55,8/3/1948
1948,8,4,0,0,0,0,0,78.21,77.33,50.12,49.2,8/4/1948
1948,8,5,0,0,0,0,0,85.02,84.59,47.73,47.19,8/5/1948
1948,8,6,0,0,0,0,0,83,81.01,48.05,47.6,8/6/1948
1948,8,7,0,0,0,0,0,71.02,70.48,51.54,51.35,8/7/1948
1948,8,8,0,0,0,0,0,74.41,75.03,50.33,48.56,8/8/1948
1948,8,9,0,0,0,0,0,76.64,77.33,46.19,46.18,8/9/1948
1948,8,10,0,0,0,0,0,76.56,77.08,46.55,46.26,8/10/1948
1948,8,11,0,0,0,0,0,75.72,75.37,48.28,47.56,8/11/1948
1948,8,12,0,0,0,0,0,76.37,75.69,50.25,49.84,8/12/1948
1948,8,13,0,0,0,0,0,87.06,87.47,47.67,47.35,8/13/1948
1948,8,14,0,0,0,0,0,85.85,84.85,49.36,47.81,8/14/1948
1948,8,15,0,0,0,0,0,83.24,82.79,47.53,46.07,8/15/1948
1948,8,16,0,0,0,0,0,81.8,80.95,43.59,43.25,8/16/1948
1948,8,17,0,0,0,0,0,80.9,80.59,48.87,48.06,8/17/1948
1948,8,18,0,0,0,0,0,79.67,78.56,51.44,50.51,8/18/1948
1948,8,19,0,0,0,0,0,86.53,87.28,49.95,50.43,8/19/1948
1948,8,20,0,0,0,0,0,89.31,88.23,49.92,49.87,8/20/1948
1948,8,21,0,0,0,0,0,84.78,82.4,50.67,50.14,8/21/1948
1948,8,22,0,0,0,0,0,72.51,71.3,54.31,54.94,8/22/1948
1948,8,23,0,0,0,0,0,78.25,78.45,46.62,45.83,8/23/1948
1948,8,24,0,0,0,0,0,86.39,86.47,46.16,46.23,8/24/1948
1948,8,25,0,0,0,0,0,85.99,85.59,48.49,48.34,8/25/1948
1948,8,26,0,0,0,0,0,78.72,77.18,52.35,52.16,8/26/1948
1948,8,27,0,0,0,0,0,86.86,88.36,49.91,48.94,8/27/1948
1948,8,28,0,0,0,0,0,94.2,94.38,45.9,45.57,8/28/1948
1948,8,29,0,0,0,0,0,91.83,92.24,46.96,47.21,8/29/1948
1948,8,30,0,0,0,0,0,90.42,90.25,48,46.38,8/30/1948
1948,8,31,0,0,0,0,0,90.39,90.42,49.44,49.05,8/31/1948
1948,9,1,0,0,0,0,0,90.4,90.81,47.73,47.41,9/1/1948
1948,9,2,0,0,0,0,0,93.5,94.04,43.74,43.68,9/2/1948
1948,9,3,0,0,0,0,0,92.65,92.76,51.38,49.79,9/3/1948
1948,9,4,0,0,0,0,0,84.07,83.76,45.55,44.53,9/4/1948
1948,9,5,0,0,0,0,0,79.62,77.17,45.11,44.39,9/5/1948
1948,9,6,0,0,0,0,0,83.76,82.49,47.77,47.15,9/6/1948
