"APPLICATION_NUMBER","WATER_RIGHT_ID","YEAR","MONTH","AMOUNT","DIVERSION_TYPE","ASSIGNED_PRIORITY_DATE"
"A014942",4249,2018,3,0,"DIRECT","19520730"
"A014942",4249,2018,4,0,"DIRECT","19520730"
"A014942",4249,2018,4,0,"STORAGE","19520730"
"A014942",4249,2018,5,0,"DIRECT","19520730"
"A014942",4249,2018,5,0,"STORAGE","19520730"
"A014942",4249,2018,6,0,"STORAGE","19520730"
"A014942",4249,2018,6,0,"DIRECT","19520730"
"A014942",4249,2018,7,0,"STORAGE","19520730"
"A014942",4249,2018,7,0,"DIRECT","19520730"
"A014942",4249,2018,8,0,"DIRECT","19520730"
"A014942",4249,2018,8,0,"STORAGE","19520730"
"A014942",4249,2018,9,0,"STORAGE","19520730"
"A014942",4249,2018,9,0,"DIRECT","19520730"
"A014942",4249,2018,10,0,"DIRECT","19520730"
"A014942",4249,2018,10,0,"STORAGE","19520730"
"A014942",4249,2018,11,0,"DIRECT","19520730"
"A014942",4249,2018,11,0,"STORAGE","19520730"
"A014942",4249,2018,12,0,"DIRECT","19520730"
"A014942",4249,2018,12,0,"STORAGE","19520730"
"A014942",4249,2019,1,0,"STORAGE","19520730"
"A014942",4249,2019,1,0,"DIRECT","19520730"
"A014942",4249,2019,2,0,"STORAGE","19520730"
"A014942",4249,2019,2,0,"DIRECT","19520730"
"A014942",4249,2019,3,0,"STORAGE","19520730"
"A014942",4249,2019,3,0,"DIRECT","19520730"
"A014942",4249,2019,4,0,"DIRECT","19520730"
"A014942",4249,2019,4,0,"STORAGE","19520730"
"A014942",4249,2019,5,0,"STORAGE","19520730"
"A014942",4249,2019,5,0,"DIRECT","19520730"
"A014942",4249,2019,6,0,"DIRECT","19520730"
"A014942",4249,2019,6,0,"STORAGE","19520730"
"A014942",4249,2019,7,0,"DIRECT","19520730"
"A014942",4249,2019,7,0,"STORAGE","19520730"
"A014942",4249,2019,8,0,"STORAGE","19520730"
"A014942",4249,2019,8,0,"DIRECT","19520730"
"A014942",4249,2019,9,0,"STORAGE","19520730"
"A014942",4249,2019,9,0,"DIRECT","19520730"
"A014942",4249,2019,10,0,"STORAGE","19520730"
"A014942",4249,2019,10,0,"DIRECT","19520730"
"A014942",4249,2019,11,0,"DIRECT","19520730"
"A014942",4249,2019,11,0,"STORAGE","19520730"
"A014942",4249,2019,12,0,"STORAGE","19520730"
"A014942",4249,2019,12,0,"DIRECT","19520730"
"A014942",4249,2020,1,0,"STORAGE","19520730"
"A014942",4249,2020,1,0,"DIRECT","19520730"
"A014942",4249,2020,2,0,"STORAGE","19520730"
"A014942",4249,2020,2,0,"DIRECT","19520730"
"A014942",4249,2020,3,0,"DIRECT","19520730"
"A014942",4249,2020,3,0,"STORAGE","19520730"
"A014942",4249,2020,4,0,"DIRECT","19520730"
"A014942",4249,2020,4,0,"STORAGE","19520730"
"A014942",4249,2020,5,0,"STORAGE","19520730"
"A014942",4249,2020,5,0,"DIRECT","19520730"
"A014942",4249,2020,6,0,"STORAGE","19520730"
"A014942",4249,2020,6,0,"DIRECT","19520730"
"A014942",4249,2020,7,0,"STORAGE","19520730"
"A014942",4249,2020,7,0,"DIRECT","19520730"
"A014942",4249,2020,8,0,"STORAGE","19520730"
"A014942",4249,2020,8,0,"DIRECT","19520730"
"A014942",4249,2020,9,0,"DIRECT","19520730"
"A014942",4249,2020,9,0,"STORAGE","19520730"
"A014942",4249,2020,10,0,"DIRECT","19520730"
"A014942",4249,2020,10,0,"STORAGE","19520730"
"A014942",4249,2020,11,0,"DIRECT","19520730"
"A014942",4249,2020,11,0,"STORAGE","19520730"
"A014942",4249,2020,12,0,"STORAGE","19520730"
"A014942",4249,2020,12,0,"DIRECT","19520730"
"A014942",4249,2021,1,0,"DIRECT","19520730"
"A014942",4249,2021,1,0,"STORAGE","19520730"
"A014942",4249,2021,2,0,"DIRECT","19520730"
"A014942",4249,2021,2,0,"STORAGE","19520730"
"A014942",4249,2021,3,0,"STORAGE","19520730"
"A014942",4249,2021,3,0,"DIRECT","19520730"
"A014942",4249,2021,4,0,"STORAGE","19520730"
"A014942",4249,2021,4,0,"DIRECT","19520730"
"A014942",4249,2021,5,0,"DIRECT","19520730"
"A014942",4249,2021,5,0,"STORAGE","19520730"
"A014942",4249,2021,6,0,"DIRECT","19520730"
"A014942",4249,2021,6,0,"STORAGE","19520730"
"A014942",4249,2021,7,0,"STORAGE","19520730"
"A014942",4249,2021,7,0,"DIRECT","19520730"
"A014942",4249,2021,8,0,"DIRECT","19520730"
"A014942",4249,2021,8,0,"STORAGE","19520730"
"A014942",4249,2021,9,0,"STORAGE","19520730"
"A014942",4249,2021,9,0,"DIRECT","19520730"
"A014942",4249,2021,10,0,"STORAGE","19520730"
"A014942",4249,2021,10,0,"DIRECT","19520730"
"A014942",4249,2021,11,0,"STORAGE","19520730"
"A014942",4249,2021,11,0,"DIRECT","19520730"
"A014942",4249,2021,12,0,"DIRECT","19520730"
"A014942",4249,2021,12,0,"STORAGE","19520730"
"A014942",4249,2022,1,0,"STORAGE","19520730"
"A014942",4249,2022,1,0,"DIRECT","19520730"
"A014942",4249,2022,2,0,"DIRECT","19520730"
"A014942",4249,2022,2,0,"STORAGE","19520730"
"A014942",4249,2022,3,0,"DIRECT","19520730"
"A014942",4249,2022,3,0,"STORAGE","19520730"
"A014942",4249,2022,4,0,"DIRECT","19520730"
"A014942",4249,2022,4,0,"STORAGE","19520730"
"A014942",4249,2022,5,0,"DIRECT","19520730"
"A014942",4249,2022,5,0,"STORAGE","19520730"
"A014942",4249,2022,6,0,"DIRECT","19520730"
"A014942",4249,2022,6,0,"STORAGE","19520730"
"A014942",4249,2022,7,0,"STORAGE","19520730"
"A014942",4249,2022,7,0,"DIRECT","19520730"
"A014942",4249,2022,8,0,"DIRECT","19520730"
"A014942",4249,2022,8,0,"STORAGE","19520730"
"A014942",4249,2022,9,0,"DIRECT","19520730"
"A014942",4249,2022,9,0,"STORAGE","19520730"
"A014942",4249,2022,10,0,"STORAGE","19520730"
"A014942",4249,2022,10,0,"DIRECT","19520730"
"A014942",4249,2022,11,0,"DIRECT","19520730"
"A014942",4249,2022,11,0,"STORAGE","19520730"
"A014942",4249,2022,12,0,"STORAGE","19520730"
"A014942",4249,2022,12,0,"DIRECT","19520730"
"A015075",4310,2017,1,0,"DIRECT","19521106"
"A015075",4310,2017,1,0,"STORAGE","19521106"
"A015075",4310,2017,2,0,"DIRECT","19521106"
"A015075",4310,2017,2,0,"STORAGE","19521106"
"A015075",4310,2017,3,0,"STORAGE","19521106"
"A015075",4310,2017,3,0,"DIRECT","19521106"
"A015075",4310,2017,4,0,"STORAGE","19521106"
"A015075",4310,2017,4,0,"DIRECT","19521106"
"A015075",4310,2017,5,0,"STORAGE","19521106"
"A015075",4310,2017,5,0,"DIRECT","19521106"
"A015075",4310,2017,6,0,"DIRECT","19521106"
"A015075",4310,2017,6,0,"STORAGE","19521106"
"A015075",4310,2017,7,0,"DIRECT","19521106"
"A015075",4310,2017,7,0,"STORAGE","19521106"
"A015075",4310,2017,8,0,"STORAGE","19521106"
"A015075",4310,2017,8,0,"DIRECT","19521106"
"A015075",4310,2017,9,0,"DIRECT","19521106"
"A015075",4310,2017,9,0,"STORAGE","19521106"
"A015075",4310,2017,10,0,"STORAGE","19521106"
"A015075",4310,2017,10,0,"DIRECT","19521106"
"A015075",4310,2017,11,0,"STORAGE","19521106"
"A015075",4310,2017,11,0,"DIRECT","19521106"
"A015075",4310,2017,12,0,"STORAGE","19521106"
"A015075",4310,2017,12,0,"DIRECT","19521106"
"A015075",4310,2018,1,0,"DIRECT","19521106"
"A015075",4310,2018,1,0,"STORAGE","19521106"
"A015075",4310,2018,2,0,"DIRECT","19521106"
"A015075",4310,2018,2,0,"STORAGE","19521106"
"A015075",4310,2018,3,0,"DIRECT","19521106"
"A015075",4310,2018,3,0,"STORAGE","19521106"
"A015075",4310,2018,4,0,"DIRECT","19521106"
"A015075",4310,2018,4,0,"STORAGE","19521106"
"A015075",4310,2018,5,0,"STORAGE","19521106"
"A015075",4310,2018,5,0,"DIRECT","19521106"
"A015075",4310,2018,6,0,"DIRECT","19521106"
"A015075",4310,2018,6,0,"STORAGE","19521106"
"A015075",4310,2018,7,0,"STORAGE","19521106"
"A015075",4310,2018,7,0,"DIRECT","19521106"
"A015075",4310,2018,8,0,"STORAGE","19521106"
"A015075",4310,2018,8,0,"DIRECT","19521106"
"A015075",4310,2018,9,0,"DIRECT","19521106"
"A015075",4310,2018,9,0,"STORAGE","19521106"
"A015075",4310,2018,10,0,"DIRECT","19521106"
"A015075",4310,2018,10,0,"STORAGE","19521106"
"A015075",4310,2018,11,0,"STORAGE","19521106"
"A015075",4310,2018,11,0,"DIRECT","19521106"
"A015075",4310,2018,12,0,"DIRECT","19521106"
"A015075",4310,2018,12,0,"STORAGE","19521106"
"A015075",4310,2019,1,0,"STORAGE","19521106"
"A015075",4310,2019,1,0,"DIRECT","19521106"
"A015075",4310,2019,2,0,"DIRECT","19521106"
"A015075",4310,2019,2,0,"STORAGE","19521106"
"A015075",4310,2019,3,0,"DIRECT","19521106"
"A015075",4310,2019,3,0,"STORAGE","19521106"
"A015075",4310,2019,4,0,"STORAGE","19521106"
"A015075",4310,2019,4,0,"DIRECT","19521106"
"A015075",4310,2019,5,0,"STORAGE","19521106"
"A015075",4310,2019,5,0,"DIRECT","19521106"
"A015075",4310,2019,6,0,"STORAGE","19521106"
"A015075",4310,2019,6,0,"DIRECT","19521106"
"A015075",4310,2019,7,0,"DIRECT","19521106"
"A015075",4310,2019,7,0,"STORAGE","19521106"
"A015075",4310,2019,8,0,"DIRECT","19521106"
"A015075",4310,2019,8,0,"STORAGE","19521106"
"A015075",4310,2019,9,0,"DIRECT","19521106"
"A015075",4310,2019,9,0,"STORAGE","19521106"
"A015075",4310,2019,10,0,"DIRECT","19521106"
"A015075",4310,2019,10,0,"STORAGE","19521106"
"A015075",4310,2019,11,0,"DIRECT","19521106"
"A015075",4310,2019,11,0,"STORAGE","19521106"
"A015075",4310,2019,12,0,"STORAGE","19521106"
"A015075",4310,2019,12,0,"DIRECT","19521106"
"A015075",4310,2020,1,0,"DIRECT","19521106"
"A015075",4310,2020,2,0,"DIRECT","19521106"
"A015075",4310,2020,3,0,"DIRECT","19521106"
"A015075",4310,2020,4,0,"DIRECT","19521106"
"A015075",4310,2020,5,0,"DIRECT","19521106"
"A015075",4310,2020,6,0,"DIRECT","19521106"
"A015075",4310,2020,7,0,"DIRECT","19521106"
"A015075",4310,2020,8,0,"DIRECT","19521106"
"A015075",4310,2020,9,0,"DIRECT","19521106"
"A015075",4310,2020,10,0,"DIRECT","19521106"
"A015075",4310,2020,11,0,"DIRECT","19521106"
"A015075",4310,2020,12,0,"DIRECT","19521106"
"A015075",4310,2021,1,0,"DIRECT","19521106"
"A015075",4310,2021,2,0,"DIRECT","19521106"
"A015075",4310,2021,3,0,"DIRECT","19521106"
"A015075",4310,2021,4,0,"DIRECT","19521106"
"A015075",4310,2021,5,0,"DIRECT","19521106"
"A015075",4310,2021,6,0,"DIRECT","19521106"
"A015075",4310,2021,7,0,"DIRECT","19521106"
"A015075",4310,2021,8,0,"DIRECT","19521106"
"A015075",4310,2021,9,0,"DIRECT","19521106"
"A015075",4310,2022,1,0,"DIRECT","19521106"
"A015075",4310,2022,2,0,"DIRECT","19521106"
"A015075",4310,2022,3,0,"DIRECT","19521106"
"A015075",4310,2022,4,0,"DIRECT","19521106"
"A015075",4310,2022,5,0,"DIRECT","19521106"
"A015075",4310,2022,6,0,"DIRECT","19521106"
"A015075",4310,2022,7,0,"DIRECT","19521106"
"A015075",4310,2022,8,0,"DIRECT","19521106"
"A015075",4310,2022,9,0,"DIRECT","19521106"
"A015075",4310,2022,10,0,"DIRECT","19521106"
"A015075",4310,2022,11,0,"DIRECT","19521106"
"A015075",4310,2022,12,0,"DIRECT","19521106"
"A015721",4640,2017,1,0,"STORAGE","19540210"
"A015721",4640,2017,1,0,"DIRECT","19540210"
"A015721",4640,2017,2,0,"DIRECT","19540210"
"A015721",4640,2017,2,0,"STORAGE","19540210"
"A015721",4640,2017,3,0,"DIRECT","19540210"
"A015721",4640,2017,3,0,"STORAGE","19540210"
"A015721",4640,2017,4,0,"STORAGE","19540210"
"A015721",4640,2017,4,0,"DIRECT","19540210"
"A015721",4640,2017,5,0,"STORAGE","19540210"
"A015721",4640,2017,5,0,"DIRECT","19540210"
"A015721",4640,2017,6,0,"STORAGE","19540210"
"A015721",4640,2017,6,15.9,"DIRECT","19540210"
"A015721",4640,2017,7,61.5,"DIRECT","19540210"
"A015721",4640,2017,7,0,"STORAGE","19540210"
"A015721",4640,2017,8,61.5,"DIRECT","19540210"
"A015721",4640,2017,8,0,"STORAGE","19540210"
"A015721",4640,2017,9,59.5,"DIRECT","19540210"
"A015721",4640,2017,9,0,"STORAGE","19540210"
"A015721",4640,2017,10,58.6,"DIRECT","19540210"
"A015721",4640,2017,10,0,"STORAGE","19540210"
"A015721",4640,2017,11,0,"DIRECT","19540210"
"A015721",4640,2017,11,0,"STORAGE","19540210"
"A015721",4640,2017,12,0,"STORAGE","19540210"
"A015721",4640,2017,12,0,"DIRECT","19540210"
"A015721",4640,2018,1,0,"STORAGE","19540210"
"A015721",4640,2018,1,0,"DIRECT","19540210"
"A015721",4640,2018,2,0,"STORAGE","19540210"
"A015721",4640,2018,2,0,"DIRECT","19540210"
"A015721",4640,2018,3,0,"STORAGE","19540210"
"A015721",4640,2018,3,0,"DIRECT","19540210"
"A015721",4640,2018,4,0,"DIRECT","19540210"
"A015721",4640,2018,4,0,"STORAGE","19540210"
"A015721",4640,2018,5,0,"DIRECT","19540210"
"A015721",4640,2018,5,0,"STORAGE","19540210"
"A015721",4640,2018,6,0,"STORAGE","19540210"
"A015721",4640,2018,6,57.4,"DIRECT","19540210"
"A015721",4640,2018,7,0,"STORAGE","19540210"
"A015721",4640,2018,7,61.4,"DIRECT","19540210"
"A015721",4640,2018,8,61.4,"DIRECT","19540210"
"A015721",4640,2018,8,0,"STORAGE","19540210"
"A015721",4640,2018,9,0,"STORAGE","19540210"
"A015721",4640,2018,9,59,"DIRECT","19540210"
"A015721",4640,2018,10,54.9,"DIRECT","19540210"
"A015721",4640,2018,10,0,"STORAGE","19540210"
"A015721",4640,2018,11,43.4,"DIRECT","19540210"
"A015721",4640,2018,11,0,"STORAGE","19540210"
"A015721",4640,2018,12,16,"DIRECT","19540210"
"A015721",4640,2018,12,0,"STORAGE","19540210"
"A015721",4640,2019,1,0,"STORAGE","19540210"
"A015721",4640,2019,1,0,"DIRECT","19540210"
"A015721",4640,2019,2,0,"DIRECT","19540210"
"A015721",4640,2019,2,0,"STORAGE","19540210"
"A015721",4640,2019,3,0,"DIRECT","19540210"
"A015721",4640,2019,3,0,"STORAGE","19540210"
"A015721",4640,2019,4,0,"STORAGE","19540210"
"A015721",4640,2019,4,0,"DIRECT","19540210"
"A015721",4640,2019,5,0,"STORAGE","19540210"
"A015721",4640,2019,5,0,"DIRECT","19540210"
"A015721",4640,2019,6,0,"STORAGE","19540210"
"A015721",4640,2019,6,0,"DIRECT","19540210"
"A015721",4640,2019,7,61.49,"DIRECT","19540210"
"A015721",4640,2019,7,0,"STORAGE","19540210"
"A015721",4640,2019,8,61.49,"DIRECT","19540210"
"A015721",4640,2019,8,0,"STORAGE","19540210"
"A015721",4640,2019,9,58.85,"DIRECT","19540210"
"A015721",4640,2019,9,0,"STORAGE","19540210"
"A015721",4640,2019,10,57.59,"DIRECT","19540210"
"A015721",4640,2019,10,0,"STORAGE","19540210"
"A015721",4640,2019,11,0,"DIRECT","19540210"
"A015721",4640,2019,11,0,"STORAGE","19540210"
"A015721",4640,2019,12,0,"STORAGE","19540210"
"A015721",4640,2019,12,0,"DIRECT","19540210"
"A015721",4640,2020,1,0,"DIRECT","19540210"
"A015721",4640,2020,1,0,"STORAGE","19540210"
"A015721",4640,2020,2,0,"STORAGE","19540210"
"A015721",4640,2020,2,0,"DIRECT","19540210"
"A015721",4640,2020,3,0,"DIRECT","19540210"
"A015721",4640,2020,3,0,"STORAGE","19540210"
"A015721",4640,2020,4,42.9,"DIRECT","19540210"
"A015721",4640,2020,4,0,"STORAGE","19540210"
"A015721",4640,2020,5,0,"STORAGE","19540210"
"A015721",4640,2020,5,60,"DIRECT","19540210"
"A015721",4640,2020,6,59.5,"DIRECT","19540210"
"A015721",4640,2020,6,0,"STORAGE","19540210"
"A015721",4640,2020,7,61.5,"DIRECT","19540210"
"A015721",4640,2020,7,0,"STORAGE","19540210"
"A015721",4640,2020,8,61.5,"DIRECT","19540210"
"A015721",4640,2020,8,0,"STORAGE","19540210"
"A015721",4640,2020,9,59.5,"DIRECT","19540210"
"A015721",4640,2020,9,0,"STORAGE","19540210"
"A015721",4640,2020,10,61,"DIRECT","19540210"
"A015721",4640,2020,10,0,"STORAGE","19540210"
"A015721",4640,2020,11,0,"STORAGE","19540210"
"A015721",4640,2020,11,47.4,"DIRECT","19540210"
"A015721",4640,2020,12,40.4,"DIRECT","19540210"
"A015721",4640,2020,12,0,"STORAGE","19540210"
"A015721",4640,2021,1,3.85,"DIRECT","19540210"
"A015721",4640,2021,1,0,"STORAGE","19540210"
"A015721",4640,2021,2,0,"STORAGE","19540210"
"A015721",4640,2021,2,2.79,"DIRECT","19540210"
"A015721",4640,2021,3,0,"STORAGE","19540210"
"A015721",4640,2021,3,21.78,"DIRECT","19540210"
"A015721",4640,2021,4,56.87,"DIRECT","19540210"
"A015721",4640,2021,4,0,"STORAGE","19540210"
"A015721",4640,2021,5,0,"STORAGE","19540210"
"A015721",4640,2021,5,60.52,"DIRECT","19540210"
"A015721",4640,2021,6,0,"STORAGE","19540210"
"A015721",4640,2021,6,59.49,"DIRECT","19540210"
"A015721",4640,2021,7,61.49,"DIRECT","19540210"
"A015721",4640,2021,7,0,"STORAGE","19540210"
"A015721",4640,2021,8,3.97,"DIRECT","19540210"
"A015721",4640,2021,8,0,"STORAGE","19540210"
"A015721",4640,2021,9,0,"DIRECT","19540210"
"A015721",4640,2021,9,0,"STORAGE","19540210"
"A015721",4640,2021,10,0,"DIRECT","19540210"
"A015721",4640,2021,10,0,"STORAGE","19540210"
"A015721",4640,2021,11,0,"DIRECT","19540210"
"A015721",4640,2021,11,0,"STORAGE","19540210"
"A015721",4640,2021,12,0,"DIRECT","19540210"
"A015721",4640,2021,12,0,"STORAGE","19540210"
"A015721",4640,2022,1,0,"STORAGE","19540210"
"A015721",4640,2022,1,0,"DIRECT","19540210"
"A015721",4640,2022,2,0,"STORAGE","19540210"
"A015721",4640,2022,2,34.05,"DIRECT","19540210"
"A015721",4640,2022,3,47.57,"DIRECT","19540210"
"A015721",4640,2022,3,0,"STORAGE","19540210"
"A015721",4640,2022,4,0,"STORAGE","19540210"
"A015721",4640,2022,4,35.59,"DIRECT","19540210"
"A015721",4640,2022,5,55.29,"DIRECT","19540210"
"A015721",4640,2022,5,0,"STORAGE","19540210"
"A015721",4640,2022,6,55.75,"DIRECT","19540210"
"A015721",4640,2022,6,0,"STORAGE","19540210"
"A015721",4640,2022,7,61.31,"DIRECT","19540210"
"A015721",4640,2022,7,0,"STORAGE","19540210"
"A015721",4640,2022,8,7.93,"DIRECT","19540210"
"A015721",4640,2022,8,0,"STORAGE","19540210"
"A015721",4640,2022,9,0,"DIRECT","19540210"
"A015721",4640,2022,9,0,"STORAGE","19540210"
"A015721",4640,2022,10,11.82,"DIRECT","19540210"
"A015721",4640,2022,10,0,"STORAGE","19540210"
"A015721",4640,2022,11,0,"STORAGE","19540210"
"A015721",4640,2022,11,29.91,"DIRECT","19540210"
"A015721",4640,2022,12,0,"STORAGE","19540210"
"A015721",4640,2022,12,15.91,"DIRECT","19540210"
"A016077",4801,2017,1,0,"DIRECT","19541004"
"A016077",4801,2017,1,0,"STORAGE","19541004"
"A016077",4801,2017,2,0,"STORAGE","19541004"
"A016077",4801,2017,2,0,"DIRECT","19541004"
"A016077",4801,2017,3,0,"STORAGE","19541004"
"A016077",4801,2017,3,0,"DIRECT","19541004"
"A016077",4801,2017,4,0,"STORAGE","19541004"
"A016077",4801,2017,4,0,"DIRECT","19541004"
"A016077",4801,2017,5,0,"STORAGE","19541004"
"A016077",4801,2017,5,0,"DIRECT","19541004"
"A016077",4801,2017,6,0,"DIRECT","19541004"
"A016077",4801,2017,6,0,"STORAGE","19541004"
"A016077",4801,2017,7,0,"DIRECT","19541004"
"A016077",4801,2017,7,0,"STORAGE","19541004"
"A016077",4801,2017,8,0,"STORAGE","19541004"
"A016077",4801,2017,8,0,"DIRECT","19541004"
"A016077",4801,2017,9,0,"STORAGE","19541004"
"A016077",4801,2017,9,0,"DIRECT","19541004"
"A016077",4801,2017,10,0,"STORAGE","19541004"
"A016077",4801,2017,10,0,"DIRECT","19541004"
"A016077",4801,2017,11,0,"DIRECT","19541004"
"A016077",4801,2017,11,0,"STORAGE","19541004"
"A016077",4801,2017,12,0,"DIRECT","19541004"
"A016077",4801,2017,12,0,"STORAGE","19541004"
"A016077",4801,2018,1,0,"STORAGE","19541004"
"A016077",4801,2018,1,0,"DIRECT","19541004"
"A016077",4801,2018,2,0,"STORAGE","19541004"
"A016077",4801,2018,2,0,"DIRECT","19541004"
"A016077",4801,2018,3,0,"DIRECT","19541004"
"A016077",4801,2018,3,0,"STORAGE","19541004"
"A016077",4801,2018,4,0,"STORAGE","19541004"
"A016077",4801,2018,4,0,"DIRECT","19541004"
"A016077",4801,2018,5,0,"DIRECT","19541004"
"A016077",4801,2018,5,0,"STORAGE","19541004"
"A016077",4801,2018,6,0,"DIRECT","19541004"
"A016077",4801,2018,6,0,"STORAGE","19541004"
"A016077",4801,2018,7,0,"STORAGE","19541004"
"A016077",4801,2018,7,0,"DIRECT","19541004"
"A016077",4801,2018,8,0,"STORAGE","19541004"
"A016077",4801,2018,8,0,"DIRECT","19541004"
"A016077",4801,2018,9,0,"STORAGE","19541004"
"A016077",4801,2018,9,0,"DIRECT","19541004"
"A016077",4801,2018,10,0,"STORAGE","19541004"
"A016077",4801,2018,10,0,"DIRECT","19541004"
"A016077",4801,2018,11,0,"DIRECT","19541004"
"A016077",4801,2018,11,0,"STORAGE","19541004"
"A016077",4801,2018,12,0,"DIRECT","19541004"
"A016077",4801,2018,12,0,"STORAGE","19541004"
"A016077",4801,2019,1,0,"DIRECT","19541004"
"A016077",4801,2019,1,0,"STORAGE","19541004"
"A016077",4801,2019,2,0,"DIRECT","19541004"
"A016077",4801,2019,2,0,"STORAGE","19541004"
"A016077",4801,2019,3,0,"DIRECT","19541004"
"A016077",4801,2019,3,0,"STORAGE","19541004"
"A016077",4801,2019,4,0,"STORAGE","19541004"
"A016077",4801,2019,4,0,"DIRECT","19541004"
"A016077",4801,2019,5,0,"STORAGE","19541004"
"A016077",4801,2019,5,0,"DIRECT","19541004"
"A016077",4801,2019,6,0,"STORAGE","19541004"
"A016077",4801,2019,6,0,"DIRECT","19541004"
"A016077",4801,2019,7,0,"STORAGE","19541004"
"A016077",4801,2019,7,0,"DIRECT","19541004"
"A016077",4801,2019,8,0,"STORAGE","19541004"
"A016077",4801,2019,8,0,"DIRECT","19541004"
"A016077",4801,2019,9,0,"DIRECT","19541004"
"A016077",4801,2019,9,0,"STORAGE","19541004"
"A016077",4801,2019,10,0,"STORAGE","19541004"
"A016077",4801,2019,10,0,"DIRECT","19541004"
"A016077",4801,2019,11,0,"DIRECT","19541004"
"A016077",4801,2019,11,0,"STORAGE","19541004"
"A016077",4801,2019,12,0,"DIRECT","19541004"
"A016077",4801,2019,12,0,"STORAGE","19541004"
"A016077",4801,2020,1,0,"DIRECT","19541004"
"A016077",4801,2020,1,0,"STORAGE","19541004"
"A016077",4801,2020,2,0,"STORAGE","19541004"
"A016077",4801,2020,2,0,"DIRECT","19541004"
"A016077",4801,2020,3,0,"STORAGE","19541004"
"A016077",4801,2020,3,0,"DIRECT","19541004"
"A016077",4801,2020,4,0,"DIRECT","19541004"
"A016077",4801,2020,4,0,"STORAGE","19541004"
"A016077",4801,2020,5,0,"DIRECT","19541004"
"A016077",4801,2020,5,0,"STORAGE","19541004"
"A016077",4801,2020,6,0,"DIRECT","19541004"
"A016077",4801,2020,6,0,"STORAGE","19541004"
"A016077",4801,2020,7,0,"STORAGE","19541004"
"A016077",4801,2020,7,0,"DIRECT","19541004"
"A016077",4801,2020,8,0,"STORAGE","19541004"
"A016077",4801,2020,8,0,"DIRECT","19541004"
"A016077",4801,2020,9,0,"STORAGE","19541004"
"A016077",4801,2020,9,0,"DIRECT","19541004"
"A016077",4801,2020,10,0,"STORAGE","19541004"
"A016077",4801,2020,10,0,"DIRECT","19541004"
"A016077",4801,2020,11,0,"STORAGE","19541004"
"A016077",4801,2020,11,0,"DIRECT","19541004"
"A016077",4801,2020,12,0,"DIRECT","19541004"
"A016077",4801,2020,12,0,"STORAGE","19541004"
"A016077",4801,2021,1,0,"DIRECT","19541004"
"A016077",4801,2021,1,0,"STORAGE","19541004"
"A016077",4801,2021,2,0,"DIRECT","19541004"
"A016077",4801,2021,2,0,"STORAGE","19541004"
"A016077",4801,2021,3,0,"STORAGE","19541004"
"A016077",4801,2021,3,0,"DIRECT","19541004"
"A016077",4801,2021,4,0,"STORAGE","19541004"
"A016077",4801,2021,4,0,"DIRECT","19541004"
"A016077",4801,2021,5,0,"STORAGE","19541004"
"A016077",4801,2021,5,0,"DIRECT","19541004"
"A016077",4801,2021,6,0,"DIRECT","19541004"
"A016077",4801,2021,6,0,"STORAGE","19541004"
"A016077",4801,2021,7,0,"STORAGE","19541004"
"A016077",4801,2021,7,0,"DIRECT","19541004"
"A016077",4801,2021,8,0,"DIRECT","19541004"
"A016077",4801,2021,8,0,"STORAGE","19541004"
"A016077",4801,2021,9,0,"STORAGE","19541004"
"A016077",4801,2021,9,0,"DIRECT","19541004"
"A016077",4801,2021,10,0,"STORAGE","19541004"
"A016077",4801,2021,10,0,"DIRECT","19541004"
"A016077",4801,2021,11,0,"STORAGE","19541004"
"A016077",4801,2021,11,0,"DIRECT","19541004"
"A016077",4801,2021,12,0,"DIRECT","19541004"
"A016077",4801,2021,12,0,"STORAGE","19541004"
"A016077",4801,2022,1,0,"DIRECT","19541004"
"A016077",4801,2022,1,0,"STORAGE","19541004"
"A016077",4801,2022,2,0,"DIRECT","19541004"
"A016077",4801,2022,2,0,"STORAGE","19541004"
"A016077",4801,2022,3,0,"DIRECT","19541004"
"A016077",4801,2022,3,0,"STORAGE","19541004"
"A016077",4801,2022,4,0,"STORAGE","19541004"
"A016077",4801,2022,4,0,"DIRECT","19541004"
"A016077",4801,2022,5,0,"STORAGE","19541004"
"A016077",4801,2022,5,0,"DIRECT","19541004"
"A016077",4801,2022,6,0,"STORAGE","19541004"
"A016077",4801,2022,6,0,"DIRECT","19541004"
"A016077",4801,2022,7,0,"STORAGE","19541004"
"A016077",4801,2022,7,0,"DIRECT","19541004"
"A016077",4801,2022,8,0,"STORAGE","19541004"
"A016077",4801,2022,8,0,"DIRECT","19541004"
"A016077",4801,2022,9,0,"DIRECT","19541004"
"A016077",4801,2022,9,0,"STORAGE","19541004"
"A016077",4801,2022,10,0,"STORAGE","19541004"
"A016077",4801,2022,10,0,"DIRECT","19541004"
"A016077",4801,2022,11,0,"DIRECT","19541004"
"A016077",4801,2022,11,0,"STORAGE","19541004"
"A016077",4801,2022,12,0,"DIRECT","19541004"
"A016077",4801,2022,12,0,"STORAGE","19541004"
"A016457",5005,2017,1,0,"DIRECT","19550711"
"A016457",5005,2017,1,0,"STORAGE","19550711"
"A016457",5005,2017,2,0,"STORAGE","19550711"
"A016457",5005,2017,2,0,"DIRECT","19550711"
