24
basin_cfs 1
basin_stflow_in 1
basin_stflow_out 1
basin_sroff_cfs 1
basin_sroff 1
basin_sroffp 1
basin_pref_stor 1
basin_prefflow 1
basin_recharge 1
basin_soil_moist 1
basin_soil_rechr 1
basin_slowflow 1
basin_slstor 1
basin_ssflow 1
basin_ssflow_cfs 1
basin_dunnian 1
basin_hortonian 1
basin_imperv_stor 1
basin_infil 1
basin_gwflow 1
basin_gwflow_cfs 1
basin_gwsink 1
basin_gwin 1
basin_gwstor 1
1 1990 1 1 0 0 0 563.833140 0.017048 0.017048 143.568221 0.004341 0.007914 0.015186 0.001501 0.000023 7.086708 0.487787 0.000138 0.012149 0.001639 54.216958 0.000573 0.003768 0.000223 0.129855 0.011068 366.047962 0.000000 0.010094 0.088955 
2 1990 1 2 0 0 0 441.173981 0.013339 0.013339 116.778405 0.003531 0.009236 0.030170 0.002609 0.000040 7.191780 0.615988 0.000142 0.019496 0.002751 90.985523 0.000215 0.003316 0.000138 0.151294 0.007057 233.410053 0.000000 0.009717 0.081937 
3 1990 1 3 0 0 0 212.210336 0.006416 0.006416 0.330514 0.000010 0.000000 0.026399 0.001332 0.000035 7.172764 0.614283 0.000090 0.019225 0.001422 47.039853 0.000010 0.000000 0.000018 0.000132 0.004984 164.839969 0.000000 0.009335 0.076988 
4 1990 1 4 0 0 0 168.904593 0.005107 0.005107 0.290104 0.000009 0.000000 0.023198 0.001127 0.000032 7.149592 0.611414 0.000086 0.018951 0.001213 40.126865 0.000009 0.000000 0.000006 0.000000 0.003885 128.487623 0.000000 0.008969 0.073136 
5 1990 1 5 0 0 0 143.393809 0.004336 0.004336 0.256586 0.000008 0.000000 0.020657 0.000967 0.000030 7.122980 0.608865 0.000083 0.018798 0.001050 34.719933 0.000008 0.000000 0.000003 0.001584 0.003278 108.417290 0.000000 0.008617 0.069887 
6 1990 1 6 0 0 0 200.253948 0.006055 0.006055 49.171191 0.001487 0.003976 0.024473 0.001409 0.000074 7.142798 0.652287 0.000219 0.020899 0.001627 53.819285 0.000150 0.001337 0.000019 0.055035 0.002941 97.263472 0.000000 0.008327 0.067021 
7 1990 1 7 0 0 0 4129.851779 0.124871 0.124871 1864.018857 0.056361 0.120338 0.119818 0.046679 0.004691 8.227964 1.968131 0.018525 0.267161 0.065204 2156.483823 0.004565 0.051796 0.000245 1.526846 0.003306 109.349100 0.000000 0.013089 0.068406 
8 1990 1 8 0 0 0 4050.179642 0.122462 0.122462 1292.068941 0.039067 0.103584 0.163927 0.049957 0.013145 9.126122 2.857273 0.028855 0.502705 0.078811 2606.519499 0.001292 0.037775 0.000045 1.317547 0.004584 151.591202 0.000000 0.022528 0.076968 
9 1990 1 9 0 0 0 1405.527505 0.042498 0.042498 175.467888 0.005305 0.014215 0.141653 0.015917 0.011506 9.203701 2.889387 0.016255 0.510728 0.032172 1064.018868 0.000425 0.004880 0.000012 0.156998 0.005020 166.040749 0.000000 0.021721 0.083453 
10 1990 1 10 0 0 0 895.054532 0.027063 0.027063 3.363327 0.000102 0.000000 0.115136 0.009455 0.009252 9.182133 2.868435 0.012444 0.481580 0.021900 724.291425 0.000102 0.000000 0.000003 0.000872 0.005062 167.399780 0.000000 0.020042 0.087643 
11 1990 1 11 0 0 0 759.537623 0.022966 0.022966 2.721090 0.000082 0.000000 0.095588 0.007038 0.007681 9.151705 2.838899 0.010867 0.455602 0.017905 592.177151 0.000082 0.000000 0.000001 0.002116 0.004978 164.639382 0.000000 0.018857 0.090346 
12 1990 1 12 0 0 0 2061.312258 0.062326 0.062326 656.519489 0.019851 0.041569 0.122358 0.017838 0.010791 9.448166 3.155679 0.019324 0.565336 0.037162 1229.047102 0.002104 0.017747 0.000153 0.521532 0.005314 175.745668 0.000000 0.022675 0.095823 
13 1990 1 13 0 0 0 7920.575827 0.239489 0.239489 2073.750359 0.062702 0.142014 0.188992 0.067434 0.046419 10.270296 3.643012 0.099419 1.194635 0.166853 5518.316833 0.006067 0.056636 0.000263 1.766532 0.009933 328.508636 0.000000 0.062541 0.132309 
14 1990 1 14 0 0 0 6257.915188 0.189216 0.189216 878.097688 0.026550 0.058420 0.186976 0.041603 0.065194 10.502979 3.680723 0.106491 1.499924 0.148094 4897.888920 0.003411 0.023139 0.000168 0.784347 0.014572 481.928580 0.000000 0.087378 0.182931 
15 1990 1 15 0 0 0 2869.842896 0.086773 0.086773 28.249708 0.000854 0.001603 0.149118 0.014805 0.048080 10.507149 3.674943 0.055688 1.406700 0.070493 2331.421210 0.000288 0.000566 0.000064 0.024158 0.015426 510.171978 0.000000 0.074500 0.215585 
16 1990 1 16 0 0 0 2625.996775 0.079400 0.079400 86.382610 0.002612 0.005499 0.126005 0.011467 0.039639 10.524797 3.680330 0.049783 1.343380 0.061250 2025.708467 0.000423 0.002188 0.000179 0.061044 0.015539 513.905698 0.000000 0.069250 0.239686 
