APPLICATION_NUMBER,YEAR,JAN_DIRECT_DIVERSION,FEB_DIRECT_DIVERSION,MAR_DIRECT_DIVERSION,APR_DIRECT_DIVERSION,MAY_DIRECT_DIVERSION,JUN_DIRECT_DIVERSION,JUL_DIRECT_DIVERSION,AUG_DIRECT_DIVERSION,SEP_DIRECT_DIVERSION,OCT_DIRECT_DIVERSION,NOV_DIRECT_DIVERSION,DEC_DIRECT_DIVERSION,JAN_STORAGE_DIVERSION,FEB_STORAGE_DIVERSION,MAR_STORAGE_DIVERSION,APR_STORAGE_DIVERSION,MAY_STORAGE_DIVERSION,JUN_STORAGE_DIVERSION,JUL_STORAGE_DIVERSION,AUG_STORAGE_DIVERSION,SEP_STORAGE_DIVERSION,OCT_STORAGE_DIVERSION,NOV_STORAGE_DIVERSION,DEC_STORAGE_DIVERSION,JAN_TOTAL_DIVERSION,FEB_TOTAL_DIVERSION,MAR_TOTAL_DIVERSION,APR_TOTAL_DIVERSION,MAY_TOTAL_DIVERSION,JUN_TOTAL_DIVERSION,JUL_TOTAL_DIVERSION,AUG_TOTAL_DIVERSION,SEP_TOTAL_DIVERSION,OCT_TOTAL_DIVERSION,NOV_TOTAL_DIVERSION,DEC_TOTAL_DIVERSION
S014925,2022,0,0,0,0.63,1.32,1.55,1.13,1.94,1.03,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,1.32,1.55,1.13,1.94,1.03,0.98,0,0
S014926,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014926,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014926,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014926,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014926,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014926,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014927,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014927,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014927,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014927,2020,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0
S014927,2021,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
S014927,2022,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0
S014928,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014928,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014928,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014928,2020,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
S014928,2021,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
S014928,2022,0,4.13,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0.01,0,0,0,0,0,0,0,0,0
S014929,2017,0,0,0,0,0,0,3.2,3.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.3,2.5,0,0,0
S014929,2018,0,0,0,0,0,5.4,1.8,3.3,0.7,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,1.8,3.3,0.7,2.8,0,0
S014929,2019,0,0,0,3.3,0,0.8,1.5,1.6,1,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0.8,1.5,1.6,1,1.5,0.3,0
S014929,2020,0,0,0.92,2.06,0,1.77,2.35,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,2.06,0,1.77,2.35,0.8,0.2,0,0,0
S014929,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014929,2022,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
S014930,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014930,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014930,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014930,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014930,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014930,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014931,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014946,2017,0.46,0.46,0.46,0.5,7,9,9,10,9,7,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0.46,0.5,7,9,9,10,9,7,0.4,0.4
S014946,2018,0,0,0,0,0,10.26,10.3,12.92,8.53,7.98,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,10.3,12.92,8.53,7.98,2.35,0
S014946,2019,2,2,2,3,5,5,10,12,12,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,10,12,12,12,5,5
S014946,2020,2,2,2,3,5,5,10,12,12,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,5,10,12,12,12,5,5
S014946,2021,2,2,2,2,2,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,2,1,0,0,0
S014946,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014973,2017,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02
S014973,2018,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014973,2019,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014973,2020,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014973,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014973,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014974,2017,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02
S014974,2018,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014974,2019,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014974,2020,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014974,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014974,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014975,2017,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02
S014975,2018,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014975,2019,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014975,2020,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014975,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014975,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014976,2017,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02
S014976,2018,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014976,2019,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014976,2020,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014976,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014976,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014977,2017,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.02,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.02,0.02
S014977,2018,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014977,2019,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014977,2020,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0233,0.0101,0.0373,0.0346,0.0173,0.0137,0.0077,0.0057,7e-4,0.003,0.0164
S014977,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014977,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014978,2017,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
S014978,2018,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014978,2019,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014978,2020,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014978,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014978,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014979,2017,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
S014979,2018,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014979,2019,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014979,2020,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014979,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014979,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014980,2017,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
S014980,2018,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014980,2019,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014980,2020,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0069,0.003,0.011,0.0102,0.0051,0.004,0.0023,0.0017,2e-4,9e-4,0.0048
S014980,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014980,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014996,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S014996,2018,0,0,0,19.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88,0,0,0,0,0,0,0,0
S014996,2019,0,0,0,0,0,0,0,0,0,0,0,0,9.94,0,0,6.62,0,0,0,0,0,0,0,0,9.94,0,0,6.62,0,0,0,0,0,0,0,0
S014996,2020,0,0,0,0,0,0,0,0,0,0,0,0,18.5,0,5.3,0,0,0,0,0,0,0,0,0,18.5,0,5.3,0,0,0,0,0,0,0,0,0
S014996,2021,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0
S014996,2022,0,0,0,18.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,0,0,0,0,0,0,0,0
S015020,2017,0.1,0.1,0.1,0.1,0.1,4.4,4.4,4.4,4.4,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,4.4,4.4,4.4,4.4,4.4,4.4,0
S015020,2018,0,0,0,1.3,1.3,1.3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,1.3,3,3,3,3,0,0
S015020,2019,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8
S015020,2020,0,0,0,0,0.96,4.11,3.57,4.79,4.21,1.92,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,4.11,3.57,4.79,4.21,1.92,0.52,0.52
S015020,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015020,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015023,2017,0,0,0,0,0.34,1.06,1.03,1.06,0.8,0.81,0.21,0.68,0.04,0,0.06,0.01,0.02,0,0,0,0,0,0.01,0,0.04,0,0.06,0.01,0.36000000000000004,1.06,1.03,1.06,0.8,0.81,0.22,0.68
S015023,2018,0.135031,0.908391,0.392818,0.896115,1.583546,1.755404,1.951812,2.320079,2.774274,1.773817,1.829057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135031,0.908391,0.392818,0.896115,1.583546,1.755404,1.951812,2.320079,2.774274,1.773817,1.829057,0
S015023,2019,0.092067,0.024551,0.147307,0.454195,1.141626,1.657199,1.57127,1.878159,2.381457,1.90271,2.23415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092067,0.024551,0.147307,0.454195,1.141626,1.657199,1.57127,1.878159,2.381457,1.90271,2.23415,0
S015023,2020,0,0.626053,0.33144,0.466471,0.319164,0.564675,0.908391,0.750343,0.44284,0.135031,0.061378,0,0,0.527849,1.141626,2.037741,2.332354,4.726086,4.603331,4.848842,4.922495,2.872479,0.073653,0,0,1.153902,1.473066,2.504212,2.6515180000000003,5.290761,5.511722,5.599185,5.365335,3.00751,0.135031,0
S015023,2021,0.184133,0.098204,0.638329,1.080248,1.166177,5.726544,4.014105,4.983873,2.847927,1.448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184133,0.098204,0.638329,1.080248,1.166177,5.726544,4.014105,4.983873,2.847927,1.448515,0,0
S015023,2022,0,0.576951,1.276657,1.006595,3.154816,6.002744,3.977278,4.861118,3.412603,2.700621,0.049102,0.024551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576951,1.276657,1.006595,3.154816,6.002744,3.977278,4.861118,3.412603,2.700621,0.049102,0.024551
S015035,2017,0.1,0.4,0.1,0.2,6.2,11.6,16.6,30.2,13.4,6.6,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.4,0.1,0.2,6.2,11.6,16.6,30.2,13.4,6.6,0,0.1
S015035,2018,0,0.8,0.2,4.9,1.1,14,22.4,15.2,15.2,2.2,2.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,4.9,1.1,14,22.4,15.2,15.2,2.2,2.4,0.2
S015035,2019,0.2,0.4,0.1,1.3,3.2,0.7,12.6,16.9,12.7,9.1,6.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1,1.3,3.2,0.7,12.6,16.9,12.7,9.1,6.8,0.1
S015035,2020,0,0.4,0,5.1,10.1,14.6,20.7,28.5,14.3,13.4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,5.1,10.1,14.6,20.7,28.5,14.3,13.4,1.9,0
S015035,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015035,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015036,2017,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S015036,2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S015036,2019,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S015036,2020,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
S015036,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015036,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015037,2017,0,0.4,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0,0,0,0,0,0,0,0
S015037,2018,0,0,0,0,0.2,0.6,3.2,2.3,0.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,3.2,2.3,0.9,0,0.5,0
S015037,2019,0,0,0,0.1,0.2,0.2,2.4,3.1,2,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0.2,2.4,3.1,2,0.5,0.9,0
S015037,2020,0,0,0.1,0.1,0.1,0.4,0.3,0,0.2,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.4,0.3,0,0.2,0.7,0.8,0.5
S015037,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015037,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S015038,2017,0,0.4,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0,0,0,0,0,0,0,0
