APPLICATION_NUMBER,YEAR,JAN_DIRECT_DIVERSION,FEB_DIRECT_DIVERSION,MAR_DIRECT_DIVERSION,APR_DIRECT_DIVERSION,MAY_DIRECT_DIVERSION,JUN_DIRECT_DIVERSION,JUL_DIRECT_DIVERSION,AUG_DIRECT_DIVERSION,SEP_DIRECT_DIVERSION,OCT_DIRECT_DIVERSION,NOV_DIRECT_DIVERSION,DEC_DIRECT_DIVERSION,JAN_STORAGE_DIVERSION,FEB_STORAGE_DIVERSION,MAR_STORAGE_DIVERSION,APR_STORAGE_DIVERSION,MAY_STORAGE_DIVERSION,JUN_STORAGE_DIVERSION,JUL_STORAGE_DIVERSION,AUG_STORAGE_DIVERSION,SEP_STORAGE_DIVERSION,OCT_STORAGE_DIVERSION,NOV_STORAGE_DIVERSION,DEC_STORAGE_DIVERSION,JAN_TOTAL_DIVERSION,FEB_TOTAL_DIVERSION,MAR_TOTAL_DIVERSION,APR_TOTAL_DIVERSION,MAY_TOTAL_DIVERSION,JUN_TOTAL_DIVERSION,JUL_TOTAL_DIVERSION,AUG_TOTAL_DIVERSION,SEP_TOTAL_DIVERSION,OCT_TOTAL_DIVERSION,NOV_TOTAL_DIVERSION,DEC_TOTAL_DIVERSION
A020127,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020127,2021,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020129,2017,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.6,0.4,0.4,0,0,0,0,0,0,0.7,0,1.9,1.6,0.4,0.4,0,0,0,0,0,0,0.7,0
A020129,2018,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.95,0.7,0.4,0,0,0,0,0,0,0.85,0.5,0.6,1.95,0.7,0.4,0,0,0,0,0,0,0.85,0.5
A020129,2019,0,0,0,0,0,0,0,0,0,0,0,0,0.95,1.75,0.7,0.1,0,0,0,0,0,0,0.25,1.25,0.95,1.75,0.7,0.1,0,0,0,0,0,0,0.25,1.25
A020129,2020,1.65,0,0.87,0.48,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0,0.87,0.48,0,0,0,0,0,0,0,0
A020129,2021,0.6,0.25,0.21,0.04,0,0,0,0,0,0,0.439999,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.25,0.21,0.04,0,0,0,0,0,0,0.439999,0.98
A020129,2022,0.14,0,0.12,0.320002,0,0,0,0,0,0,0.35,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0,0.12,0.320002,0,0,0,0,0,0,0.35,1.1
A020134,2017,0,0,0,0.0061,0,0,0.0074,0.0607,0.0323,0.0108,0.1835,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0.0074,0.0607,0.0323,0.0108,0.1835,0.0014
A020134,2018,0.0725,0.1452,1.0578,0.4263,0.0087,0.0033,0.0034,0,0,0.0033,0.0896,0.3205,0,0,0,0,0,0,0,0,0,0,0,0,0.0725,0.1452,1.0578,0.4263,0.0087,0.0033,0.0034,0,0,0.0033,0.0896,0.3205
A020134,2019,0.28,0.12,0.23,0.17,0.09,0.06,0.03,0.08,0.04,0.03,0.06,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.12,0.23,0.17,0.09,0.06,0.03,0.08,0.04,0.03,0.06,0.29
A020134,2020,0.2725,0.1092,0.1685,0.1236,0.0848,0.0456,0,0,0,0,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0.2725,0.1092,0.1685,0.1236,0.0848,0.0456,0,0,0,0,0,0.0282
A020134,2021,0.029768,0.040509,0.018106,0.013196,0.192112,0.088077,0.029461,0.035906,0.031916,0,0.08998,0.042811,0,0,0,0,0,0,0,0,0,0,0,0,0.029768,0.040509,0.018106,0.013196,0.192112,0.088077,0.029461,0.035906,0.031916,0,0.08998,0.042811
A020134,2022,2.15e-4,0,0,0,0,3.1e-5,0,0,0,0.231701,0.403252,0.454809,0,0,0,0,0,0,0,0,0,0,0,0,2.15e-4,0,0,0,0,3.1e-5,0,0,0,0.231701,0.403252,0.454809
A020147,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020147,2018,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0,0,0,0,0,0,0,0,1,0
A020147,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
A020147,2020,0,0,0,0,0,0,0,0,0,0,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.4,1
A020147,2021,0.6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0,0,0,0,0,0,0,0,0,0,0
A020147,2022,0,0,0,0,0,0,0,0,0,0.6,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.6,0,4.4
A020261,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020261,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020261,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020261,2020,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020261,2021,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020261,2022,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020264,2017,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,1.2,0,4.5,0,0,0,0,0,0,0,0,0,1.2,0
A020264,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,2,1,3,0,3,1,0,0,0,0,0,0,2,1
A020264,2019,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,9.8,4,3,0,0,0,0,0,0,0,0,0,9.8
A020264,2020,0,0,0,0,0,0,0,0,0,0,0,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.58
A020264,2021,2,0.4,0.5,0,0,0,0,0,0,6.5,0.42,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,0.5,0,0,0,0,0,0,6.5,0.42,3.07
A020264,2022,0,0,0,0,0,0,0,0,0,0,0,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5.3
A020333,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020333,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020333,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020333,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020333,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020333,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020384,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020384,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020401,2017,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.13,1.13,0,0,0,0,0,0,0,1.13,1.13,2.26,1.13,1.13,0,0,0,0,0,0,0,1.13,1.13
A020401,2018,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.5,1.13,1.13,0,0,0,0,0,0,1.5,1.11,1.13,0.5,1.13,1.13,0,0,0,0,0,0,1.5,1.11
A020401,2019,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.2,1.2,0,0,0,0,0,0,0,0,2,1.2,2.2,1.2,0,0,0,0,0,0,0,0,2
A020401,2020,1.2,0.5,1,1.4,0,0,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0.5,1,1.4,0,0,0,0,0,0,0,1.5
A020401,2021,3.4,3.4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,0,0,0,0,0,0,0,0,0,0
A020401,2022,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2020,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2021,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020435,2022,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020436,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7
A020436,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,1,2,2
A020436,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,3
A020436,2020,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,0.5,0.2,0,0,0,0,0,0.2,0.6,0.5,1,1.5,0.5,0.2,0,0,0,0,0,0.2,0.6
A020436,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.3,0.2,0,0,0,0,0,9,2,7,1,0.5,0.3,0.2,0,0,0,0,0,9,2,7
A020436,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.1,0.2,0,0,0,0,1,3,0,0,1,0.3,0.1,0.2,0,0,0,0,1,3
A020491,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020491,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020491,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020491,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020491,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020491,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020493,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020493,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020493,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020493,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020493,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,9.85,0,0,0,0,0,0,0,0,0,0,9.85,9.85
A020493,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,9.85,0,0,0,0,0,0,0,0,0,0,9.85,9.85
A020509,2017,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,2,0,0,0,0,0,5,10,15,8,5,3,2,0,0,0,0,0,5,10,15
A020509,2018,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,2,0,0,0,0,0,5,10,15,8,5,3,2,0,0,0,0,0,5,10,15
A020509,2019,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,2,0,0,0,0,0,5,10,15,8,5,3,2,0,0,0,0,0,5,10,15
A020509,2020,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,2,1,0,0,0,0,2,4,8,15,10,6,2,1,0,0,0,0,2,4,8
A020509,2021,0,0,0,0,0,0,0,0,0,0,0,0,15,10,6,2,1,0,0,0,0,25,15,5,15,10,6,2,1,0,0,0,0,25,15,5
A020509,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,25,2,1,0,0,0,0,0,0,0,0,3,25
A020540,2017,0,0,0,0,0,0.03,6.53,0,0,0,0,0,0,0,0,0,0,20.56,35.71,0,0,0,0,0,0,0,0,0,0,20.59,42.24,0,0,0,0,0
A020540,2018,0,0,0,0,0.83,3.3,0.22,0,0,0,0,0,0,0,0,0,0,31.88,40.96,0,0,0,0,0,0,0,0,0,0.83,35.18,41.18,0,0,0,0,0
A020540,2019,0,0,0,0,3,8.2,16.6,0,0,0,0,0,0,0,0,0,0.2,1.9,0.9,0,0,0,0,0,0,0,0,0,3.2,10.1,17.5,0,0,0,0,0
A020540,2020,0,0,0,0,6.1,21.8,30.5,22.9,12.1,32,0,0,0,0,0,0,0,4,0,0.4,10.6,1.9,0,0,0,0,0,0,6.1,25.8,30.5,23.299999999999997,22.7,33.9,0,0
A020540,2021,0,0,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0,0,0,0,0,0,0
A020540,2022,0,0,0,0,21.9,54.9,19.3,0,0,0,0,0,0,0,0,0,3.1,0.5,11,0,0,0,0,0,0,0,0,0,25,55.4,30.3,0,0,0,0,0
A020557,2017,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0.7,0,7.8,0,0,0,0,0,0,0,0,0,0.7,0
A020557,2018,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1.2,0,0,0,0,0,0,0,2.6,9,0,5,1.2,0,0,0,0,0,0,0,2.6
A020557,2019,0,0,0,0,0,0,0,0,0,0,0,0,21.9,7.9,0,0,0,0,0,0,0,0,2.4,11.6,21.9,7.9,0,0,0,0,0,0,0,0,2.4,11.6
A020557,2020,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0
A020557,2021,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,11.09,1.8,6.07,1.5,0,0,0,0,0,0,0,0,11.09,1.8,6.07
A020557,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0,0,0,0,0,0,0,7.84
A020573,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,8,5
A020573,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,0,0,0,0,0,0,0,0,0,2,5,10
A020573,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
A020573,2020,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2
A020573,2021,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,3,3,3,2,0,0,0,0,0,0,0,2,3,3
A020573,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2
A020582,2017,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0
A020582,2018,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0.2,0.3,0.3,0,0.2,0,0,0,0,0,0,0,0.2,0.3
A020582,2019,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0.5
A020582,2020,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0,0,0,0
A020582,2021,0,0,0,0,0,0,0,0,0,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.08
A020582,2022,0,0,0,0,0,0,0,0,0,0,0.15,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.15,0.86
A020583,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
A020583,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1
A020583,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
A020583,2020,0,0,0,0,0,0,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,1
A020583,2021,1.5,0,0,0,0,0,0,0,0,1.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0,0,0,0,0,0,0,1.8,0,0
A020583,2022,0,0,0,0,0,0,0,0,0,0,0,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2.35
A020584,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020584,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020584,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020584,2020,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020584,2021,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020584,2022,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020624,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020634,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020634,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020634,2019,0.3,0.4,0.35,0.4,0.7,0.75,0.75,0.85,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.35,0.4,0.7,0.75,0.75,0.85,1,0.6,0,0
A020634,2020,0,0,0,0.5,0.7,0.7,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7,0.7,1,1,1,0.5,0.5,0.5
A020634,2021,0.2,0.2,0.25,0.6,0.7,0.7,1,1,1,0.8,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.25,0.6,0.7,0.7,1,1,1,0.8,0.8,0.2
A020634,2022,0.2,0.2,0.25,0.3,0.7,0.7,0.65,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.25,0.3,0.7,0.7,0.65,0.65,0.65,0,0,0
A020657,2017,0,0,0,0,0,0,0,0,0,0,0,0,15.5,14,2,3,0,0,0,0,0,0,0,0.5,15.5,14,2,3,0,0,0,0,0,0,0,0.5
A020657,2018,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1.2,7.2,3.6,1.86,1.2,0,0,0.7,0,5.2,4.9,6.5,1.2,7.2,3.6,1.86,1.2,0,0,0.7,0,5.2,4.9
A020657,2019,0,0,0,0,0,0,0,0,0,0,0,0,4.2,7.25,3.2,0.6,2.4,0,0,0.04,0.04,0,0,4.02,4.2,7.25,3.2,0.6,2.4,0,0,0.04,0.04,0,0,4.02
A020657,2020,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.89,1.1,1.5,2.4,0,0,0,0,0,1.2,2.76,2.7,0.89,1.1,1.5,2.4,0,0,0,0,0,1.2,2.76
A020657,2021,0,0,0,0,0,0,0,0,0,0,0,0,8.8,4.3,5.7,1.55,0,0,0,0,0,4.5,1,5.5,8.8,4.3,5.7,1.55,0,0,0,0,0,4.5,1,5.5
A020657,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.55,1,1,0,0,2,0,1,9,1,0,0.5,1.55,1,1,0,0,2,0,1,9
A020662,2017,0,0,0,0,6.52,19.345,17.435,15.082,7.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,19.345,17.435,15.082,7.505,0,0,0
A020662,2018,0,0,0,0,2,8.73,11.01,14.67,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.73,11.01,14.67,5.2,0,0,0
A020662,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020662,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020662,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020662,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020720,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,1,2,2,1,2,3,3,0,0,0,0,0,1,2,2
A020720,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020720,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
A020720,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
A020720,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A020720,2022,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
A020728,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0
A020728,2018,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0
A020728,2019,3,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,6
A020728,2020,2,3,2,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,1,4,6,4,0,0,0,0,0,0,0,0,2
A020728,2021,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,2,2,1,1,0,0,0,0,0,0,2,1,2
A020728,2022,0,0,0,0,0,0,0,0,0,4.6e-5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.6e-5,0,0
A020733,2017,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,3
A020733,2018,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,5,5,2,0,0,0,0,0,0,0,0,3,5
