"APPLICATION_NUMBER","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"A013182A01",2019,9,0,"STORAGE"
"A013182A01",2017,8,0,"STORAGE"
"A013182A01",2019,3,0,"STORAGE"
"A013182A01",2017,5,1,"DIRECT"
"A013182A01",2017,7,0,"STORAGE"
"A013182A01",2017,4,0,"DIRECT"
"A013182A01",2016,3,0,"DIRECT"
"A013182A01",2021,9,0,"DIRECT"
"A013182A01",2021,11,0,"STORAGE"
"A013182A01",2019,11,0,"DIRECT"
"A013182A01",2017,5,0,"STORAGE"
"A013182A01",2017,4,0,"STORAGE"
"A013182A01",2018,4,0,"DIRECT"
"A013182A01",2018,6,3.27,"DIRECT"
"A013182A01",2018,9,3,"DIRECT"
"A013182A01",2014,12,0,"STORAGE"
"A013182A01",2017,1,0,"STORAGE"
"A013182A01",2018,7,0,"STORAGE"
"A013182A01",2018,5,0,"DIRECT"
"A013182A01",2016,8,3,"DIRECT"
"A013182A01",2015,3,0,"STORAGE"
"A013182A01",2021,2,0,"DIRECT"
"A013182A01",2014,11,0,"STORAGE"
"A013182A01",2017,6,0,"STORAGE"
"A013182A01",2019,8,3,"DIRECT"
"A013182A01",2018,8,0,"STORAGE"
"A013182A01",2018,6,0,"STORAGE"
"A013182A01",2014,10,1.4,"STORAGE"
"A013182A01",2019,12,0,"STORAGE"
"A013182A01",2019,11,0,"STORAGE"
"A013182A01",2014,3,0,"DIRECT"
"A013182A01",2021,8,0,"STORAGE"
"A013182A01",2016,3,0,"STORAGE"
"A013182A01",2017,3,0,"DIRECT"
"A013182A01",2018,5,0,"STORAGE"
"A013182A01",2020,12,0,"DIRECT"
"A013182A01",2021,8,0,"DIRECT"
"A013182A01",2017,1,0,"DIRECT"
"A013182A01",2016,7,2.5,"DIRECT"
"A013182A01",2017,7,2.5,"DIRECT"
"A013182A01",2018,8,3,"DIRECT"
"A013182A01",2016,1,0,"STORAGE"
"A013182A01",2015,12,0,"STORAGE"
"A013182A01",2016,1,0,"DIRECT"
"A013182A01",2016,2,0,"STORAGE"
"A013182A01",2018,7,3,"DIRECT"
"A013182A01",2016,2,0,"DIRECT"
"A013221",2015,10,0,"STORAGE"
"A013221",2016,10,0,"STORAGE"
"A013221",2015,11,0,"DIRECT"
"A013221",2018,12,0,"DIRECT"
"A013221",2016,7,0,"DIRECT"
"A013221",2016,9,0,"STORAGE"
"A013221",2015,8,0,"DIRECT"
"A013221",2019,8,0,"DIRECT"
"A013221",2015,12,0,"STORAGE"
"A013221",2019,11,0,"DIRECT"
"A013221",2016,3,0,"STORAGE"
"A013221",2019,5,0,"STORAGE"
"A013221",2016,10,0,"DIRECT"
"A013221",2019,12,0,"DIRECT"
"A013221",2019,12,0,"STORAGE"
"A013221",2015,7,0,"STORAGE"
"A013221",2015,10,0,"DIRECT"
"A013221",2015,11,0,"STORAGE"
"A013221",2016,8,0,"DIRECT"
"A013221",2019,7,0,"DIRECT"
"A013221",2019,9,0,"STORAGE"
"A013221",2019,11,0,"STORAGE"
"A013221",2015,9,0,"DIRECT"
"A013221",2015,12,0,"DIRECT"
"A013221",2015,7,0,"DIRECT"
"A013221",2020,12,0,"STORAGE"
"A013221",2019,10,0,"STORAGE"
"A013221",2019,8,0,"STORAGE"
"A013221",2015,6,0,"DIRECT"
"A013221",2018,4,0,"STORAGE"
"A013221",2016,4,0,"DIRECT"
"A013221",2018,2,0,"STORAGE"
"A013221",2019,7,0,"STORAGE"
"A013221",2020,7,0,"DIRECT"
"A013221",2019,9,0,"DIRECT"
"A013221",2020,3,0,"DIRECT"
"A013221",2020,2,0,"STORAGE"
"A013221",2020,1,0,"DIRECT"
"A013221",2020,2,0,"DIRECT"
"A013221",2019,6,0,"STORAGE"
"A013221",2019,2,0,"STORAGE"
"A013221",2015,8,0,"STORAGE"
"A013221",2015,9,0,"STORAGE"
"A013221",2016,9,0,"DIRECT"
"A013221",2019,6,0,"DIRECT"
"A013221",2020,6,0,"STORAGE"
"A013221",2020,1,3.833041,"STORAGE"
"A013221",2020,6,0,"DIRECT"
"A013221",2018,3,0,"DIRECT"
"A013221",2018,2,0,"DIRECT"
"A013221",2020,12,0,"DIRECT"
"A013221",2020,11,0,"DIRECT"
"A013221",2019,10,0,"DIRECT"
"A013221",2016,8,0,"STORAGE"
"A013221",2016,11,0,"DIRECT"
"A013221",2020,8,0,"DIRECT"
"A013221",2014,1,0,"STORAGE"
"A013221",2020,7,0,"STORAGE"
"A013221",2018,4,0,"DIRECT"
"A013221",2020,8,0,"STORAGE"
"A013221",2020,5,0,"STORAGE"
"A013221",2016,7,0,"STORAGE"
"A013221",2016,11,0,"STORAGE"
"A013221",2020,4,0,"DIRECT"
"A013221",2019,5,0,"DIRECT"
"A013221",2014,12,0,"DIRECT"
"A013221",2016,6,0,"STORAGE"
"A013221",2020,3,0,"STORAGE"
"A013221",2020,4,0,"STORAGE"
"A013221",2018,10,0,"STORAGE"
"A013221",2016,6,0,"DIRECT"
"A013221",2020,9,0,"STORAGE"
"A013221",2018,7,0,"STORAGE"
"A013221",2014,2,0,"STORAGE"
"A013221",2014,9,0,"DIRECT"
"A013221",2018,6,0,"DIRECT"
"A013221",2014,11,0,"DIRECT"
"A013221",2016,3,0,"DIRECT"
"A013221",2019,3,0,"STORAGE"
"A013221",2018,3,0,"STORAGE"
"A013221",2015,2,0,"DIRECT"
"A013221",2018,6,0,"STORAGE"
"A013221",2014,8,0,"STORAGE"
"A013221",2020,10,0,"DIRECT"
"A013221",2020,10,0,"STORAGE"
"A013221",2014,1,0,"DIRECT"
"A013221",2015,1,0,"STORAGE"
"A013221",2014,11,0,"STORAGE"
"A013221",2017,12,0,"STORAGE"
"A013221",2015,5,0,"DIRECT"
"A013221",2014,7,0,"DIRECT"
"A013221",2014,8,0,"DIRECT"
"A013221",2019,1,0,"DIRECT"
"A013221",2017,2,0,"STORAGE"
"A013221",2018,1,6.179184,"STORAGE"
"A013221",2015,2,0,"STORAGE"
"A013221",2014,12,0,"STORAGE"
"A013221",2018,1,0,"DIRECT"
"A013221",2015,6,0,"STORAGE"
"A013221",2015,3,0,"STORAGE"
"A013221",2019,2,0,"DIRECT"
"A013221",2020,9,0,"DIRECT"
"A013221",2016,1,0,"DIRECT"
"A013221",2018,8,0,"DIRECT"
"A013221",2019,3,0,"DIRECT"
"A013221",2014,7,0,"STORAGE"
"A013221",2014,6,0,"STORAGE"
"A013221",2018,8,0,"STORAGE"
"A013221",2015,1,0,"DIRECT"
"A013221",2015,4,0,"DIRECT"
"A013221",2015,5,0,"STORAGE"
"A013221",2018,11,0,"STORAGE"
"A013221",2015,4,0,"STORAGE"
"A013221",2014,10,0,"STORAGE"
"A013221",2020,11,0,"STORAGE"
"A013221",2018,12,0,"STORAGE"
"A013221",2017,7,0,"STORAGE"
"A013221",2019,1,2.654588,"STORAGE"
"A013221",2016,1,0,"STORAGE"
"A013221",2015,3,0,"DIRECT"
"A013221",2020,5,0,"DIRECT"
"A013221",2019,4,0,"DIRECT"
"A013221",2017,6,0,"DIRECT"
"A013221",2017,12,0,"DIRECT"
"A013221",2017,9,0,"STORAGE"
"A013221",2017,8,0,"DIRECT"
"A013221",2014,9,0,"STORAGE"
"A013221",2014,6,0,"DIRECT"
"A013221",2016,2,0,"STORAGE"
"A013221",2018,5,0,"DIRECT"
"A013221",2017,11,0,"DIRECT"
"A013221",2017,10,0,"STORAGE"
"A013221",2017,11,0,"STORAGE"
"A013221",2014,10,0,"DIRECT"
"A013221",2016,12,0,"DIRECT"
"A013221",2017,8,0,"STORAGE"
"A013221",2017,7,0,"DIRECT"
"A013221",2018,10,0,"DIRECT"
"A013221",2014,3,0,"STORAGE"
"A013221",2016,12,0,"STORAGE"
"A013221",2017,5,0,"STORAGE"
"A013221",2017,10,0,"DIRECT"
"A013221",2017,5,0,"DIRECT"
"A013221",2017,4,0,"DIRECT"
"A013221",2018,7,0,"DIRECT"
"A013221",2018,9,0,"DIRECT"
"A013221",2016,4,0,"STORAGE"
"A013221",2017,9,0,"DIRECT"
"A013221",2017,3,0,"STORAGE"
"A013221",2019,4,0,"STORAGE"
"A013221",2017,1,0,"DIRECT"
"A013221",2014,3,0,"DIRECT"
"A013221",2016,2,0,"DIRECT"
"A013221",2014,4,0,"STORAGE"
"A013221",2017,6,0,"STORAGE"
"A013221",2014,5,0,"STORAGE"
"A013221",2017,1,0,"STORAGE"
"A013221",2017,3,0,"DIRECT"
"A013221",2014,2,0,"DIRECT"
"A013221",2014,5,0,"DIRECT"
"A013221",2018,11,0,"DIRECT"
"A013221",2017,4,0,"STORAGE"
"A013221",2016,5,0,"DIRECT"
"A013221",2018,5,0,"STORAGE"
"A013221",2016,5,0,"STORAGE"
"A013221",2018,9,0,"STORAGE"
"A013221",2017,2,0,"DIRECT"
"A013221",2014,4,0,"DIRECT"
"A013256",2015,3,0,"DIRECT"
"A013256",2016,1,0,"STORAGE"
"A013256",2015,11,0,"STORAGE"
"A013256",2016,3,0,"STORAGE"
"A013256",2016,1,0,"DIRECT"
"A013256",2020,9,0,"STORAGE"
"A013256",2019,7,0,"DIRECT"
"A013256",2015,4,0,"DIRECT"
"A013256",2014,11,0,"DIRECT"
"A013256",2016,4,0,"DIRECT"
"A013256",2020,3,0,"DIRECT"
"A013256",2019,5,0,"DIRECT"
"A013256",2019,5,0,"STORAGE"
"A013256",2018,7,0,"STORAGE"
"A013256",2015,2,0,"DIRECT"
"A013256",2014,12,0,"DIRECT"
"A013256",2017,9,0,"STORAGE"
"A013256",2016,2,0,"STORAGE"
"A013256",2015,8,0,"STORAGE"
"A013256",2019,10,0,"STORAGE"
"A013256",2019,1,0,"STORAGE"
"A013256",2014,11,0,"STORAGE"
"A013256",2020,11,0,"STORAGE"
"A013256",2020,12,0,"DIRECT"
"A013256",2020,8,0,"STORAGE"
"A013256",2016,2,0,"DIRECT"
"A013256",2018,4,0,"STORAGE"
"A013256",2019,7,0,"STORAGE"
"A013256",2017,9,0,"DIRECT"
"A013256",2020,9,0,"DIRECT"
"A013256",2020,10,0,"STORAGE"
"A013256",2015,8,0,"DIRECT"
"A013256",2018,8,0,"DIRECT"
"A013256",2017,12,0,"STORAGE"
"A013256",2020,1,0,"DIRECT"
"A013256",2020,4,0,"STORAGE"
"A013256",2020,12,0,"STORAGE"
"A013256",2020,11,0,"DIRECT"
"A013256",2020,10,0,"DIRECT"
"A013256",2018,12,0,"STORAGE"
"A013256",2019,9,0,"DIRECT"
"A013256",2015,3,0,"STORAGE"
"A013256",2020,8,0,"DIRECT"
"A013256",2016,3,0,"DIRECT"
"A013256",2019,8,0,"STORAGE"
"A013256",2018,12,0,"DIRECT"
"A013256",2019,6,0,"DIRECT"
"A013256",2019,3,0,"DIRECT"
"A013256",2020,4,0,"DIRECT"
"A013256",2018,8,0,"STORAGE"
"A013256",2018,9,0,"DIRECT"
"A013256",2019,9,0,"STORAGE"
"A013256",2019,2,0,"STORAGE"
"A013256",2019,4,0,"DIRECT"
"A013256",2019,1,0,"DIRECT"
"A013256",2019,8,0,"DIRECT"
"A013256",2018,5,0,"DIRECT"
"A013256",2019,10,0,"DIRECT"
"A013256",2018,10,0,"STORAGE"
"A013256",2019,11,0,"STORAGE"
"A013256",2015,9,0,"STORAGE"
"A013256",2018,11,0,"STORAGE"
"A013256",2019,11,0,"DIRECT"
"A013256",2018,6,0,"DIRECT"
"A013256",2019,3,0,"STORAGE"
"A013256",2014,4,0,"STORAGE"
"A013256",2015,4,0,"STORAGE"
"A013256",2019,12,0,"DIRECT"
"A013256",2019,2,0,"DIRECT"
"A013256",2018,6,0,"STORAGE"
"A013256",2018,10,0,"DIRECT"
"A013256",2018,1,0,"STORAGE"
"A013256",2015,10,0,"STORAGE"
"A013256",2015,11,0,"DIRECT"
"A013256",2015,7,0,"DIRECT"
"A013256",2018,1,0,"DIRECT"
"A013256",2018,3,0,"STORAGE"
"A013256",2014,12,0,"STORAGE"
"A013256",2017,5,0,"DIRECT"
"A013256",2019,6,0,"STORAGE"
"A013256",2017,3,0,"DIRECT"
"A013256",2019,12,0,"STORAGE"
"A013256",2017,11,0,"DIRECT"
"A013256",2015,9,0,"DIRECT"
"A013256",2017,11,0,"STORAGE"
"A013256",2015,2,0,"STORAGE"
"A013256",2019,4,0,"STORAGE"
"A013256",2014,5,0,"STORAGE"
"A013256",2020,3,0,"STORAGE"
"A013256",2014,10,0,"DIRECT"
"A013256",2017,12,0,"DIRECT"
"A013256",2018,2,0,"DIRECT"
"A013256",2020,5,0,"STORAGE"
"A013256",2015,1,0,"DIRECT"
"A013256",2015,1,0,"STORAGE"
"A013256",2017,10,0,"DIRECT"
"A013256",2017,4,0,"DIRECT"
"A013256",2014,4,0,"DIRECT"
"A013256",2018,2,0,"STORAGE"
"A013256",2015,12,0,"STORAGE"
"A013256",2016,8,0,"STORAGE"
"A013256",2016,5,0,"STORAGE"
"A013256",2014,5,0,"DIRECT"
"A013256",2017,10,0,"STORAGE"
"A013256",2017,3,0,"STORAGE"
"A013256",2017,7,0,"STORAGE"
"A013256",2014,9,0,"DIRECT"
"A013256",2016,10,0,"DIRECT"
"A013256",2016,5,0,"DIRECT"
"A013256",2014,2,0,"STORAGE"
"A013256",2018,3,0,"DIRECT"
"A013256",2018,4,0,"DIRECT"
"A013256",2015,10,0,"DIRECT"
"A013256",2014,3,0,"STORAGE"
"A013256",2014,6,0,"DIRECT"
"A013256",2014,7,0,"DIRECT"
"A013256",2014,7,0,"STORAGE"
"A013256",2014,3,0,"DIRECT"
"A013256",2017,2,0,"DIRECT"
"A013256",2015,7,0,"STORAGE"
"A013256",2015,6,0,"STORAGE"
"A013256",2016,7,0,"STORAGE"
"A013256",2018,9,0,"STORAGE"
"A013256",2017,6,0,"STORAGE"
"A013256",2016,10,0,"STORAGE"
"A013256",2017,8,0,"DIRECT"
"A013256",2014,8,0,"DIRECT"
"A013256",2014,9,0,"STORAGE"
"A013256",2017,1,0,"DIRECT"
"A013256",2016,9,0,"DIRECT"
"A013256",2015,5,0,"DIRECT"
"A013256",2020,7,0,"DIRECT"
"A013256",2016,4,0,"STORAGE"
"A013256",2020,2,0,"STORAGE"
"A013256",2016,9,0,"STORAGE"
"A013256",2014,6,0,"STORAGE"
"A013256",2017,8,0,"STORAGE"
"A013256",2014,8,0,"STORAGE"
"A013256",2017,2,0,"STORAGE"
"A013256",2016,12,0,"STORAGE"
"A013256",2017,1,0,"STORAGE"
"A013256",2020,5,0,"DIRECT"
"A013256",2020,6,0,"DIRECT"
"A013256",2020,2,0,"DIRECT"
"A013256",2017,5,0,"STORAGE"
"A013256",2017,6,0,"DIRECT"
"A013256",2014,10,0,"STORAGE"
"A013256",2015,12,0,"DIRECT"
"A013256",2015,5,0,"STORAGE"
"A013256",2020,1,0,"STORAGE"
"A013256",2015,6,0,"DIRECT"
"A013256",2016,6,0,"STORAGE"
"A013256",2017,7,0,"DIRECT"
"A013256",2016,11,0,"STORAGE"
"A013256",2017,4,0,"STORAGE"
"A013256",2016,6,0,"DIRECT"
"A013256",2016,12,0,"DIRECT"
"A013256",2018,5,0,"STORAGE"
"A013256",2016,8,0,"DIRECT"
"A013256",2018,11,0,"DIRECT"
"A013256",2016,11,0,"DIRECT"
"A013256",2016,7,0,"DIRECT"
"A013256",2018,7,0,"DIRECT"
"A013256",2020,7,0,"STORAGE"
"A013256",2020,6,0,"STORAGE"
"A013256",2014,1,0,"DIRECT"
"A013256",2014,1,0,"STORAGE"
"A013256",2014,2,0,"DIRECT"
"A013281B",2015,9,0,"DIRECT"
"A013281B",2017,3,0,"DIRECT"
"A013281B",2015,7,0,"STORAGE"
"A013281B",2017,5,0,"DIRECT"
"A013281B",2017,5,0,"STORAGE"
"A013281B",2018,4,0,"DIRECT"
"A013281B",2015,8,0,"DIRECT"
"A013281B",2015,5,0,"DIRECT"
"A013281B",2017,3,0,"STORAGE"
"A013281B",2015,12,0,"DIRECT"
"A013281B",2015,8,0,"STORAGE"
"A013281B",2017,12,0,"DIRECT"
"A013281B",2018,3,0,"DIRECT"
"A013281B",2014,3,0,"STORAGE"
"A013281B",2018,2,0,"DIRECT"
"A013281B",2014,10,0,"DIRECT"
"A013281B",2015,7,0,"DIRECT"
"A013281B",2015,5,0,"STORAGE"
"A013281B",2014,3,0,"DIRECT"
"A013281B",2020,6,0,"STORAGE"
"A013281B",2020,5,0,"DIRECT"
"A013281B",2016,1,0,"STORAGE"
"A013281B",2015,9,0,"STORAGE"
"A013281B",2015,10,0,"STORAGE"
"A013281B",2014,11,0,"STORAGE"
"A013281B",2017,12,0,"STORAGE"
"A013281B",2014,5,0,"STORAGE"
"A013281B",2020,10,0,"DIRECT"
"A013281B",2020,10,0,"STORAGE"
"A013281B",2016,3,0,"DIRECT"
"A013281B",2020,8,0,"STORAGE"
"A013281B",2015,11,0,"STORAGE"
"A013281B",2014,10,0,"STORAGE"
"A013281B",2014,6,0,"DIRECT"
"A013281B",2015,10,0,"DIRECT"
"A013281B",2014,4,0,"STORAGE"
"A013281B",2014,4,0,"DIRECT"
"A013281B",2017,4,0,"DIRECT"
"A013281B",2020,3,0,"STORAGE"
"A013281B",2016,3,0,"STORAGE"
"A013281B",2015,1,0,"STORAGE"
"A013281B",2018,4,0,"STORAGE"
"A013281B",2016,5,0,"DIRECT"
"A013281B",2015,6,0,"STORAGE"
"A013281B",2020,9,0,"DIRECT"
"A013281B",2020,6,0,"DIRECT"
"A013281B",2018,8,0,"DIRECT"
"A013281B",2020,9,0,"STORAGE"
"A013281B",2014,9,0,"STORAGE"
"A013281B",2017,4,0,"STORAGE"
"A013281B",2016,10,0,"STORAGE"
"A013281B",2020,11,0,"STORAGE"
"A013281B",2018,3,0,"STORAGE"
"A013281B",2016,5,0,"STORAGE"
"A013281B",2020,8,0,"DIRECT"
"A013281B",2018,6,0,"DIRECT"
"A013281B",2019,6,0,"STORAGE"
"A013281B",2020,7,0,"DIRECT"
"A013281B",2015,11,0,"DIRECT"
"A013281B",2015,1,0,"DIRECT"
"A013281B",2014,9,0,"DIRECT"
"A013281B",2014,8,0,"DIRECT"
"A013281B",2018,6,0,"STORAGE"
"A013281B",2019,4,0,"STORAGE"
"A013281B",2019,1,0,"DIRECT"
"A013281B",2016,11,0,"DIRECT"
"A013281B",2016,12,0,"DIRECT"
"A013281B",2019,4,0,"DIRECT"
"A013281B",2019,5,0,"DIRECT"
"A013281B",2016,8,0,"DIRECT"
"A013281B",2017,1,0,"DIRECT"
"A013281B",2019,9,0,"DIRECT"
"A013281B",2016,12,0,"STORAGE"
"A013281B",2016,9,0,"DIRECT"
"A013281B",2016,10,0,"DIRECT"
"A013281B",2019,8,0,"STORAGE"
"A013281B",2017,7,0,"STORAGE"
"A013281B",2015,3,0,"STORAGE"
"A013281B",2014,7,0,"DIRECT"
"A013281B",2014,6,0,"STORAGE"
"A013281B",2018,7,0,"STORAGE"
"A013281B",2015,6,0,"DIRECT"
"A013281B",2016,6,0,"STORAGE"
"A013281B",2018,2,0,"STORAGE"
"A013281B",2014,11,0,"DIRECT"
"A013281B",2016,2,0,"STORAGE"
"A013281B",2016,11,0,"STORAGE"
"A013281B",2016,4,0,"STORAGE"
"A013281B",2017,6,0,"STORAGE"
"A013281B",2016,2,0,"DIRECT"
"A013281B",2015,4,0,"DIRECT"
"A013281B",2018,5,0,"STORAGE"
"A013281B",2019,3,0,"STORAGE"
"A013281B",2019,12,0,"DIRECT"
"A013281B",2018,11,0,"DIRECT"
"A013281B",2020,7,0,"STORAGE"
"A013281B",2017,1,0,"STORAGE"
"A013281B",2018,5,0,"DIRECT"
"A013281B",2016,7,0,"STORAGE"
"A013281B",2019,2,0,"DIRECT"
"A013281B",2019,6,0,"DIRECT"
"A013281B",2014,7,0,"STORAGE"
"A013281B",2020,12,0,"DIRECT"
"A013281B",2016,8,0,"STORAGE"
"A013281B",2019,7,0,"DIRECT"
"A013281B",2019,12,0,"STORAGE"
"A013281B",2015,2,0,"STORAGE"
"A013281B",2015,3,0,"DIRECT"
"A013281B",2017,2,0,"STORAGE"
"A013281B",2017,2,0,"DIRECT"
"A013281B",2020,12,0,"STORAGE"
"A013281B",2018,12,0,"DIRECT"
"A013281B",2016,1,0,"DIRECT"
"A013281B",2018,7,0,"DIRECT"
"A013281B",2019,2,0,"STORAGE"
"A013281B",2017,8,0,"DIRECT"
"A013281B",2019,5,0,"STORAGE"
"A013281B",2016,4,0,"DIRECT"
"A013281B",2015,12,0,"STORAGE"
"A013281B",2020,4,0,"DIRECT"
"A013281B",2020,5,0,"STORAGE"
"A013281B",2020,3,0,"DIRECT"
"A013281B",2020,4,0,"STORAGE"
"A013281B",2016,9,0,"STORAGE"
"A013281B",2017,10,0,"DIRECT"
"A013281B",2018,11,0,"STORAGE"
"A013281B",2020,11,0,"DIRECT"
"A013281B",2019,3,0,"DIRECT"
"A013281B",2016,7,0,"DIRECT"
"A013281B",2014,12,0,"STORAGE"
"A013281B",2018,1,0,"STORAGE"
"A013281B",2020,1,0,"DIRECT"
"A013281B",2019,10,0,"STORAGE"
"A013281B",2018,10,0,"STORAGE"
"A013281B",2015,2,0,"DIRECT"
"A013281B",2014,5,0,"DIRECT"
"A013281B",2018,10,0,"DIRECT"
"A013281B",2018,1,0,"DIRECT"
"A013281B",2020,2,0,"DIRECT"
"A013281B",2019,11,0,"DIRECT"
"A013281B",2019,1,0,"STORAGE"
"A013281B",2018,9,0,"DIRECT"
"A013281B",2014,8,0,"STORAGE"
"A013281B",2015,4,0,"STORAGE"
"A013281B",2017,9,0,"STORAGE"
"A013281B",2014,1,0,"DIRECT"
"A013281B",2020,1,0,"STORAGE"
"A013281B",2019,11,0,"STORAGE"
"A013281B",2014,12,0,"DIRECT"
"A013281B",2019,10,0,"DIRECT"
"A013281B",2020,2,0,"STORAGE"
"A013281B",2017,9,0,"DIRECT"
"A013281B",2014,1,0,"STORAGE"
"A013281B",2014,2,0,"DIRECT"
"A013281B",2019,7,0,"STORAGE"
"A013281B",2019,9,0,"STORAGE"
"A013281B",2017,11,0,"DIRECT"
"A013281B",2017,8,0,"STORAGE"
"A013281B",2017,6,0,"DIRECT"
"A013281B",2016,6,0,"DIRECT"
"A013281B",2017,10,0,"STORAGE"
"A013281B",2014,2,0,"STORAGE"
"A013281B",2019,8,0,"DIRECT"
"A013281B",2017,7,0,"DIRECT"
"A013281B",2018,9,0,"STORAGE"
"A013281B",2018,8,0,"STORAGE"
"A013281B",2018,12,0,"STORAGE"
"A013281B",2017,11,0,"STORAGE"
"A013453",2019,6,0,"STORAGE"
"A013453",2018,7,10.7,"DIRECT"
"A013453",2019,5,0,"STORAGE"
"A013453",2019,4,0,"DIRECT"
"A013453",2019,7,10.5,"DIRECT"
"A013453",2019,8,0,"STORAGE"
"A013453",2016,5,3.4,"DIRECT"
"A013453",2018,8,0,"STORAGE"
"A013453",2017,12,0,"DIRECT"
"A013453",2016,4,0,"STORAGE"
"A013453",2018,1,0,"DIRECT"
"A013453",2018,4,0,"DIRECT"
"A013453",2021,11,0,"DIRECT"
"A013453",2019,6,2.2,"DIRECT"
"A013453",2016,7,0,"STORAGE"
"A013453",2019,9,10.7,"DIRECT"
"A013453",2014,2,0,"DIRECT"
"A013453",2018,6,10.7,"DIRECT"
"A013453",2017,4,0,"DIRECT"
"A013453",2014,1,0,"STORAGE"
"A013453",2018,9,10.7,"DIRECT"
"A013453",2021,9,0,"DIRECT"
"A013453",2018,2,0,"STORAGE"
"A013453",2021,12,0,"DIRECT"
"A013453",2021,12,0,"STORAGE"
"A013453",2018,7,0,"STORAGE"
"A013453",2021,10,0,"DIRECT"
"A013453",2018,8,10.7,"DIRECT"
"A013453",2020,10,0,"STORAGE"
"A013453",2019,3,0,"STORAGE"
"A013453",2019,2,0,"DIRECT"
"A013453",2019,1,0,"STORAGE"
"A013453",2018,6,0,"STORAGE"
"A013453",2021,10,0,"STORAGE"
"A013453",2018,5,0,"STORAGE"
"A013453",2018,12,0,"STORAGE"
"A013453",2017,3,0,"DIRECT"
"A013453",2016,12,0,"DIRECT"
"A013453",2018,1,0,"STORAGE"
"A013453",2019,8,10.7,"DIRECT"
"A013453",2018,10,0,"STORAGE"
"A013453",2019,4,0,"STORAGE"
"A013453",2016,9,0,"STORAGE"
"A013453",2019,1,0,"DIRECT"
"A013453",2019,7,0,"STORAGE"
"A013453",2019,5,2.6,"DIRECT"
"A013453",2014,1,0,"DIRECT"
"A013453",2018,3,0,"DIRECT"
"A013453",2018,3,0,"STORAGE"
"A013453",2017,11,0,"DIRECT"
"A013453",2018,4,0,"STORAGE"
"A013453",2016,1,0,"DIRECT"
"A013453",2017,4,0,"STORAGE"
"A013453",2019,2,0,"STORAGE"
"A013453",2020,10,10.7,"DIRECT"
"A013453",2014,6,6.2,"DIRECT"
"A013453",2014,6,0,"STORAGE"
"A013453",2018,2,0,"DIRECT"
"A013453",2015,2,0,"DIRECT"
"A013453",2016,4,0,"DIRECT"
"A013453",2018,5,5.4,"DIRECT"
"A013453",2017,3,0,"STORAGE"
"A013453",2017,12,0,"STORAGE"
"A013453",2020,6,10.6,"DIRECT"
"A013453",2020,3,0,"DIRECT"
"A013453",2020,4,0,"STORAGE"
"A013453",2014,12,0,"STORAGE"
"A013453",2014,9,10.7,"DIRECT"
"A013453",2014,5,0,"STORAGE"
"A013453",2021,11,0,"STORAGE"
"A013453",2016,9,10.7,"DIRECT"
"A013453",2016,7,10.7,"DIRECT"
"A013453",2020,3,0,"STORAGE"
"A013453",2020,4,0,"DIRECT"
"A013453",2020,6,0,"STORAGE"
"A013453",2018,10,1.4,"DIRECT"
"A013453",2018,9,0,"STORAGE"
"A013453",2018,12,0,"DIRECT"
"A013453",2020,5,0,"STORAGE"
"A013453",2016,11,0.2,"DIRECT"
"A013453",2015,1,0,"DIRECT"
"A013453",2016,12,0,"STORAGE"
"A013453",2021,8,0,"STORAGE"
"A013453",2020,8,10.7,"DIRECT"
"A013453",2017,1,0,"DIRECT"
"A013453",2018,11,3,"DIRECT"
"A013453",2016,6,0,"STORAGE"
"A013453",2015,8,10.7,"DIRECT"
"A013453",2016,10,0,"STORAGE"
"A013453",2020,8,0,"STORAGE"
"A013453",2021,3,0,"STORAGE"
"A013453",2017,11,0,"STORAGE"
"A013453",2019,3,0,"DIRECT"
"A013453",2018,11,0,"STORAGE"
"A013453",2015,9,0,"STORAGE"
"A013453",2014,3,0,"DIRECT"
"A013453",2015,7,0,"STORAGE"
"A013453",2020,2,0,"DIRECT"
"A013453",2015,2,0,"STORAGE"
"A013453",2019,11,6,"DIRECT"
"A013453",2020,11,0.7,"DIRECT"
"A013453",2020,11,0,"STORAGE"
"A013453",2020,7,10.7,"DIRECT"
"A013453",2016,3,0,"DIRECT"
"A013453",2021,7,0,"STORAGE"
"A013453",2021,5,10.7,"DIRECT"
"A013453",2020,5,9.9,"DIRECT"
"A013453",2020,9,0,"STORAGE"
"A013453",2014,12,0,"DIRECT"
"A013453",2015,1,0,"STORAGE"
"A013453",2020,12,0,"DIRECT"
"A013453",2016,10,3.5,"DIRECT"
"A013453",2016,1,0,"STORAGE"
"A013453",2016,5,0,"STORAGE"
"A013453",2020,12,0,"STORAGE"
"A013453",2021,9,0,"STORAGE"
"A013453",2021,6,0,"STORAGE"
"A013453",2016,2,0,"STORAGE"
"A013453",2015,12,0,"STORAGE"
"A013453",2015,9,10.7,"DIRECT"
"A013453",2021,4,0,"STORAGE"
"A013453",2014,5,2.9,"DIRECT"
"A013453",2021,8,0,"DIRECT"
"A013453",2021,5,0,"STORAGE"
"A013453",2020,7,0,"STORAGE"
"A013453",2014,8,0,"STORAGE"
"A013453",2015,11,0,"STORAGE"
"A013453",2021,7,10.7,"DIRECT"
"A013453",2014,9,0,"STORAGE"
