"APPLICATION_NUMBER","YEAR","MONTH","AMOUNT","DIVERSION_TYPE"
"A020662",2017,8,15.082,"DIRECT"
"A020662",2018,2,0,"STORAGE"
"A020662",2018,1,0,"STORAGE"
"A020662",2015,10,0,"DIRECT"
"A020662",2015,9,0,"STORAGE"
"A020662",2017,9,0,"STORAGE"
"A020662",2017,11,0,"DIRECT"
"A020662",2018,9,5.2,"DIRECT"
"A020662",2014,5,0,"DIRECT"
"A020662",2017,7,17.435,"DIRECT"
"A020662",2014,4,0,"DIRECT"
"A020662",2019,4,0,"STORAGE"
"A020662",2017,5,6.52,"DIRECT"
"A020662",2019,2,0,"DIRECT"
"A020662",2019,1,0,"DIRECT"
"A020662",2015,6,14.871,"DIRECT"
"A020662",2014,6,0,"STORAGE"
"A020662",2016,4,0,"DIRECT"
"A020662",2016,9,0,"DIRECT"
"A020662",2016,8,17.349,"DIRECT"
"A020662",2015,11,0,"STORAGE"
"A020662",2015,10,0,"STORAGE"
"A020662",2018,12,0,"DIRECT"
"A020662",2017,6,0,"STORAGE"
"A020662",2021,6,0,"DIRECT"
"A020662",2014,5,0,"STORAGE"
"A020662",2015,4,0,"STORAGE"
"A020662",2016,1,0,"STORAGE"
"A020662",2015,12,0,"STORAGE"
"A020662",2015,3,0,"DIRECT"
"A020662",2018,6,0,"STORAGE"
"A020662",2019,4,0,"DIRECT"
"A020662",2018,5,2,"DIRECT"
"A020662",2014,3,0,"DIRECT"
"A020662",2015,6,0,"STORAGE"
"A020662",2014,4,0,"STORAGE"
"A020662",2020,11,0,"STORAGE"
"A020662",2021,6,0,"STORAGE"
"A020662",2015,8,3.583,"DIRECT"
"A020662",2019,2,0,"STORAGE"
"A020662",2019,6,0,"DIRECT"
"A020662",2021,3,0,"STORAGE"
"A020662",2018,6,8.73,"DIRECT"
"A020662",2019,5,0,"STORAGE"
"A020662",2017,4,0,"DIRECT"
"A020662",2016,4,0,"STORAGE"
"A020662",2017,3,0,"STORAGE"
"A020662",2014,2,0,"STORAGE"
"A020662",2021,3,0,"DIRECT"
"A020662",2016,7,15.178,"DIRECT"
"A020662",2016,6,9.397,"DIRECT"
"A020662",2020,11,0,"DIRECT"
"A020662",2017,5,0,"STORAGE"
"A020662",2015,1,0,"STORAGE"
"A020662",2019,5,0,"DIRECT"
"A020662",2015,5,0,"STORAGE"
"A020662",2017,3,0,"DIRECT"
"A020662",2018,5,0,"STORAGE"
"A020662",2016,7,0,"STORAGE"
"A020662",2021,5,0,"DIRECT"
"A020662",2014,1,0,"DIRECT"
"A020662",2015,5,5.152,"DIRECT"
"A020662",2019,1,0,"STORAGE"
"A020662",2021,4,0,"DIRECT"
"A020662",2017,4,0,"STORAGE"
"A020662",2016,10,0,"DIRECT"
"A020662",2021,4,0,"STORAGE"
"A020662",2018,11,0,"STORAGE"
"A020662",2015,3,0,"STORAGE"
"A020662",2018,11,0,"DIRECT"
"A020662",2015,4,0,"DIRECT"
"A020662",2021,5,0,"STORAGE"
"A020662",2014,1,0,"STORAGE"
"A020662",2018,12,0,"STORAGE"
"A020720",2017,5,0,"DIRECT"
"A020720",2017,7,0,"STORAGE"
"A020720",2017,10,1,"STORAGE"
"A020720",2017,10,0,"DIRECT"
"A020720",2017,7,0,"DIRECT"
"A020720",2017,2,0,"DIRECT"
"A020720",2019,12,0,"DIRECT"
"A020720",2014,6,0,"STORAGE"
"A020720",2017,2,2,"STORAGE"
"A020720",2018,9,0,"DIRECT"
"A020720",2017,6,0,"DIRECT"
"A020720",2014,9,0,"STORAGE"
"A020720",2017,4,0,"DIRECT"
"A020720",2017,4,3,"STORAGE"
"A020720",2019,9,0,"STORAGE"
"A020720",2017,5,0,"STORAGE"
"A020720",2020,4,0,"DIRECT"
"A020720",2017,9,0,"STORAGE"
"A020720",2017,6,0,"STORAGE"
"A020720",2017,8,0,"DIRECT"
"A020720",2017,9,0,"DIRECT"
"A020720",2019,10,0,"DIRECT"
"A020720",2019,9,0,"DIRECT"
"A020720",2017,3,3,"STORAGE"
"A020720",2020,1,1,"STORAGE"
"A020720",2015,11,0,"DIRECT"
"A020720",2016,8,0,"DIRECT"
"A020720",2018,3,0,"DIRECT"
"A020720",2021,3,0,"STORAGE"
"A020720",2014,8,0,"DIRECT"
"A020720",2014,7,0,"STORAGE"
"A020720",2016,12,0,"DIRECT"
"A020720",2017,1,0,"DIRECT"
"A020720",2016,9,0,"STORAGE"
"A020720",2016,3,0,"STORAGE"
"A020720",2020,5,0,"DIRECT"
"A020720",2016,1,0,"DIRECT"
"A020720",2019,10,1,"STORAGE"
"A020720",2019,4,0,"DIRECT"
"A020720",2019,11,0,"DIRECT"
"A020720",2020,6,0,"DIRECT"
"A020720",2014,2,0,"DIRECT"
"A020720",2020,4,1,"STORAGE"
"A020720",2017,1,1,"STORAGE"
"A020720",2016,10,0,"DIRECT"
"A020720",2020,3,1,"STORAGE"
"A020720",2020,2,0,"DIRECT"
"A020720",2021,5,0,"STORAGE"
"A020720",2018,8,0,"STORAGE"
"A020720",2021,10,0,"STORAGE"
"A020720",2019,8,0,"STORAGE"
"A020720",2016,9,0,"DIRECT"
"A020720",2020,7,0,"STORAGE"
"A020720",2016,3,0,"DIRECT"
"A020720",2015,12,0,"DIRECT"
"A020720",2020,5,0,"STORAGE"
"A020720",2019,4,1,"STORAGE"
"A020720",2016,2,0,"DIRECT"
"A020720",2020,1,0,"DIRECT"
"A020720",2018,4,0,"STORAGE"
"A020720",2016,11,0,"DIRECT"
"A020720",2016,7,0,"DIRECT"
"A020720",2019,12,1,"STORAGE"
"A020720",2014,8,0,"STORAGE"
"A020720",2021,4,0,"STORAGE"
"A020720",2021,1,0,"DIRECT"
"A020720",2017,3,0,"DIRECT"
"A020720",2016,11,0,"STORAGE"
"A020720",2016,4,0,"STORAGE"
"A020720",2020,3,0,"DIRECT"
"A020720",2016,6,0,"STORAGE"
"A020720",2018,6,0,"STORAGE"
"A020720",2016,10,0,"STORAGE"
"A020720",2019,8,0,"DIRECT"
"A020720",2015,12,0,"STORAGE"
"A020720",2019,5,0,"STORAGE"
"A020720",2019,5,0,"DIRECT"
"A020720",2016,1,0,"STORAGE"
"A020720",2017,8,0,"STORAGE"
"A020720",2021,9,0,"DIRECT"
"A020720",2016,7,0,"STORAGE"
"A020720",2021,7,0,"STORAGE"
"A020720",2021,2,0,"STORAGE"
"A020720",2016,8,0,"STORAGE"
"A020720",2020,2,1,"STORAGE"
"A020720",2021,11,0,"STORAGE"
"A020720",2018,4,0,"DIRECT"
"A020720",2016,12,0,"STORAGE"
"A020720",2014,1,0,"DIRECT"
"A020720",2015,11,0,"STORAGE"
"A020720",2019,3,1,"STORAGE"
"A020720",2015,4,0,"DIRECT"
"A020720",2015,3,0,"DIRECT"
"A020720",2020,6,0,"STORAGE"
"A020720",2014,10,0,"DIRECT"
"A020720",2020,11,0,"DIRECT"
"A020720",2019,11,1,"STORAGE"
"A020720",2021,4,0,"DIRECT"
"A020720",2021,7,0,"DIRECT"
"A020720",2021,12,0,"STORAGE"
"A020720",2018,7,0,"STORAGE"
"A020720",2021,10,0,"DIRECT"
"A020720",2018,2,0,"STORAGE"
"A020720",2017,12,0,"DIRECT"
"A020720",2014,5,0,"DIRECT"
"A020720",2014,5,0,"STORAGE"
"A020720",2018,5,0,"STORAGE"
"A020720",2016,6,0,"DIRECT"
"A020720",2015,8,0,"STORAGE"
"A020720",2018,3,0,"STORAGE"
"A020720",2014,10,0,"STORAGE"
"A020720",2020,9,0,"STORAGE"
"A020720",2019,6,0,"DIRECT"
"A020720",2015,7,0,"DIRECT"
"A020720",2015,5,0,"DIRECT"
"A020720",2015,8,0,"DIRECT"
"A020720",2018,1,0,"STORAGE"
"A020720",2016,5,0,"DIRECT"
"A020720",2021,6,0,"STORAGE"
"A020720",2021,9,0,"STORAGE"
"A020720",2014,6,0,"DIRECT"
"A020720",2015,2,0,"DIRECT"
"A020720",2015,1,0,"DIRECT"
"A020720",2020,11,1,"STORAGE"
"A020720",2018,1,0,"DIRECT"
"A020720",2021,2,0,"DIRECT"
"A020720",2015,7,0,"STORAGE"
"A020720",2018,5,0,"DIRECT"
"A020720",2014,9,0,"DIRECT"
"A020720",2014,12,0,"STORAGE"
"A020720",2019,6,0,"STORAGE"
"A020720",2015,1,0,"STORAGE"
"A020720",2021,12,0,"DIRECT"
"A020720",2020,12,0,"DIRECT"
"A020720",2021,5,0,"DIRECT"
"A020720",2021,8,0,"STORAGE"
"A020720",2021,8,0,"DIRECT"
"A020720",2015,9,0,"STORAGE"
"A020720",2018,2,0,"DIRECT"
"A020720",2017,11,0,"DIRECT"
"A020720",2014,12,0,"DIRECT"
"A020720",2015,10,0,"STORAGE"
"A020720",2021,3,0,"DIRECT"
"A020720",2014,3,0,"STORAGE"
"A020720",2014,2,0,"STORAGE"
"A020720",2016,2,0,"STORAGE"
"A020720",2019,3,0,"DIRECT"
"A020720",2020,7,0,"DIRECT"
"A020720",2019,7,0,"STORAGE"
"A020720",2015,10,0,"DIRECT"
"A020720",2019,7,0,"DIRECT"
"A020720",2018,8,0,"DIRECT"
"A020720",2019,1,1,"STORAGE"
"A020720",2015,4,0,"STORAGE"
"A020720",2014,7,0,"DIRECT"
"A020720",2014,11,0,"STORAGE"
"A020720",2014,11,0,"DIRECT"
"A020720",2020,12,1,"STORAGE"
"A020720",2017,12,2,"STORAGE"
"A020720",2015,5,0,"STORAGE"
"A020720",2020,10,1,"STORAGE"
"A020720",2021,11,0,"DIRECT"
"A020720",2016,5,0,"STORAGE"
"A020720",2020,10,0,"DIRECT"
"A020720",2018,11,0,"DIRECT"
"A020720",2020,9,0,"DIRECT"
"A020720",2014,1,0,"STORAGE"
"A020720",2019,2,0,"DIRECT"
"A020720",2021,6,0,"DIRECT"
"A020720",2016,4,0,"DIRECT"
"A020720",2020,8,0,"DIRECT"
"A020720",2018,10,0,"STORAGE"
"A020720",2018,7,0,"DIRECT"
"A020720",2018,6,0,"DIRECT"
"A020720",2019,2,1,"STORAGE"
"A020720",2015,9,0,"DIRECT"
"A020720",2019,1,0,"DIRECT"
"A020720",2018,10,0,"DIRECT"
"A020720",2014,4,0,"STORAGE"
"A020720",2020,8,0,"STORAGE"
"A020720",2015,2,0,"STORAGE"
"A020720",2015,6,0,"STORAGE"
"A020720",2018,9,0,"STORAGE"
"A020720",2015,3,0,"STORAGE"
"A020720",2021,1,0,"STORAGE"
"A020720",2017,11,2,"STORAGE"
"A020720",2018,11,0,"STORAGE"
"A020720",2018,12,0,"DIRECT"
"A020720",2014,3,0,"DIRECT"
"A020720",2015,6,0,"DIRECT"
"A020720",2018,12,0,"STORAGE"
"A020720",2014,4,0,"DIRECT"
"A020788",2020,12,6,"STORAGE"
"A020788",2020,1,0,"DIRECT"
"A020788",2020,11,0,"STORAGE"
"A020788",2014,3,0,"STORAGE"
"A020788",2014,12,0,"STORAGE"
"A020788",2018,5,0,"STORAGE"
"A020788",2015,5,0,"DIRECT"
"A020788",2014,9,0,"STORAGE"
"A020788",2017,5,0,"STORAGE"
"A020788",2019,1,0,"DIRECT"
"A020788",2014,9,0.06475379,"DIRECT"
"A020788",2014,6,0,"STORAGE"
"A020788",2014,8,0,"STORAGE"
"A020788",2019,7,0,"DIRECT"
"A020788",2019,8,0,"STORAGE"
"A020788",2014,12,0.00337579,"DIRECT"
"A020788",2014,5,0.06966403,"DIRECT"
"A020788",2014,8,0.0889981,"DIRECT"
"A020788",2020,1,0,"STORAGE"
"A020788",2019,7,0,"STORAGE"
"A020788",2018,4,0,"STORAGE"
"A020788",2014,2,0.00644469,"DIRECT"
"A020788",2019,4,0,"STORAGE"
"A020788",2015,6,0,"STORAGE"
"A020788",2014,11,0.00398957,"DIRECT"
"A020788",2019,2,0,"STORAGE"
"A020788",2015,7,0,"STORAGE"
"A020788",2015,8,0,"DIRECT"
"A020788",2019,4,0,"DIRECT"
"A020788",2016,8,0,"DIRECT"
"A020788",2018,5,0,"DIRECT"
"A020788",2016,11,4,"STORAGE"
"A020788",2020,12,0,"DIRECT"
"A020788",2019,6,0,"STORAGE"
"A020788",2015,7,0,"DIRECT"
"A020788",2019,2,0,"DIRECT"
"A020788",2015,5,0,"STORAGE"
"A020788",2014,10,0.01135493,"DIRECT"
"A020788",2018,10,0,"STORAGE"
"A020788",2016,8,0,"STORAGE"
"A020788",2019,5,0,"DIRECT"
"A020788",2015,8,0,"STORAGE"
"A020788",2017,6,0,"DIRECT"
"A020788",2017,6,0,"STORAGE"
"A020788",2015,6,0,"DIRECT"
"A020788",2017,1,0,"STORAGE"
"A020788",2020,3,0,"STORAGE"
"A020788",2018,12,0,"DIRECT"
"A020788",2016,10,0,"DIRECT"
"A020788",2019,5,0,"STORAGE"
"A020788",2020,2,0,"STORAGE"
"A020788",2018,3,0,"DIRECT"
"A020788",2017,4,0,"STORAGE"
"A020788",2018,9,0,"STORAGE"
"A020788",2018,11,1,"STORAGE"
"A020788",2016,10,0,"STORAGE"
"A020788",2018,12,1,"STORAGE"
"A020788",2017,2,0,"DIRECT"
"A020788",2019,1,12.5,"STORAGE"
"A020788",2018,11,0,"DIRECT"
"A020788",2016,9,0,"STORAGE"
"A020788",2016,9,0,"DIRECT"
"A020788",2014,3,0.02178919,"DIRECT"
"A020788",2017,5,0,"DIRECT"
"A020788",2017,2,0,"STORAGE"
"A020788",2018,10,0,"DIRECT"
"A020788",2019,6,0,"DIRECT"
"A020788",2014,1,0,"STORAGE"
"A020788",2020,10,0,"STORAGE"
"A020788",2017,11,1,"STORAGE"
"A020788",2018,4,0,"DIRECT"
"A020788",2020,2,0,"DIRECT"
"A020788",2016,11,0,"DIRECT"
"A020788",2014,10,0,"STORAGE"
"A020788",2020,7,0,"STORAGE"
"A020788",2018,8,0,"STORAGE"
"A020788",2015,4,0,"STORAGE"
"A020788",2015,4,0,"DIRECT"
"A020788",2016,3,0,"DIRECT"
"A020788",2016,1,0,"STORAGE"
"A020788",2016,1,0,"DIRECT"
"A020788",2019,9,0,"STORAGE"
"A020788",2016,7,0,"STORAGE"
"A020788",2014,4,0,"STORAGE"
"A020788",2017,10,0,"STORAGE"
"A020788",2017,8,0,"DIRECT"
"A020788",2018,8,0,"DIRECT"
"A020788",2020,9,0,"DIRECT"
"A020788",2020,6,0,"DIRECT"
"A020788",2020,9,0,"STORAGE"
"A020788",2018,9,0,"DIRECT"
"A020788",2016,2,0,"STORAGE"
"A020788",2016,2,0,"DIRECT"
"A020788",2020,3,0,"DIRECT"
"A020788",2017,7,0,"STORAGE"
"A020788",2016,6,0,"STORAGE"
"A020788",2016,5,0,"DIRECT"
"A020788",2018,3,5.1,"STORAGE"
"A020788",2020,8,0,"DIRECT"
"A020788",2018,7,0,"STORAGE"
"A020788",2014,1,0.03928192,"DIRECT"
"A020788",2020,6,0,"STORAGE"
"A020788",2019,3,0,"STORAGE"
"A020788",2016,4,0,"DIRECT"
"A020788",2017,9,0,"STORAGE"
"A020788",2017,7,0,"DIRECT"
"A020788",2017,9,0,"DIRECT"
"A020788",2014,4,0.01749273,"DIRECT"
"A020788",2016,12,0,"DIRECT"
"A020788",2016,7,0,"DIRECT"
"A020788",2020,4,0,"STORAGE"
"A020788",2017,12,0,"STORAGE"
"A020788",2015,11,0,"STORAGE"
"A020788",2020,8,0,"STORAGE"
"A020788",2014,7,0.08654298,"DIRECT"
"A020788",2016,3,0,"STORAGE"
"A020788",2017,12,0,"DIRECT"
"A020788",2014,7,0,"STORAGE"
"A020788",2019,11,0,"STORAGE"
"A020788",2020,5,0,"DIRECT"
"A020788",2015,12,16,"STORAGE"
"A020788",2015,1,0,"STORAGE"
"A020788",2015,10,0,"DIRECT"
"A020788",2015,11,0,"DIRECT"
"A020788",2014,6,0.07457427,"DIRECT"
"A020788",2016,4,0,"STORAGE"
"A020788",2017,8,0,"STORAGE"
"A020788",2020,11,0,"DIRECT"
"A020788",2019,3,0,"DIRECT"
"A020788",2015,12,0,"DIRECT"
"A020788",2017,1,0,"DIRECT"
"A020788",2018,6,0,"DIRECT"
"A020788",2015,9,0,"DIRECT"
"A020788",2019,12,10.1,"STORAGE"
"A020788",2020,10,0,"DIRECT"
"A020788",2019,10,0,"DIRECT"
"A020788",2015,2,0,"DIRECT"
"A020788",2017,11,0,"DIRECT"
"A020788",2015,1,0,"DIRECT"
"A020788",2016,12,9,"STORAGE"
"A020788",2017,4,0,"DIRECT"
"A020788",2020,5,0,"STORAGE"
"A020788",2020,7,0,"DIRECT"
"A020788",2014,2,0,"STORAGE"
"A020788",2018,1,0,"DIRECT"
"A020788",2015,10,0,"STORAGE"
"A020788",2016,5,0,"STORAGE"
"A020788",2015,9,0,"STORAGE"
"A020788",2019,10,0,"STORAGE"
"A020788",2018,7,0,"DIRECT"
"A020788",2018,6,0,"STORAGE"
"A020788",2015,2,0,"STORAGE"
"A020788",2019,8,0,"DIRECT"
"A020788",2015,3,0,"DIRECT"
"A020788",2019,9,0,"DIRECT"
"A020788",2017,10,0,"DIRECT"
"A020788",2018,2,0,"STORAGE"
"A020788",2018,2,0,"DIRECT"
"A020788",2019,11,0,"DIRECT"
"A020788",2018,1,4,"STORAGE"
"A020788",2019,12,0,"DIRECT"
"A020788",2015,3,0,"STORAGE"
"A020788",2014,11,0,"STORAGE"
"A020788",2014,5,0,"STORAGE"
"A020788",2020,4,0,"DIRECT"
"A020788",2016,6,0,"DIRECT"
"A020788",2017,3,0,"DIRECT"
"A020788",2017,3,0,"STORAGE"
"A020901",2021,3,0,"DIRECT"
"A020901",2021,5,0,"DIRECT"
"A020901",2021,2,0,"DIRECT"
"A020901",2021,6,0,"DIRECT"
"A020901",2021,4,0,"DIRECT"
"A020901",2021,9,0,"DIRECT"
"A020901",2021,7,0,"DIRECT"
"A020901",2021,1,0,"DIRECT"
"A020901",2021,8,0,"DIRECT"
"A020953",2015,3,0,"DIRECT"
"A020953",2015,3,0,"STORAGE"
"A020953",2016,12,0,"STORAGE"
"A020953",2020,7,0,"DIRECT"
"A020953",2017,2,0,"STORAGE"
"A020953",2017,2,0,"DIRECT"
"A020953",2018,11,0,"STORAGE"
"A020953",2019,5,0,"DIRECT"
"A020953",2019,5,0,"STORAGE"
"A020953",2018,9,0,"DIRECT"
"A020953",2016,9,0,"STORAGE"
"A020953",2020,8,0,"DIRECT"
"A020953",2018,10,0,"STORAGE"
"A020953",2018,10,0,"DIRECT"
"A020953",2020,9,0,"STORAGE"
"A020953",2017,1,0,"DIRECT"
"A020953",2020,9,0,"DIRECT"
"A020953",2014,9,0,"STORAGE"
"A020953",2018,8,1,"STORAGE"
"A020953",2014,9,0,"DIRECT"
"A020953",2016,12,0,"DIRECT"
"A020953",2019,1,0,"DIRECT"
"A020953",2020,11,0,"STORAGE"
"A020953",2020,5,0,"STORAGE"
"A020953",2020,6,0,"STORAGE"
"A020953",2017,12,0,"STORAGE"
"A020953",2020,5,0,"DIRECT"
"A020953",2014,8,1,"STORAGE"
"A020953",2017,1,0,"STORAGE"
"A020953",2018,4,0,"STORAGE"
"A020953",2018,5,1,"STORAGE"
"A020953",2018,8,0,"DIRECT"
"A020953",2016,8,1,"STORAGE"
"A020953",2018,7,1,"STORAGE"
"A020953",2016,11,0,"DIRECT"
"A020953",2018,9,0,"STORAGE"
"A020953",2018,12,0,"DIRECT"
"A020953",2018,7,0,"DIRECT"
"A020953",2020,6,0,"DIRECT"
"A020953",2020,8,0,"STORAGE"
"A020953",2018,6,0,"DIRECT"
"A020953",2018,12,0,"STORAGE"
"A020953",2020,12,0,"DIRECT"
"A020953",2019,1,0,"STORAGE"
"A020953",2020,7,0,"STORAGE"
"A020953",2014,6,1,"DIRECT"
"A020953",2020,3,0,"STORAGE"
"A020953",2016,11,0,"STORAGE"
"A020953",2020,10,0,"STORAGE"
"A020953",2020,11,0,"DIRECT"
"A020953",2019,2,0,"STORAGE"
"A020953",2014,7,1,"STORAGE"
"A020953",2014,10,0,"STORAGE"
"A020953",2018,3,0,"STORAGE"
"A020953",2020,2,0,"STORAGE"
"A020953",2020,2,0,"DIRECT"
"A020953",2014,6,1,"STORAGE"
"A020953",2017,12,0,"DIRECT"
"A020953",2019,2,0,"DIRECT"
"A020953",2018,4,0,"DIRECT"
"A020953",2017,4,0,"STORAGE"
"A020953",2016,10,0,"DIRECT"
"A020953",2020,10,0,"DIRECT"
"A020953",2018,11,0,"DIRECT"
"A020953",2015,4,0,"DIRECT"
"A020953",2014,5,0,"DIRECT"
"A020953",2014,4,0,"STORAGE"
"A020953",2014,4,0,"DIRECT"
"A020953",2019,10,0,"STORAGE"
"A020953",2020,4,0,"DIRECT"
"A020953",2014,10,0,"DIRECT"
"A020953",2017,5,1,"STORAGE"
"A020953",2016,9,0,"DIRECT"
"A020953",2014,2,0,"DIRECT"
"A020953",2019,8,0,"STORAGE"
"A020953",2017,3,0,"STORAGE"
"A020953",2018,6,1,"STORAGE"
"A020953",2019,6,0,"DIRECT"
"A020953",2014,8,1,"DIRECT"
"A020953",2018,5,0,"DIRECT"
"A020953",2014,3,0,"DIRECT"
"A020953",2017,6,0,"DIRECT"
"A020953",2014,3,0,"STORAGE"
"A020953",2016,6,1,"STORAGE"
"A020953",2014,7,1,"DIRECT"
"A020953",2020,12,0,"STORAGE"
"A020953",2016,3,0,"STORAGE"
"A020953",2017,5,0,"DIRECT"
"A020953",2019,9,0,"STORAGE"
"A020953",2020,1,0,"DIRECT"
"A020953",2014,1,0,"STORAGE"
"A020953",2019,7,0,"STORAGE"
"A020953",2016,2,0,"STORAGE"
"A020953",2015,5,0,"STORAGE"
"A020953",2020,1,0,"STORAGE"
"A020953",2014,1,0,"DIRECT"
"A020953",2016,5,1,"STORAGE"
"A020953",2016,5,0,"DIRECT"
"A020953",2016,6,0,"DIRECT"
"A020953",2020,3,0,"DIRECT"
"A020953",2016,4,0,"STORAGE"
"A020953",2020,4,0,"STORAGE"
"A020953",2017,4,0,"DIRECT"
"A020953",2019,8,0,"DIRECT"
"A020953",2015,6,1,"DIRECT"
"A020953",2014,5,0,"STORAGE"
"A020953",2019,6,0,"STORAGE"
"A020953",2019,3,0,"STORAGE"
"A020953",2019,4,0,"DIRECT"
"A020953",2018,1,0,"DIRECT"
"A020953",2017,8,0,"DIRECT"
"A020953",2014,2,0,"STORAGE"
"A020953",2019,11,0,"DIRECT"
"A020953",2015,7,1,"STORAGE"
"A020953",2019,4,0,"STORAGE"
"A020953",2019,3,0,"DIRECT"
"A020953",2018,2,0,"STORAGE"
"A020953",2015,9,0,"STORAGE"
"A020953",2019,9,0,"DIRECT"
"A020953",2019,11,0,"STORAGE"
"A020953",2019,12,0,"DIRECT"
"A020953",2015,7,1,"DIRECT"
"A020953",2016,7,0,"DIRECT"
"A020953",2017,6,1,"STORAGE"
"A020953",2015,9,0,"DIRECT"
"A020953",2015,10,0,"DIRECT"
"A020953",2019,7,0,"DIRECT"
"A020953",2018,1,0,"STORAGE"
"A020953",2017,9,0,"DIRECT"
"A020953",2016,4,0,"DIRECT"
"A020953",2015,6,1,"STORAGE"
"A020953",2019,12,0,"STORAGE"
"A020953",2014,11,0,"STORAGE"
"A020953",2017,11,0,"STORAGE"
"A020953",2017,8,1,"STORAGE"
"A020953",2015,2,0,"STORAGE"
"A020953",2018,2,0,"DIRECT"
"A020953",2015,1,0,"DIRECT"
"A020953",2015,4,0,"STORAGE"
"A020953",2017,11,0,"DIRECT"
"A020953",2017,7,1,"STORAGE"
"A020953",2014,12,0,"DIRECT"
"A020953",2015,5,0,"DIRECT"
"A020953",2019,10,0,"DIRECT"
"A020953",2014,12,0,"STORAGE"
"A020953",2017,10,0,"STORAGE"
"A020953",2017,7,0,"DIRECT"
"A020953",2015,12,0,"STORAGE"
"A020953",2018,3,0,"DIRECT"
"A020953",2014,11,0,"DIRECT"
"A020953",2015,11,0,"DIRECT"
"A020953",2016,8,0,"DIRECT"
"A020953",2016,3,0,"DIRECT"
"A020953",2015,1,0,"STORAGE"
"A020953",2016,7,1,"STORAGE"
"A020953",2017,10,0,"DIRECT"
"A020953",2017,3,0,"DIRECT"
"A020953",2016,1,0,"DIRECT"
"A020953",2015,10,0,"STORAGE"
"A020953",2015,8,1,"DIRECT"
"A020953",2016,10,0,"STORAGE"
"A020953",2015,12,0,"DIRECT"
"A020953",2015,2,0,"DIRECT"
"A020953",2015,11,0,"STORAGE"
"A020953",2015,8,1,"STORAGE"
"A020953",2016,2,0,"DIRECT"
"A020953",2016,1,0,"STORAGE"
"A020953",2017,9,0,"STORAGE"
"A020979",2015,4,0,"STORAGE"
"A020979",2018,7,0,"DIRECT"
"A020979",2015,4,0,"DIRECT"
"A020979",2015,3,0,"STORAGE"
"A020979",2015,3,0,"DIRECT"
"A020979",2016,11,0.49,"STORAGE"
"A020979",2016,12,0,"STORAGE"
"A020979",2018,6,0,"DIRECT"
"A020979",2014,4,0,"DIRECT"
"A020979",2018,4,0,"DIRECT"
"A020979",2014,9,0,"STORAGE"
"A020979",2020,6,0,"DIRECT"
"A020979",2016,11,0,"DIRECT"
"A020979",2014,2,0,"DIRECT"
"A020979",2018,4,0,"STORAGE"
"A020979",2018,2,0,"STORAGE"
"A020979",2014,3,0,"DIRECT"
"A020979",2014,4,0,"STORAGE"
"A020979",2020,9,0,"DIRECT"
"A020979",2020,7,0,"DIRECT"
"A020979",2015,5,0,"STORAGE"
"A020979",2018,2,0,"DIRECT"
"A020979",2014,10,0,"DIRECT"
"A020979",2014,8,0,"STORAGE"
"A020979",2016,10,0,"DIRECT"
"A020979",2014,3,0,"STORAGE"
"A020979",2014,7,0,"STORAGE"
"A020979",2014,6,0,"DIRECT"
"A020979",2014,6,0,"STORAGE"
"A020979",2018,8,0,"STORAGE"
"A020979",2018,6,0,"STORAGE"
"A020979",2014,11,0,"DIRECT"
"A020979",2014,8,0,"DIRECT"
"A020979",2014,5,0,"DIRECT"
"A020979",2014,5,0,"STORAGE"
"A020979",2014,7,0,"DIRECT"
"A020979",2018,3,0,"DIRECT"
"A020979",2018,3,0.15,"STORAGE"
"A020979",2018,12,0.26,"STORAGE"
"A020979",2016,12,0,"DIRECT"
"A020979",2019,9,0,"STORAGE"
"A020979",2015,7,0,"STORAGE"
"A020979",2015,6,0,"DIRECT"
"A020979",2015,6,0,"STORAGE"
"A020979",2014,2,0.112,"STORAGE"
"A020979",2014,9,0,"DIRECT"
"A020979",2016,10,0.15,"STORAGE"
"A020979",2014,12,0.69,"STORAGE"
"A020979",2020,1,0,"DIRECT"
"A020979",2015,1,0,"STORAGE"
"A020979",2015,2,0,"DIRECT"
"A020979",2014,12,0,"DIRECT"
"A020979",2014,11,0,"STORAGE"
"A020979",2017,5,0,"DIRECT"
"A020979",2017,11,0,"DIRECT"
"A020979",2017,3,0,"DIRECT"
"A020979",2019,11,0,"STORAGE"
"A020979",2018,5,0,"DIRECT"
"A020979",2016,9,0,"STORAGE"
"A020979",2019,10,0,"DIRECT"
"A020979",2017,6,0,"DIRECT"
"A020979",2018,5,0,"STORAGE"
"A020979",2014,10,0,"STORAGE"
"A020979",2016,5,0,"STORAGE"
"A020979",2019,10,0,"STORAGE"
"A020979",2017,3,0,"STORAGE"
"A020979",2017,9,0,"STORAGE"
"A020979",2017,4,0,"STORAGE"
"A020979",2015,12,0,"DIRECT"
"A020979",2020,3,0,"DIRECT"
"A020979",2015,2,0,"STORAGE"
"A020979",2017,4,0,"DIRECT"
"A020979",2015,5,0,"DIRECT"
"A020979",2020,10,0,"DIRECT"
"A020979",2017,10,0,"DIRECT"
"A020979",2014,1,0,"STORAGE"
"A020979",2020,8,0,"DIRECT"
"A020979",2017,1,0,"DIRECT"
"A020979",2020,5,0,"DIRECT"
"A020979",2017,12,0,"DIRECT"
"A020979",2019,12,0,"DIRECT"
"A020979",2016,6,0,"STORAGE"
