"Date","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
2023-04-01,11255.9603305785,9853.20991735537,1285.18611570248,8198.4,10399.5570247934,21164.0330578512,2481.14380165289,10878.0694214876,10721.0181818182,4890.20826446281,7050.78347107438,5921.69256198347,212.862347107438,5216.74710743802,1815.49090909091,5878.82975206612,1991.98016528926,8563.8347107438,1944.61487603306,11653.0115702479,11302.8892561983,20997.4214876033
2023-05-01,2329.50743801653,2633.4347107438,327.072396694215,1933.27140495868,2744.9652892562,9215.46446280992,591.381818181818,3368.68760330579,9143.62314049587,1234.29223140496,2104.50247933884,1502.53289256198,41.7062479338843,3516.65454545455,451.537190082645,1425.19338842975,610.91305785124,1999.47768595041,421.64826446281,3669.85785123967,2727.55041322314,22562.0628099174
2023-06-01,412.113719008264,514.924958677686,59.4866776859504,317.369256198347,535.703801652893,1289.01024793388,109.610181818182,466.490578512397,1285.78512396694,217.160330578512,364.905123966942,294.739834710744,7.92618842975207,562.750413223141,89.2875371900826,320.150082644628,127.455867768595,307.658181818182,62.4297520661157,559.582809917355,457.35867768595,3408.3173553719
2023-07-01,147.118016528926,157.624462809917,17.7538512396694,121.733553719008,147.851900826446,342.904462809917,31.8245950413223,132.32132231405,327.762644628099,62.3898842975207,84.3957024793389,87.2794710743802,3.79586776859504,168.269752066116,24.5662809917355,103.608595041322,38.1756694214876,81.2084628099174,22.0532231404959,142.173223140496,121.00958677686,1563.19338842975
2023-08-01,78.8429752066116,70.1222479338843,8.78161983471074,69.8822479338843,61.0667107438017,137.000330578512,12.243173553719,61.5411570247934,100.587768595041,28.5901487603306,37.5135867768595,40.1270082644628,2.30152066115702,55.4705454545455,9.68568595041322,43.8747768595041,15.851305785124,39.0049586776859,12.8048925619835,62.411305785124,56.4267768595041,993.262809917355
2023-09-01,85.095867768595,70.7900826446281,8.21458512396694,84.9106115702479,58.4685619834711,144.753719008264,14.9853223140496,87.0817190082645,113.941685950413,33.2027107438017,30.2624132231405,36.7116694214876,3.03229090909091,40.7722314049587,8.80917024793388,39.6682314049587,20.1685289256198,62.5362644628099,26.3254214876033,95.2318016528926,108.395305785124,830.042975206612
2023-10-01,479.028099173554,386.050909090909,51.1164297520661,567.165619834711,306.061487603306,600.206280991736,54.9106115702479,303.72694214876,407.194710743802,111.754314049587,112.251768595041,124.324561983471,10.5178710743802,142.589157024793,28.8874710743802,135.714049586777,77.5134545454546,161.218710743802,69.713652892562,511.053223140496,292.034380165289,1296.71404958678
2023-11-01,1039.92396694215,678.914380165289,130.930115702479,1446.65652892562,702.583140495868,1414.15338842975,138.074181818182,687.806280991736,1068.9520661157,331.09547107438,642.515702479339,459.161652892562,36.4257520661157,361.303537190083,82.5121983471074,479.88694214876,373.03894214876,553.973553719008,241.061553719008,1414.76826446281,899.95041322314,1968.04363636364
2023-12-01,8074.17123966942,3155.42876033058,780.483966942149,6008.7252892562,4171.96561983471,10329.6892561983,2771.95438016529,4491.42743801653,6115.53917355372,2001.09619834711,2001.37983471074,2133.24694214876,292.218842975207,2379.32231404959,368.879801652893,2309.20859504132,1715.45256198347,2738.4773553719,1377.67933884298,17416.0938842975,7366.07603305785,12204.4165289256
2024-01-01,36216.7933884298,20108.0132231405,2973.14380165289,14749.1900826446,19847.6033057851,46717.2892561983,6308.42975206612,20791.9140495868,20299.7752066116,7134.58512396694,8513.95041322314,9286.07603305785,752.326611570248,13454.6181818182,2719.09487603306,13495.0214876033,3732.3173553719,11516.052892562,3425.91074380165,42901.8842975207,22906.1157024793,56382.5454545455
