########################################,,,,,,"// 049684			precip	39.4194		-123.3425		1353","// 047109			precip	39.3619		-123.1286		1018","// 049122			precip	39.1466		-123.2102		636","// 049126			precip	39.1266		-123.2719		1328","// 041838			precip	38.793		-123.0263		400","// 043875			precip	38.6294		-122.8665		177","// 041312			precip	38.5768		-122.5781		350","// 043191			precip	38.515		-123.2447		112","// 043578			precip	38.4305		-122.8647		200","// 046370			precip	38.3858		-122.9661		865","// 049684			tmax	39.4194		-123.3425		1353","// 047109			tmax	39.3619		-123.1286		1018","// 049122			tmax	39.1466		-123.2102		636","// 049126			tmax	39.1266		-123.2719		1328","// 041838			tmax	38.793		-123.0263		400","// 043875			tmax	38.6294		-122.8665		177","// 041312			tmax	38.5768		-122.5781		350","// 043191			tmax	38.515		-123.2447		112","// 043578			tmax	38.4305		-122.8647		200","// 046370			tmax	38.3858		-122.9661		865","// 049684			tmin	39.4194		-123.3425		1353","// 047109			tmin	39.3619		-123.1286		1018","// 049122			tmin	39.1466		-123.2102		636","// 049126			tmin	39.1266		-123.2719		1328","// 041838			tmin	38.793		-123.0263		400","// 043875			tmin	38.6294		-122.8665		177","// 041312			tmin	38.5768		-122.5781		350","// 043191			tmin	38.515		-123.2447		112","// 043578			tmin	38.4305		-122.8647		200","// 046370			tmin	38.3858		-122.9661		865"
2022,4,1,0,0,0,-999,0,-999,-999,0,0,0,0.508,0,-999,-999,24.444445,-999,-999,22.222221,25,22.222221,14.444445,23.333334,-999,-999,3.3333333,-999,-999,5.5555553,6.111111,5.5555553,5.5555553,4.4444447,-999
2022,4,2,0,0,0,-999,0,-999,-999,0,0,0,2.54,0,-999,-999,24.444445,-999,-999,25.555555,28.88889,25,14.444445,26.666666,-999,-999,2.7777777,-999,-999,6.111111,10,5,6.6666665,5,-999
2022,4,3,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,21.11111,-999,-999,26.666666,26.11111,27.777779,16.11111,26.666666,-999,-999,2.2222223,-999,-999,7.2222223,11.111111,5.5555553,6.111111,3.8888888,-999
2022,4,4,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,16.11111,-999,-999,23.88889,21.11111,26.666666,13.888889,22.777779,-999,-999,5.5555553,-999,-999,7.7777777,11.111111,7.2222223,7.7777777,9.444445,-999
2022,4,5,0,0,0,-999,0,-999,0,0,0,0,0,0,-999,-999,21.666666,-999,-999,18.333334,25.555555,21.666666,15,23.88889,-999,-999,2.7777777,-999,-999,4.4444447,9.444445,6.111111,6.6666665,6.6666665,-999
2022,4,6,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,30.555555,-999,-999,23.333334,33.333332,24.444445,15,30.555555,-999,-999,2.7777777,-999,-999,5,6.6666665,5.5555553,5.5555553,5,-999
2022,4,7,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,31.11111,-999,-999,32.22222,32.77778,31.11111,17.222221,32.77778,-999,-999,5.5555553,-999,-999,6.6666665,9.444445,5.5555553,9.444445,7.2222223,-999
2022,4,8,0,0,0,-999,0,-999,-999,0,0,0,0.508,0,-999,-999,30.555555,-999,-999,32.22222,30.555555,33.333332,23.88889,31.11111,-999,-999,5.5555553,-999,-999,8.888889,9.444445,8.888889,7.2222223,7.7777777,-999
2022,4,9,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,22.222221,-999,-999,27.777779,25,31.11111,16.11111,26.666666,-999,-999,1.6666666,-999,-999,7.7777777,10.555555,6.6666665,7.2222223,3.8888888,-999
2022,4,10,0,0,0,-999,0,-999,-999,0,0,0,0,0,-999,-999,18.88889,-999,-999,22.777779,20,27.222221,15,21.666666,-999,-999,6.111111,-999,-999,10.555555,9.444445,6.6666665,5.5555553,1.6666666,-999
2022,4,11,0,0,0,-999,9.906,-999,13.462,1.27,1.016,0,7.112,1.016,-999,-999,16.11111,-999,-999,18.333334,13.888889,21.666666,13.888889,16.666666,-999,-999,5,-999,-999,6.111111,6.6666665,7.7777777,7.2222223,5,-999
2022,4,12,0,0,0,-999,1.27,-999,1.524,0,0,0,0,0,-999,-999,11.111111,-999,-999,12.777778,15.555555,14.444445,11.111111,17.777779,-999,-999,-0.5555556,-999,-999,5.68E-14,3.3333333,2.2222223,2.7777777,2.2222223,-999
2022,4,13,0,0,0,-999,1.27,-999,0.762,0,2.286,0,0,4.826,-999,-999,10.555555,-999,-999,13.888889,15,16.11111,11.666667,16.666666,-999,-999,3.8888888,-999,-999,3.3333333,3.8888888,3.3333333,3.8888888,2.7777777,-999
2022,4,14,0,0,0,-999,45.466,-999,27.94,11.43,8.636,3.048,26.67,12.954,-999,-999,12.222222,-999,-999,13.888889,14.444445,15,11.666667,15,-999,-999,6.111111,-999,-999,7.7777777,8.888889,2.7777777,7.7777777,9.444445,-999
